linha,sequencia_anterior,sequencia_atual,data_anterior,data_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
2660,4243,4243,2025-07-02 18:42:46,2025-07-02 18:42:46,GTERI,GTERI,valor_repetido,0
2663,4245,4247,2025-07-02 18:42:49,2025-07-02 18:43:25,GTERI,GTERI,salto_na_sequencia,2
2668,4250,4252,2025-07-02 18:44:12,2025-07-02 18:44:49,GTERI,GTERI,salto_na_sequencia,2
2672,4255,4257,2025-07-02 18:45:03,2025-07-02 18:45:14,GTERI,GTERI,salto_na_sequencia,2
2680,4263,4265,2025-07-02 18:45:40,2025-07-02 18:46:25,GTERI,GTERI,salto_na_sequencia,2
2681,4265,4268,2025-07-02 18:46:25,2025-07-02 18:48:33,GTERI,GTERI,salto_na_sequencia,3
2684,4269,4271,2025-07-02 18:48:35,2025-07-02 18:49:25,GTERI,GTERI,salto_na_sequencia,2
2688,4273,4277,2025-07-02 18:50:13,2025-07-02 18:52:25,GTERI,GTERI,salto_na_sequencia,4
2694,4281,4283,2025-07-02 18:53:09,2025-07-02 18:53:15,GTERI,GTERI,salto_na_sequencia,2
2696,4283,4285,2025-07-02 18:53:15,2025-07-02 18:54:43,GTERI,GTERI,salto_na_sequencia,2
2701,4289,4291,2025-07-02 18:54:59,2025-07-02 18:55:25,GTERI,GTERI,salto_na_sequencia,2
2703,4291,4295,2025-07-02 18:55:25,2025-07-02 18:58:25,GTERI,GTERI,salto_na_sequencia,4
2705,4295,4298,2025-07-02 18:58:25,2025-07-02 19:00:57,GTERI,GTSTT,salto_na_sequencia,3
2708,4299,4301,2025-07-02 19:01:03,2025-07-02 19:01:25,GTSTT,GTERI,salto_na_sequencia,2
2713,4304,4307,2025-07-02 19:01:39,2025-07-02 19:04:21,GTERI,GTERI,salto_na_sequencia,3
2715,4307,4309,2025-07-02 19:04:21,2025-07-02 19:04:25,GTERI,GTERI,salto_na_sequencia,2
2717,4310,4312,2025-07-02 19:04:59,2025-07-02 19:05:32,GTERI,GTERI,salto_na_sequencia,2
2721,4314,4316,2025-07-02 19:06:23,2025-07-02 19:06:27,GTERI,GTERI,salto_na_sequencia,2
2727,4321,4323,2025-07-02 19:06:55,2025-07-02 19:07:25,GTERI,GTERI,salto_na_sequencia,2
2732,4326,4328,2025-07-02 19:07:48,2025-07-02 19:09:05,GTERI,GTIGF,salto_na_sequencia,2
2736,4331,4333,2025-07-02 19:09:06,2025-07-02 19:10:11,GTIGL,GTSTT,salto_na_sequencia,2
2738,4333,4393,2025-07-02 19:10:11,2025-07-02 20:09:01,GTSTT,GTERI,salto_na_sequencia,60
2768,4393,4454,2025-07-02 20:09:01,2025-07-02 21:09:01,GTERI,GTERI,salto_na_sequencia,61
2799,4454,4515,2025-07-02 21:09:01,2025-07-02 22:08:49,GTERI,GTIGN,salto_na_sequencia,61
2840,4525,4528,2025-07-02 22:09:04,2025-07-02 22:11:04,GTERI,GTERI,salto_na_sequencia,3
2842,4528,4530,2025-07-02 22:11:04,2025-07-02 22:12:02,GTERI,GTERI,salto_na_sequencia,2
2846,4532,4534,2025-07-02 22:12:05,2025-07-02 22:12:44,GTERI,GTERI,salto_na_sequencia,2
2848,4535,4537,2025-07-02 22:12:47,2025-07-02 22:14:01,GTERI,GTERI,salto_na_sequencia,2
2850,4537,4539,2025-07-02 22:14:01,2025-07-02 22:14:35,GTERI,GTERI,salto_na_sequencia,2
2855,4543,4545,2025-07-02 22:15:05,2025-07-02 22:15:26,GTERI,GTERI,salto_na_sequencia,2
2862,4550,4552,2025-07-02 22:16:20,2025-07-02 22:16:48,GTERI,GTERI,salto_na_sequencia,2
2866,4555,4557,2025-07-02 22:17:09,2025-07-02 22:18:05,GTERI,GTERI,salto_na_sequencia,2
2868,4557,4559,2025-07-02 22:18:05,2025-07-02 22:19:13,GTERI,GTIGF,salto_na_sequencia,2
2889,4579,4581,2025-07-02 22:19:17,2025-07-02 22:19:26,GTIGL,GTIGN,salto_na_sequencia,2
2900,4590,4592,2025-07-02 22:19:32,2025-07-02 22:20:59,GTERI,GTERI,salto_na_sequencia,2
2902,4593,4595,2025-07-02 22:21:18,2025-07-02 22:21:22,GTERI,GTERI,salto_na_sequencia,2
2910,4601,4603,2025-07-02 22:22:34,2025-07-02 22:22:38,GTERI,GTERI,salto_na_sequencia,2
2917,4609,4611,2025-07-02 22:23:13,2025-07-02 22:23:24,GTERI,GTERI,salto_na_sequencia,2
2927,4619,4621,2025-07-02 22:24:16,2025-07-02 22:25:02,GTERI,GTIGF,salto_na_sequencia,2
2931,4624,4626,2025-07-02 22:25:02,2025-07-02 22:26:28,GTIGL,GTSTT,salto_na_sequencia,2
2933,4626,4628,2025-07-02 22:26:28,2025-07-02 22:27:14,GTSTT,GTIGN,salto_na_sequencia,2
2943,4637,4639,2025-07-02 22:27:20,2025-07-02 22:27:49,GTERI,GTERI,salto_na_sequencia,2
2953,4647,4649,2025-07-02 22:28:11,2025-07-02 22:29:20,GTERI,GTIGF,salto_na_sequencia,2
2957,4652,4654,2025-07-02 22:29:20,2025-07-02 22:30:01,GTIGL,GTSTT,salto_na_sequencia,2
2959,4654,4714,2025-07-02 22:30:01,2025-07-02 23:29:15,GTSTT,GTERI,salto_na_sequencia,60
2989,4714,4775,2025-07-02 23:29:15,2025-07-03 00:29:15,GTERI,GTERI,salto_na_sequencia,61
3020,4775,4836,2025-07-03 00:29:15,2025-07-03 01:29:15,GTERI,GTERI,salto_na_sequencia,61
3051,4836,4897,2025-07-03 01:29:15,2025-07-03 02:29:15,GTERI,GTERI,salto_na_sequencia,61
3082,4897,4948,2025-07-03 02:29:15,2025-07-03 03:19:36,GTERI,GTPDP,salto_na_sequencia,51
3108,4948,4959,2025-07-03 03:19:36,2025-07-03 03:29:15,GTPDP,GTERI,salto_na_sequencia,11
3114,4959,5019,2025-07-03 03:29:15,2025-07-03 04:29:15,GTERI,GTERI,salto_na_sequencia,60
3168,5019,5080,2025-07-03 04:29:15,2025-07-03 05:29:15,GTERI,GTERI,salto_na_sequencia,61
3199,5080,5141,2025-07-03 05:29:15,2025-07-03 06:29:15,GTERI,GTERI,salto_na_sequencia,61
3230,5141,5202,2025-07-03 06:29:15,2025-07-03 07:29:15,GTERI,GTERI,salto_na_sequencia,61
3261,5202,5263,2025-07-03 07:29:15,2025-07-03 08:29:15,GTERI,GTERI,salto_na_sequencia,61
3292,5263,5280,2025-07-03 08:29:15,2025-07-03 08:44:54,GTERI,GTIGN,salto_na_sequencia,17
3315,5294,5296,2025-07-03 08:45:49,2025-07-03 08:46:10,GTERI,GTERI,salto_na_sequencia,2
3320,5300,5302,2025-07-03 08:46:26,2025-07-03 08:47:48,GTIGL,GTSTT,salto_na_sequencia,2
3322,5302,5305,2025-07-03 08:47:48,2025-07-03 08:49:18,GTSTT,GTIGN,salto_na_sequencia,3
3335,5316,5318,2025-07-03 08:49:54,2025-07-03 08:49:57,GTERI,GTIGF,salto_na_sequencia,2
3343,5325,5327,2025-07-03 08:50:02,2025-07-03 08:51:33,GTERI,GTERI,salto_na_sequencia,2
3349,5331,5334,2025-07-03 08:51:51,2025-07-03 08:53:03,GTERI,GTERI,salto_na_sequencia,3
3352,5335,5337,2025-07-03 08:53:46,2025-07-03 08:53:59,GTERI,GTERI,salto_na_sequencia,2
3356,5340,5342,2025-07-03 08:54:29,2025-07-03 08:54:57,GTERI,GTERI,salto_na_sequencia,2
3360,5344,5346,2025-07-03 08:55:25,2025-07-03 08:56:03,GTERI,GTERI,salto_na_sequencia,2
3361,5346,5348,2025-07-03 08:56:03,2025-07-03 08:57:04,GTERI,GTERI,salto_na_sequencia,2
3366,5351,5353,2025-07-03 08:57:34,2025-07-03 08:58:31,GTERI,GTERI,salto_na_sequencia,2
3367,5353,5355,2025-07-03 08:58:31,2025-07-03 08:59:03,GTERI,GTERI,salto_na_sequencia,2
3369,5355,5359,2025-07-03 08:59:03,2025-07-03 09:02:03,GTERI,GTERI,salto_na_sequencia,4
3373,5361,5365,2025-07-03 09:02:48,2025-07-03 09:05:03,GTERI,GTERI,salto_na_sequencia,4
3376,5365,5368,2025-07-03 09:05:03,2025-07-03 09:07:00,GTERI,GTERI,salto_na_sequencia,3
3380,5370,5372,2025-07-03 09:07:37,2025-07-03 09:08:03,GTERI,GTERI,salto_na_sequencia,2
3381,5372,5376,2025-07-03 09:08:03,2025-07-03 09:11:03,GTERI,GTERI,salto_na_sequencia,4
3384,5376,5378,2025-07-03 09:11:03,2025-07-03 09:12:47,GTERI,GTERI,salto_na_sequencia,2
3387,5380,5383,2025-07-03 09:12:54,2025-07-03 09:14:03,GTERI,GTERI,salto_na_sequencia,3
3400,5394,5396,2025-07-03 09:14:51,2025-07-03 09:15:33,GTERI,GTERI,salto_na_sequencia,2
3404,5398,5400,2025-07-03 09:15:41,2025-07-03 09:16:23,GTERI,GTERI,salto_na_sequencia,2
3410,5405,5407,2025-07-03 09:16:55,2025-07-03 09:17:03,GTERI,GTERI,salto_na_sequencia,2
3416,5411,5414,2025-07-03 09:17:48,2025-07-03 09:19:23,GTIGL,GTSTT,salto_na_sequencia,3
3418,5414,5473,2025-07-03 09:19:23,2025-07-03 10:17:42,GTSTT,GTERI,salto_na_sequencia,59
3448,5473,5534,2025-07-03 10:17:42,2025-07-03 11:17:42,GTERI,GTERI,salto_na_sequencia,61
3479,5534,5595,2025-07-03 11:17:42,2025-07-03 12:17:42,GTERI,GTERI,salto_na_sequencia,61
3510,5595,5656,2025-07-03 12:17:42,2025-07-03 13:17:42,GTERI,GTERI,salto_na_sequencia,61
3541,5656,5717,2025-07-03 13:17:42,2025-07-03 14:17:42,GTERI,GTERI,salto_na_sequencia,61
3572,5717,5778,2025-07-03 14:17:42,2025-07-03 15:17:42,GTERI,GTERI,salto_na_sequencia,61
3603,5778,5839,2025-07-03 15:17:42,2025-07-03 16:17:42,GTERI,GTERI,salto_na_sequencia,61
3634,5839,5850,2025-07-03 16:17:42,2025-07-03 16:27:38,GTERI,GTIGN,salto_na_sequencia,11
3656,5866,5870,2025-07-03 16:28:01,2025-07-03 16:31:05,GTERI,GTERI,salto_na_sequencia,4
3658,5870,5872,2025-07-03 16:31:05,2025-07-03 16:31:37,GTERI,GTERI,salto_na_sequencia,2
3661,5873,5875,2025-07-03 16:31:58,2025-07-03 16:32:26,GTERI,GTERI,salto_na_sequencia,2
3663,5876,5878,2025-07-03 16:32:28,2025-07-03 16:34:05,GTERI,GTERI,salto_na_sequencia,2
3665,5878,5880,2025-07-03 16:34:05,2025-07-03 16:34:34,GTERI,GTERI,salto_na_sequencia,2
3667,5881,5883,2025-07-03 16:35:09,2025-07-03 16:35:33,GTERI,GTERI,salto_na_sequencia,2
3671,5885,5887,2025-07-03 16:36:14,2025-07-03 16:36:48,GTERI,GTERI,salto_na_sequencia,2
3673,5888,5890,2025-07-03 16:37:05,2025-07-03 16:38:06,GTERI,GTERI,salto_na_sequencia,2
3678,5893,5895,2025-07-03 16:38:19,2025-07-03 16:38:23,GTERI,GTERI,salto_na_sequencia,2
3679,5895,5897,2025-07-03 16:38:23,2025-07-03 16:39:53,GTERI,GTERI,salto_na_sequencia,2
3681,5897,5897,2025-07-03 16:39:53,2025-07-03 16:39:53,GTERI,GTERI,valor_repetido,0
3685,5900,5903,2025-07-03 16:40:05,2025-07-03 16:42:19,GTERI,GTERI,salto_na_sequencia,3
3687,5903,5905,2025-07-03 16:42:19,2025-07-03 16:42:41,GTERI,GTERI,salto_na_sequencia,2
3689,5906,5909,2025-07-03 16:43:05,2025-07-03 16:44:35,GTERI,GTERI,salto_na_sequencia,3
3691,5909,5911,2025-07-03 16:44:35,2025-07-03 16:45:30,GTERI,GTERI,salto_na_sequencia,2
3694,5912,5914,2025-07-03 16:46:05,2025-07-03 16:46:28,GTERI,GTERI,salto_na_sequencia,2
3700,5919,5921,2025-07-03 16:47:27,2025-07-03 16:48:07,GTERI,GTERI,salto_na_sequencia,2
3703,5922,5924,2025-07-03 16:48:15,2025-07-03 16:49:05,GTERI,GTERI,salto_na_sequencia,2
3704,5924,5928,2025-07-03 16:49:05,2025-07-03 16:51:45,GTERI,GTERI,salto_na_sequencia,4
3708,5929,5931,2025-07-03 16:52:05,2025-07-03 16:52:44,GTERI,GTERI,salto_na_sequencia,2
3710,5932,5935,2025-07-03 16:53:26,2025-07-03 16:55:05,GTERI,GTERI,salto_na_sequencia,3
3713,5936,5938,2025-07-03 16:55:17,2025-07-03 16:55:58,GTERI,GTERI,salto_na_sequencia,2
3715,5938,5940,2025-07-03 16:55:58,2025-07-03 16:56:26,GTERI,GTERI,salto_na_sequencia,2
3717,5941,5943,2025-07-03 16:56:28,2025-07-03 16:58:05,GTERI,GTERI,salto_na_sequencia,2
3719,5943,5946,2025-07-03 16:58:05,2025-07-03 16:59:37,GTERI,GTERI,salto_na_sequencia,3
3721,5946,5948,2025-07-03 16:59:37,2025-07-03 17:01:05,GTERI,GTERI,salto_na_sequencia,2
3723,5949,5951,2025-07-03 17:01:19,2025-07-03 17:01:33,GTERI,GTERI,salto_na_sequencia,2
3727,5953,5955,2025-07-03 17:02:17,2025-07-03 17:03:03,GTERI,GTERI,salto_na_sequencia,2
3728,5955,5957,2025-07-03 17:03:03,2025-07-03 17:03:46,GTERI,GTSTT,salto_na_sequencia,2
3732,5959,5961,2025-07-03 17:04:16,2025-07-03 17:04:33,GTSTT,GTERI,salto_na_sequencia,2
3734,5962,5964,2025-07-03 17:04:42,2025-07-03 17:06:04,GTERI,GTSTT,salto_na_sequencia,2
3737,5965,5967,2025-07-03 17:06:20,2025-07-03 17:06:41,GTSTT,GTERI,salto_na_sequencia,2
3739,5968,5971,2025-07-03 17:07:05,2025-07-03 17:08:27,GTERI,GTSTT,salto_na_sequencia,3
3743,5973,5975,2025-07-03 17:09:18,2025-07-03 17:10:05,GTERI,GTERI,salto_na_sequencia,2
3745,5975,5977,2025-07-03 17:10:05,2025-07-03 17:10:49,GTERI,GTERI,salto_na_sequencia,2
3746,5977,5980,2025-07-03 17:10:49,2025-07-03 17:13:05,GTERI,GTERI,salto_na_sequencia,3
3748,5980,5984,2025-07-03 17:13:05,2025-07-03 17:16:05,GTERI,GTERI,salto_na_sequencia,4
3751,5984,5988,2025-07-03 17:16:05,2025-07-03 17:19:05,GTERI,GTERI,salto_na_sequencia,4
3753,5988,5992,2025-07-03 17:19:05,2025-07-03 17:22:05,GTERI,GTERI,salto_na_sequencia,4
3756,5992,5994,2025-07-03 17:22:05,2025-07-03 17:23:11,GTERI,GTERI,salto_na_sequencia,2
3757,5994,5997,2025-07-03 17:23:11,2025-07-03 17:25:05,GTERI,GTERI,salto_na_sequencia,3
3759,5997,5999,2025-07-03 17:25:05,2025-07-03 17:26:08,GTERI,GTERI,salto_na_sequencia,2
3762,6000,6002,2025-07-03 17:26:23,2025-07-03 17:26:28,GTERI,GTERI,salto_na_sequencia,2
3765,6004,6006,2025-07-03 17:27:06,2025-07-03 17:28:05,GTERI,GTERI,salto_na_sequencia,2
3767,6006,6008,2025-07-03 17:28:05,2025-07-03 17:28:36,GTERI,GTERI,salto_na_sequencia,2
3768,6008,6011,2025-07-03 17:28:36,2025-07-03 17:31:05,GTERI,GTERI,salto_na_sequencia,3
3770,6011,6014,2025-07-03 17:31:05,2025-07-03 17:32:57,GTERI,GTERI,salto_na_sequencia,3
3772,6014,6014,2025-07-03 17:32:57,2025-07-03 17:32:57,GTERI,GTERI,valor_repetido,0
3773,6014,6016,2025-07-03 17:32:57,2025-07-03 17:33:44,GTERI,GTERI,salto_na_sequencia,2
3777,6018,6020,2025-07-03 17:34:14,2025-07-03 17:35:24,GTERI,GTERI,salto_na_sequencia,2
3778,6020,6023,2025-07-03 17:35:24,2025-07-03 17:37:05,GTERI,GTERI,salto_na_sequencia,3
3780,6023,6025,2025-07-03 17:37:05,2025-07-03 17:37:43,GTERI,GTERI,salto_na_sequencia,2
3782,6025,6027,2025-07-03 17:37:43,2025-07-03 17:38:47,GTERI,GTERI,salto_na_sequencia,2
3784,6028,6030,2025-07-03 17:39:01,2025-07-03 17:40:05,GTERI,GTERI,salto_na_sequencia,2
3786,6030,6032,2025-07-03 17:40:05,2025-07-03 17:40:53,GTERI,GTERI,salto_na_sequencia,2
3787,6032,6035,2025-07-03 17:40:53,2025-07-03 17:42:40,GTERI,GTPDP,salto_na_sequencia,3
3791,6037,6041,2025-07-03 17:43:06,2025-07-03 17:46:05,GTERI,GTERI,salto_na_sequencia,4
3795,6042,6045,2025-07-03 17:46:49,2025-07-03 17:47:22,GTERI,GTERI,salto_na_sequencia,3
3801,6049,6054,2025-07-03 17:49:05,2025-07-03 17:52:05,GTERI,GTERI,salto_na_sequencia,5
3805,6055,6058,2025-07-03 17:53:00,2025-07-03 17:55:05,GTERI,GTERI,salto_na_sequencia,3
3807,6058,6058,2025-07-03 17:55:05,2025-07-03 17:55:05,GTERI,GTERI,valor_repetido,0
3808,6058,6061,2025-07-03 17:55:05,2025-07-03 17:57:33,GTERI,GTERI,salto_na_sequencia,3
3810,6061,6064,2025-07-03 17:57:33,2025-07-03 17:58:01,GTERI,GTERI,salto_na_sequencia,3
3813,6065,6068,2025-07-03 17:58:05,2025-07-03 17:59:58,GTERI,GTERI,salto_na_sequencia,3
3818,6071,6074,2025-07-03 18:01:27,2025-07-03 18:02:01,GTERI,GTERI,salto_na_sequencia,3
3822,6076,6079,2025-07-03 18:03:19,2025-07-03 18:04:05,GTERI,GTERI,salto_na_sequencia,3
3824,6079,6082,2025-07-03 18:04:05,2025-07-03 18:07:05,GTERI,GTERI,salto_na_sequencia,3
3826,6082,6087,2025-07-03 18:07:05,2025-07-03 18:10:05,GTERI,GTERI,salto_na_sequencia,5
3830,6088,6091,2025-07-03 18:11:01,2025-07-03 18:12:11,GTERI,GTERI,salto_na_sequencia,3
3836,6095,6098,2025-07-03 18:13:28,2025-07-03 18:14:39,GTSTT,GTIGF,salto_na_sequencia,3
3849,6109,6111,2025-07-03 18:14:41,2025-07-03 18:14:42,GTSTT,GTIGF,salto_na_sequencia,2
3851,6112,6112,2025-07-03 18:14:42,2025-07-03 18:14:42,GTSTT,GTIGL,valor_repetido,0
3869,6129,6132,2025-07-03 18:15:02,2025-07-03 18:15:42,GTERI,GTERI,salto_na_sequencia,3
3872,6133,6136,2025-07-03 18:15:57,2025-07-03 18:18:06,GTERI,GTERI,salto_na_sequencia,3
3874,6136,6139,2025-07-03 18:18:06,2025-07-03 18:21:06,GTERI,GTERI,salto_na_sequencia,3
3876,6139,6144,2025-07-03 18:21:06,2025-07-03 18:24:06,GTERI,GTERI,salto_na_sequencia,5
3879,6144,6147,2025-07-03 18:24:06,2025-07-03 18:27:06,GTERI,GTERI,salto_na_sequencia,3
3882,6148,6151,2025-07-03 18:27:06,2025-07-03 18:29:27,GTPDP,GTPDP,salto_na_sequencia,3
3884,6151,6154,2025-07-03 18:29:27,2025-07-03 18:30:07,GTPDP,GTERI,salto_na_sequencia,3
3886,6154,6157,2025-07-03 18:30:07,2025-07-03 18:33:07,GTERI,GTERI,salto_na_sequencia,3
3888,6157,6160,2025-07-03 18:33:07,2025-07-03 18:33:40,GTERI,GTERI,salto_na_sequencia,3
3893,6163,6166,2025-07-03 18:34:52,2025-07-03 18:36:07,GTERI,GTERI,salto_na_sequencia,3
3896,6167,6170,2025-07-03 18:37:19,2025-07-03 18:39:07,GTERI,GTERI,salto_na_sequencia,3
3898,6170,6175,2025-07-03 18:39:07,2025-07-03 18:42:05,GTERI,GTERI,salto_na_sequencia,5
3910,6184,6187,2025-07-03 18:43:27,2025-07-03 18:44:06,GTERI,GTERI,salto_na_sequencia,3
3913,6188,6193,2025-07-03 18:45:07,2025-07-03 18:48:07,GTERI,GTERI,salto_na_sequencia,5
3916,6193,6196,2025-07-03 18:48:07,2025-07-03 18:51:07,GTERI,GTERI,salto_na_sequencia,3
3918,6196,6199,2025-07-03 18:51:07,2025-07-03 18:53:00,GTERI,GTERI,salto_na_sequencia,3
3922,6201,6204,2025-07-03 18:53:15,2025-07-03 18:54:07,GTERI,GTERI,salto_na_sequencia,3
3928,6208,6211,2025-07-03 18:55:35,2025-07-03 18:56:16,GTERI,GTERI,salto_na_sequencia,3
3933,6214,6217,2025-07-03 18:57:07,2025-07-03 18:58:05,GTERI,GTERI,salto_na_sequencia,3
3939,6221,6224,2025-07-03 18:58:41,2025-07-03 19:00:07,GTERI,GTERI,salto_na_sequencia,3
3947,6230,6233,2025-07-03 19:01:35,2025-07-03 19:01:42,GTERI,GTERI,salto_na_sequencia,3
3953,6237,6240,2025-07-03 19:02:33,2025-07-03 19:04:03,GTIGL,GTSTT,salto_na_sequencia,3
3955,6240,6243,2025-07-03 19:04:03,2025-07-03 19:07:22,GTSTT,GTIGN,salto_na_sequencia,3
3974,6260,6265,2025-07-03 19:07:36,2025-07-03 19:09:50,GTERI,GTIGF,salto_na_sequencia,5
3981,6269,6330,2025-07-03 19:10:50,2025-07-03 20:09:45,GTSTT,GTERI,salto_na_sequencia,61
4012,6330,6391,2025-07-03 20:09:45,2025-07-03 21:09:45,GTERI,GTERI,salto_na_sequencia,61
4043,6391,6450,2025-07-03 21:09:45,2025-07-03 22:09:45,GTERI,GTERI,salto_na_sequencia,59
4073,6450,6511,2025-07-03 22:09:45,2025-07-03 23:09:45,GTERI,GTERI,salto_na_sequencia,61
4104,6511,6572,2025-07-03 23:09:45,2025-07-04 00:09:45,GTERI,GTERI,salto_na_sequencia,61
4135,6572,6633,2025-07-04 00:09:45,2025-07-04 01:09:45,GTERI,GTERI,salto_na_sequencia,61
4166,6633,6694,2025-07-04 01:09:45,2025-07-04 02:09:45,GTERI,GTERI,salto_na_sequencia,61
4197,6694,6755,2025-07-04 02:09:45,2025-07-04 03:09:45,GTERI,GTERI,salto_na_sequencia,61
4228,6755,6816,2025-07-04 03:09:45,2025-07-04 04:09:45,GTERI,GTERI,salto_na_sequencia,61
4259,6816,6877,2025-07-04 04:09:45,2025-07-04 05:09:45,GTERI,GTERI,salto_na_sequencia,61
4290,6877,6938,2025-07-04 05:09:45,2025-07-04 06:09:45,GTERI,GTERI,salto_na_sequencia,61
4321,6938,6941,2025-07-04 06:09:45,2025-07-04 06:11:30,GTERI,GTIGN,salto_na_sequencia,3
4332,6950,6955,2025-07-04 06:11:40,2025-07-04 06:14:41,GTIGL,GTERI,salto_na_sequencia,5
4336,6956,6959,2025-07-04 06:16:10,2025-07-04 06:16:14,GTSTT,GTSTT,salto_na_sequencia,3
4340,6961,6964,2025-07-04 06:17:41,2025-07-04 06:18:40,GTERI,GTSTT,salto_na_sequencia,3
4343,6965,6968,2025-07-04 06:19:15,2025-07-04 06:20:41,GTSTT,GTERI,salto_na_sequencia,3
4345,6968,6971,2025-07-04 06:20:41,2025-07-04 06:23:41,GTERI,GTERI,salto_na_sequencia,3
4347,6971,6976,2025-07-04 06:23:41,2025-07-04 06:26:41,GTERI,GTERI,salto_na_sequencia,5
4350,6976,6979,2025-07-04 06:26:41,2025-07-04 06:28:58,GTERI,GTSTT,salto_na_sequencia,3
4357,6984,7045,2025-07-04 06:29:39,2025-07-04 07:28:57,GTSTT,GTERI,salto_na_sequencia,61
4388,7045,7106,2025-07-04 07:28:57,2025-07-04 08:28:57,GTERI,GTERI,salto_na_sequencia,61
4419,7106,7167,2025-07-04 08:28:57,2025-07-04 09:28:57,GTERI,GTERI,salto_na_sequencia,61
4450,7167,7228,2025-07-04 09:28:57,2025-07-04 10:28:55,GTERI,GTIGN,salto_na_sequencia,61
4493,7240,7243,2025-07-04 10:29:11,2025-07-04 10:32:03,GTERI,GTERI,salto_na_sequencia,3
4495,7243,7248,2025-07-04 10:32:03,2025-07-04 10:35:03,GTERI,GTERI,salto_na_sequencia,5
4498,7248,7251,2025-07-04 10:35:03,2025-07-04 10:36:47,GTERI,GTERI,salto_na_sequencia,3
4503,7254,7257,2025-07-04 10:38:03,2025-07-04 10:38:29,GTERI,GTERI,salto_na_sequencia,3
4508,7258,7257,2025-07-04 10:38:42,2025-07-04 10:38:58,GTERI,GTPNR,salto_na_sequencia,-1
4509,7258,7262,2025-07-04 10:39:00,2025-07-04 10:39:18,GTASC,GTPNR,salto_na_sequencia,4
4521,7272,7275,2025-07-04 10:40:53,2025-07-04 10:42:29,GTSTT,GTSTT,salto_na_sequencia,3
4524,7276,7279,2025-07-04 10:43:13,2025-07-04 10:44:54,GTSTT,GTIGN,salto_na_sequencia,3
4535,7288,7291,2025-07-04 10:45:00,2025-07-04 10:45:38,GTERI,GTERI,salto_na_sequencia,3
4539,7293,7296,2025-07-04 10:47:13,2025-07-04 10:47:38,GTERI,GTERI,salto_na_sequencia,3
4548,7303,7306,2025-07-04 10:48:28,2025-07-04 10:49:24,GTERI,GTERI,salto_na_sequencia,3
4554,7310,7313,2025-07-04 10:51:17,2025-07-04 10:51:45,GTERI,GTERI,salto_na_sequencia,3
4560,7317,7320,2025-07-04 10:52:07,2025-07-04 10:53:21,GTERI,GTERI,salto_na_sequencia,3
4572,7330,7333,2025-07-04 10:55:07,2025-07-04 10:55:57,GTERI,GTERI,salto_na_sequencia,3
4577,7336,7339,2025-07-04 10:57:01,2025-07-04 10:57:22,GTERI,GTERI,salto_na_sequencia,3
4582,7342,7345,2025-07-04 10:58:59,2025-07-04 10:59:47,GTERI,GTERI,salto_na_sequencia,3
4586,7347,7350,2025-07-04 11:01:02,2025-07-04 11:03:01,GTERI,GTERI,salto_na_sequencia,3
4588,7350,7353,2025-07-04 11:03:01,2025-07-04 11:04:33,GTERI,GTERI,salto_na_sequencia,3
4593,7356,7359,2025-07-04 11:05:13,2025-07-04 11:05:26,GTERI,GTERI,salto_na_sequencia,3
4602,7366,7369,2025-07-04 11:07:04,2025-07-04 11:07:27,GTERI,GTERI,salto_na_sequencia,3
4607,7372,7375,2025-07-04 11:09:01,2025-07-04 11:09:55,GTERI,GTERI,salto_na_sequencia,3
4615,7381,7381,2025-07-04 11:10:58,2025-07-04 11:10:58,GTERI,GTERI,valor_repetido,0
4620,7385,7388,2025-07-04 11:11:11,2025-07-04 11:11:56,GTERI,GTIGF,salto_na_sequencia,3
4626,7392,7399,2025-07-04 11:12:39,2025-07-04 11:18:44,GTSTT,GTIGN,salto_na_sequencia,7
4639,7408,7411,2025-07-04 11:18:54,2025-07-04 11:19:47,GTIGL,GTERI,salto_na_sequencia,3
4646,7416,7419,2025-07-04 11:21:21,2025-07-04 11:21:57,GTERI,GTERI,salto_na_sequencia,3
4657,7428,7431,2025-07-04 11:23:03,2025-07-04 11:24:57,GTERI,GTERI,salto_na_sequencia,3
4659,7431,7434,2025-07-04 11:24:57,2025-07-04 11:25:47,GTERI,GTERI,salto_na_sequencia,3
4663,7436,7439,2025-07-04 11:26:48,2025-07-04 11:27:57,GTERI,GTERI,salto_na_sequencia,3
4665,7439,7442,2025-07-04 11:27:57,2025-07-04 11:29:41,GTERI,GTERI,salto_na_sequencia,3
4671,7446,7449,2025-07-04 11:30:57,2025-07-04 11:33:08,GTERI,GTERI,salto_na_sequencia,3
4676,7452,7455,2025-07-04 11:33:20,2025-07-04 11:33:35,GTERI,GTERI,salto_na_sequencia,3
4681,7458,7461,2025-07-04 11:33:57,2025-07-04 11:35:46,GTERI,GTIGF,salto_na_sequencia,3
4687,7465,7484,2025-07-04 11:36:41,2025-07-04 11:55:01,GTSTT,GTIGN,salto_na_sequencia,19
4706,7493,7496,2025-07-04 11:55:17,2025-07-04 11:55:39,GTIGL,GTERI,salto_na_sequencia,3
4708,7496,7499,2025-07-04 11:55:39,2025-07-04 11:58:12,GTERI,GTERI,salto_na_sequencia,3
4716,7505,7508,2025-07-04 11:59:10,2025-07-04 11:59:32,GTERI,GTERI,salto_na_sequencia,3
