linha,sequencia_anterior,sequencia_atual,data_anterior,data_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
4720,7510,7513,2025-07-04 12:01:12,2025-07-04 12:01:51,GTERI,GTERI,salto_na_sequencia,3
4726,7517,7520,2025-07-04 12:02:49,2025-07-04 12:03:30,GTIGL,GTSTT,salto_na_sequencia,3
4728,7520,7539,2025-07-04 12:03:30,2025-07-04 12:22:50,GTSTT,GTIGN,salto_na_sequencia,19
4747,7548,7551,2025-07-04 12:22:57,2025-07-04 12:23:48,GTIGL,GTERI,salto_na_sequencia,3
4751,7553,7556,2025-07-04 12:23:52,2025-07-04 12:25:27,GTERI,GTERI,salto_na_sequencia,3
4758,7561,7564,2025-07-04 12:26:38,2025-07-04 12:27:32,GTERI,GTERI,salto_na_sequencia,3
4769,7573,7576,2025-07-04 12:28:59,2025-07-04 12:30:12,GTERI,GTERI,salto_na_sequencia,3
4775,7580,7583,2025-07-04 12:31:23,2025-07-04 12:31:30,GTERI,GTERI,salto_na_sequencia,3
4782,7588,7591,2025-07-04 12:32:13,2025-07-04 12:34:39,GTERI,GTIGF,salto_na_sequencia,3
4787,7594,7597,2025-07-04 12:34:39,2025-07-04 12:35:33,GTIGL,GTSTT,salto_na_sequencia,3
4789,7597,7656,2025-07-04 12:35:33,2025-07-04 13:34:34,GTSTT,GTERI,salto_na_sequencia,59
4819,7656,7717,2025-07-04 13:34:34,2025-07-04 14:34:34,GTERI,GTERI,salto_na_sequencia,61
4850,7717,7778,2025-07-04 14:34:34,2025-07-04 15:34:34,GTERI,GTERI,salto_na_sequencia,61
4881,7778,7839,2025-07-04 15:34:34,2025-07-04 16:34:34,GTERI,GTERI,salto_na_sequencia,61
4912,7839,7900,2025-07-04 16:34:34,2025-07-04 17:34:34,GTERI,GTERI,salto_na_sequencia,61
4944,7900,7961,2025-07-04 17:34:34,2025-07-04 18:34:34,GTERI,GTERI,salto_na_sequencia,61
4975,7961,8022,2025-07-04 18:34:34,2025-07-04 19:34:34,GTERI,GTERI,salto_na_sequencia,61
5006,8022,8083,2025-07-04 19:34:34,2025-07-04 20:34:34,GTERI,GTERI,salto_na_sequencia,61
5037,8083,8144,2025-07-04 20:34:34,2025-07-04 21:34:34,GTERI,GTERI,salto_na_sequencia,61
5068,8144,8205,2025-07-04 21:34:34,2025-07-04 22:34:34,GTERI,GTERI,salto_na_sequencia,61
5099,8205,8258,2025-07-04 22:34:34,2025-07-04 23:26:21,GTERI,GTPNR,salto_na_sequencia,53
5129,8261,8320,2025-07-04 23:26:35,2025-07-05 00:26:19,GTERI,GTERI,salto_na_sequencia,59
5159,8320,8381,2025-07-05 00:26:19,2025-07-05 01:26:19,GTERI,GTERI,salto_na_sequencia,61
5190,8381,8442,2025-07-05 01:26:19,2025-07-05 02:26:19,GTERI,GTERI,salto_na_sequencia,61
5221,8442,8503,2025-07-05 02:26:19,2025-07-05 03:26:19,GTERI,GTERI,salto_na_sequencia,61
5252,8503,8564,2025-07-05 03:26:19,2025-07-05 04:26:19,GTERI,GTERI,salto_na_sequencia,61
5283,8564,8625,2025-07-05 04:26:19,2025-07-05 05:26:19,GTERI,GTERI,salto_na_sequencia,61
5314,8625,8686,2025-07-05 05:26:19,2025-07-05 06:26:19,GTERI,GTERI,salto_na_sequencia,61
5345,8686,8747,2025-07-05 06:26:19,2025-07-05 07:26:19,GTERI,GTERI,salto_na_sequencia,61
5376,8747,8808,2025-07-05 07:26:19,2025-07-05 08:26:19,GTERI,GTERI,salto_na_sequencia,61
5407,8808,8869,2025-07-05 08:26:19,2025-07-05 09:26:19,GTERI,GTERI,salto_na_sequencia,61
5438,8869,8930,2025-07-05 09:26:19,2025-07-05 10:26:19,GTERI,GTERI,salto_na_sequencia,61
5469,8930,8991,2025-07-05 10:26:19,2025-07-05 11:26:19,GTERI,GTERI,salto_na_sequencia,61
5500,8991,9052,2025-07-05 11:26:19,2025-07-05 12:26:19,GTERI,GTERI,salto_na_sequencia,61
5531,9052,9113,2025-07-05 12:26:19,2025-07-05 13:26:19,GTERI,GTERI,salto_na_sequencia,61
5562,9113,9174,2025-07-05 13:26:19,2025-07-05 14:26:19,GTERI,GTERI,salto_na_sequencia,61
5593,9174,9235,2025-07-05 14:26:19,2025-07-05 15:26:19,GTERI,GTERI,salto_na_sequencia,61
5624,9235,9296,2025-07-05 15:26:19,2025-07-05 16:26:19,GTERI,GTERI,salto_na_sequencia,61
5655,9296,9357,2025-07-05 16:26:19,2025-07-05 17:26:19,GTERI,GTERI,salto_na_sequencia,61
5686,9357,9418,2025-07-05 17:26:19,2025-07-05 18:26:19,GTERI,GTERI,salto_na_sequencia,61
5717,9418,9479,2025-07-05 18:26:19,2025-07-05 19:26:19,GTERI,GTERI,salto_na_sequencia,61
5748,9479,9540,2025-07-05 19:26:19,2025-07-05 20:26:19,GTERI,GTERI,salto_na_sequencia,61
5779,9540,9601,2025-07-05 20:26:19,2025-07-05 21:26:19,GTERI,GTERI,salto_na_sequencia,61
5810,9601,9662,2025-07-05 21:26:19,2025-07-05 22:26:19,GTERI,GTERI,salto_na_sequencia,61
5841,9662,9723,2025-07-05 22:26:19,2025-07-05 23:26:19,GTERI,GTERI,salto_na_sequencia,61
5872,9723,9784,2025-07-05 23:26:19,2025-07-06 00:26:19,GTERI,GTERI,salto_na_sequencia,61
5903,9784,9845,2025-07-06 00:26:19,2025-07-06 01:26:19,GTERI,GTERI,salto_na_sequencia,61
5934,9845,9904,2025-07-06 01:26:19,2025-07-06 02:26:19,GTERI,GTERI,salto_na_sequencia,59
5964,9904,9923,2025-07-06 02:26:19,2025-07-06 02:42:20,GTERI,GTPDP,salto_na_sequencia,19
5974,9923,9966,2025-07-06 02:42:20,2025-07-06 03:26:19,GTPDP,GTERI,salto_na_sequencia,43
5996,9966,10027,2025-07-06 03:26:19,2025-07-06 04:26:19,GTERI,GTERI,salto_na_sequencia,61
6027,10027,10088,2025-07-06 04:26:19,2025-07-06 05:26:19,GTERI,GTERI,salto_na_sequencia,61
6058,10088,10149,2025-07-06 05:26:19,2025-07-06 06:26:19,GTERI,GTERI,salto_na_sequencia,61
6089,10149,10210,2025-07-06 06:26:19,2025-07-06 07:26:19,GTERI,GTERI,salto_na_sequencia,61
6120,10210,10271,2025-07-06 07:26:19,2025-07-06 08:26:19,GTERI,GTERI,salto_na_sequencia,61
6151,10271,10332,2025-07-06 08:26:19,2025-07-06 09:26:19,GTERI,GTERI,salto_na_sequencia,61
6182,10332,10393,2025-07-06 09:26:19,2025-07-06 10:26:19,GTERI,GTERI,salto_na_sequencia,61
6213,10393,10454,2025-07-06 10:26:19,2025-07-06 11:26:19,GTERI,GTERI,salto_na_sequencia,61
6244,10454,10515,2025-07-06 11:26:19,2025-07-06 12:26:19,GTERI,GTERI,salto_na_sequencia,61
6275,10515,10576,2025-07-06 12:26:19,2025-07-06 13:26:19,GTERI,GTERI,salto_na_sequencia,61
6306,10576,10637,2025-07-06 13:26:19,2025-07-06 14:26:19,GTERI,GTERI,salto_na_sequencia,61
6337,10637,10698,2025-07-06 14:26:19,2025-07-06 15:26:19,GTERI,GTERI,salto_na_sequencia,61
6368,10698,10759,2025-07-06 15:26:19,2025-07-06 16:26:19,GTERI,GTERI,salto_na_sequencia,61
6399,10759,10820,2025-07-06 16:26:19,2025-07-06 17:26:19,GTERI,GTERI,salto_na_sequencia,61
6430,10820,10881,2025-07-06 17:26:19,2025-07-06 18:26:19,GTERI,GTERI,salto_na_sequencia,61
6461,10881,10942,2025-07-06 18:26:19,2025-07-06 19:26:19,GTERI,GTERI,salto_na_sequencia,61
6492,10942,11003,2025-07-06 19:26:19,2025-07-06 20:26:19,GTERI,GTERI,salto_na_sequencia,61
6523,11003,11064,2025-07-06 20:26:19,2025-07-06 21:26:19,GTERI,GTERI,salto_na_sequencia,61
6554,11064,11125,2025-07-06 21:26:19,2025-07-06 22:26:19,GTERI,GTERI,salto_na_sequencia,61
6585,11125,11186,2025-07-06 22:26:19,2025-07-06 23:26:19,GTERI,GTERI,salto_na_sequencia,61
6616,11186,11247,2025-07-06 23:26:19,2025-07-07 00:26:19,GTERI,GTERI,salto_na_sequencia,61
6647,11247,11308,2025-07-07 00:26:19,2025-07-07 01:26:19,GTERI,GTERI,salto_na_sequencia,61
6678,11308,11369,2025-07-07 01:26:19,2025-07-07 02:26:19,GTERI,GTERI,salto_na_sequencia,61
6709,11369,11430,2025-07-07 02:26:19,2025-07-07 03:26:19,GTERI,GTERI,salto_na_sequencia,61
6740,11430,11491,2025-07-07 03:26:19,2025-07-07 04:26:19,GTERI,GTERI,salto_na_sequencia,61
6771,11491,11552,2025-07-07 04:26:19,2025-07-07 05:26:19,GTERI,GTERI,salto_na_sequencia,61
6802,11552,11611,2025-07-07 05:26:19,2025-07-07 06:26:19,GTERI,GTERI,salto_na_sequencia,59
6832,11611,11672,2025-07-07 06:26:19,2025-07-07 07:26:19,GTERI,GTERI,salto_na_sequencia,61
6863,11672,11733,2025-07-07 07:26:19,2025-07-07 08:26:19,GTERI,GTERI,salto_na_sequencia,61
6894,11733,11794,2025-07-07 08:26:19,2025-07-07 09:26:19,GTERI,GTERI,salto_na_sequencia,61
6925,11794,11855,2025-07-07 09:26:19,2025-07-07 10:26:19,GTERI,GTERI,salto_na_sequencia,61
6956,11855,11916,2025-07-07 10:26:19,2025-07-07 11:26:19,GTERI,GTERI,salto_na_sequencia,61
6987,11916,11977,2025-07-07 11:26:19,2025-07-07 12:26:19,GTERI,GTERI,salto_na_sequencia,61
7018,11977,12038,2025-07-07 12:26:19,2025-07-07 13:26:19,GTERI,GTERI,salto_na_sequencia,61
7049,12038,12099,2025-07-07 13:26:19,2025-07-07 14:26:19,GTERI,GTERI,salto_na_sequencia,61
7080,12099,12160,2025-07-07 14:26:19,2025-07-07 15:26:19,GTERI,GTERI,salto_na_sequencia,61
7111,12160,12221,2025-07-07 15:26:19,2025-07-07 16:26:19,GTERI,GTERI,salto_na_sequencia,61
7142,12221,12282,2025-07-07 16:26:19,2025-07-07 17:26:19,GTERI,GTERI,salto_na_sequencia,61
7174,12282,12343,2025-07-07 17:26:19,2025-07-07 18:26:19,GTERI,GTERI,salto_na_sequencia,61
7205,12343,12404,2025-07-07 18:26:19,2025-07-07 19:26:19,GTERI,GTERI,salto_na_sequencia,61
7236,12404,12465,2025-07-07 19:26:19,2025-07-07 20:26:19,GTERI,GTERI,salto_na_sequencia,61
7267,12465,12526,2025-07-07 20:26:19,2025-07-07 21:26:19,GTERI,GTERI,salto_na_sequencia,61
7298,12526,12587,2025-07-07 21:26:19,2025-07-07 22:26:19,GTERI,GTERI,salto_na_sequencia,61
7329,12587,12648,2025-07-07 22:26:19,2025-07-07 23:26:19,GTERI,GTERI,salto_na_sequencia,61
7360,12648,12709,2025-07-07 23:26:19,2025-07-08 00:26:19,GTERI,GTERI,salto_na_sequencia,61
7391,12709,12770,2025-07-08 00:26:19,2025-07-08 01:26:19,GTERI,GTERI,salto_na_sequencia,61
7422,12770,12831,2025-07-08 01:26:19,2025-07-08 02:26:19,GTERI,GTERI,salto_na_sequencia,61
7453,12831,12850,2025-07-08 02:26:19,2025-07-08 02:43:28,GTERI,GTPDP,salto_na_sequencia,19
7463,12850,12893,2025-07-08 02:43:28,2025-07-08 03:26:19,GTPDP,GTERI,salto_na_sequencia,43
7485,12893,12954,2025-07-08 03:26:19,2025-07-08 04:26:19,GTERI,GTERI,salto_na_sequencia,61
7516,12954,13015,2025-07-08 04:26:19,2025-07-08 05:26:19,GTERI,GTERI,salto_na_sequencia,61
7547,13015,13076,2025-07-08 05:26:19,2025-07-08 06:26:19,GTERI,GTERI,salto_na_sequencia,61
7578,13076,13137,2025-07-08 06:26:19,2025-07-08 07:26:19,GTERI,GTERI,salto_na_sequencia,61
7609,13137,13198,2025-07-08 07:26:19,2025-07-08 08:26:19,GTERI,GTERI,salto_na_sequencia,61
7640,13198,13257,2025-07-08 08:26:19,2025-07-08 09:26:19,GTERI,GTERI,salto_na_sequencia,59
7670,13257,13318,2025-07-08 09:26:19,2025-07-08 10:26:19,GTERI,GTERI,salto_na_sequencia,61
7701,13318,13379,2025-07-08 10:26:19,2025-07-08 11:26:19,GTERI,GTERI,salto_na_sequencia,61
7732,13379,13440,2025-07-08 11:26:19,2025-07-08 12:26:19,GTERI,GTERI,salto_na_sequencia,61
7763,13440,13501,2025-07-08 12:26:19,2025-07-08 13:26:19,GTERI,GTERI,salto_na_sequencia,61
7794,13501,13562,2025-07-08 13:26:19,2025-07-08 14:26:19,GTERI,GTERI,salto_na_sequencia,61
7825,13562,13623,2025-07-08 14:26:19,2025-07-08 15:26:19,GTERI,GTERI,salto_na_sequencia,61
7856,13623,13684,2025-07-08 15:26:19,2025-07-08 16:26:19,GTERI,GTERI,salto_na_sequencia,61
7887,13684,13745,2025-07-08 16:26:19,2025-07-08 17:26:19,GTERI,GTERI,salto_na_sequencia,61
7918,13745,13806,2025-07-08 17:26:19,2025-07-08 18:26:19,GTERI,GTERI,salto_na_sequencia,61
7949,13806,13867,2025-07-08 18:26:19,2025-07-08 19:26:19,GTERI,GTERI,salto_na_sequencia,61
7980,13867,13928,2025-07-08 19:26:19,2025-07-08 20:26:19,GTERI,GTERI,salto_na_sequencia,61
8011,13928,13989,2025-07-08 20:26:19,2025-07-08 21:26:19,GTERI,GTERI,salto_na_sequencia,61
8042,13989,14050,2025-07-08 21:26:19,2025-07-08 22:26:19,GTERI,GTERI,salto_na_sequencia,61
8073,14050,14111,2025-07-08 22:26:19,2025-07-08 23:26:19,GTERI,GTERI,salto_na_sequencia,61
8105,14111,14172,2025-07-08 23:26:19,2025-07-09 00:26:19,GTERI,GTERI,salto_na_sequencia,61
8136,14172,14233,2025-07-09 00:26:19,2025-07-09 01:26:19,GTERI,GTERI,salto_na_sequencia,61
8167,14233,14294,2025-07-09 01:26:19,2025-07-09 02:26:19,GTERI,GTERI,salto_na_sequencia,61
8198,14294,14355,2025-07-09 02:26:19,2025-07-09 03:26:19,GTERI,GTERI,salto_na_sequencia,61
8229,14355,14416,2025-07-09 03:26:19,2025-07-09 04:26:19,GTERI,GTERI,salto_na_sequencia,61
8260,14416,14477,2025-07-09 04:26:19,2025-07-09 05:26:19,GTERI,GTERI,salto_na_sequencia,61
8291,14477,14538,2025-07-09 05:26:19,2025-07-09 06:26:19,GTERI,GTERI,salto_na_sequencia,61
8322,14538,14599,2025-07-09 06:26:19,2025-07-09 07:26:19,GTERI,GTERI,salto_na_sequencia,61
8353,14599,14660,2025-07-09 07:26:19,2025-07-09 08:26:19,GTERI,GTERI,salto_na_sequencia,61
8384,14660,14721,2025-07-09 08:26:19,2025-07-09 09:26:19,GTERI,GTERI,salto_na_sequencia,61
