Data/Hora Evento,Tipo Mensagem,Motion Status,Diferença entre GTERI (IGN),Diferença entre GTERI (IGF)
2025-06-14 23:45:01,GTERI,12,,0.0
2025-06-15 00:44:56,GTERI,11,,3595.0
2025-06-15 01:44:56,GTERI,11,,3600.0
2025-06-15 02:44:56,GTERI,11,,3600.0
2025-06-15 03:44:56,GTERI,11,,3600.0
2025-06-15 04:44:56,GTERI,11,,3600.0
2025-06-15 05:44:56,GTERI,11,,3600.0
2025-06-15 06:44:56,GTERI,11,,3600.0
2025-06-15 07:44:56,GTERI,11,,3600.0
2025-06-15 08:44:56,GTERI,11,,3600.0
2025-06-15 09:44:56,GTERI,11,,3600.0
2025-06-15 10:32:37,GTIGN,,,
2025-06-15 10:32:43,GTIGF,,,
2025-06-15 10:32:45,GTIGN,,,
2025-06-15 10:32:56,GTERI,22,11.0,
2025-06-15 10:35:47,GTERI,12,,184.0
2025-06-15 10:35:47,GTIGF,,,
2025-06-15 10:47:33,GTIGN,,,
2025-06-15 10:47:42,GTERI,22,9.0,
2025-06-15 10:49:32,GTERI,12,,825.0
2025-06-15 10:49:32,GTIGF,,,
2025-06-15 11:13:30,GTIGN,,,
2025-06-15 11:13:38,GTERI,22,8.0,
2025-06-15 11:15:23,GTIGF,,,
2025-06-15 11:15:24,GTERI,12,,1.0
2025-06-15 11:20:02,GTIGN,,,
2025-06-15 11:20:06,GTERI,22,4.0,
2025-06-15 11:21:59,GTIGF,,,
2025-06-15 11:22:00,GTERI,12,,1.0
2025-06-15 11:24:04,GTIGN,,,
2025-06-15 11:24:08,GTERI,22,4.0,
2025-06-15 11:25:38,GTERI,12,,218.0
2025-06-15 11:25:38,GTIGF,,,
2025-06-15 11:29:20,GTIGN,,,
2025-06-15 11:29:24,GTERI,22,4.0,
2025-06-15 11:32:29,GTERI,22,185.0,
2025-06-15 11:32:51,GTIGF,,,
2025-06-15 11:32:51,GTERI,12,,0.0
2025-06-15 11:44:28,GTIGN,,,
2025-06-15 11:44:39,GTERI,22,11.0,
2025-06-15 11:47:37,GTERI,22,178.0,
2025-06-15 11:47:41,GTIGF,,,
2025-06-15 11:47:42,GTERI,12,,1.0
2025-06-15 11:49:49,GTIGN,,,
2025-06-15 11:49:53,GTERI,22,4.0,
2025-06-15 11:51:40,GTIGF,,,
2025-06-15 11:51:41,GTERI,12,,1.0
2025-06-15 12:01:50,GTIGN,,,
2025-06-15 12:02:01,GTERI,22,11.0,
2025-06-15 12:04:44,GTIGF,,,
2025-06-15 12:04:44,GTERI,12,,0.0
2025-06-15 13:04:39,GTERI,11,,3595.0
2025-06-15 14:04:39,GTERI,11,,3600.0
2025-06-15 14:43:50,GTIGN,,,
2025-06-15 14:44:02,GTERI,22,12.0,
2025-06-15 14:47:00,GTERI,22,178.0,
2025-06-15 14:47:41,GTERI,12,,2582.0
2025-06-15 14:47:41,GTIGF,,,
2025-06-15 15:47:37,GTERI,11,,3596.0
2025-06-15 16:47:37,GTERI,11,,3600.0
2025-06-15 17:47:37,GTERI,11,,3600.0
2025-06-15 18:37:15,GTIGN,,,
2025-06-15 18:37:27,GTIGF,,,
2025-06-15 18:37:28,GTIGN,,,
2025-06-15 18:38:15,GTERI,22,47.0,
2025-06-15 18:40:34,GTERI,22,139.0,
2025-06-15 18:41:20,GTIGF,,,
2025-06-15 18:41:21,GTERI,12,,1.0
2025-06-15 18:44:48,GTIGN,,,
2025-06-15 18:44:52,GTERI,22,4.0,
2025-06-15 18:47:57,GTERI,22,185.0,
2025-06-15 18:49:43,GTIGF,,,
2025-06-15 18:49:44,GTIGN,,,
2025-06-15 18:49:48,GTERI,22,4.0,
2025-06-15 18:49:55,GTIGF,,,
2025-06-15 18:49:55,GTERI,12,,0.0
2025-06-15 18:58:53,GTIGN,,,
2025-06-15 18:59:03,GTERI,22,10.0,
2025-06-15 19:02:01,GTERI,22,178.0,
2025-06-15 19:02:10,GTIGF,,,
2025-06-15 19:02:11,GTERI,12,,1.0
2025-06-15 19:05:49,GTIGN,,,
2025-06-15 19:05:53,GTERI,22,4.0,
2025-06-15 19:08:57,GTERI,22,184.0,
2025-06-15 19:11:57,GTERI,22,180.0,
2025-06-15 19:14:57,GTERI,22,180.0,
2025-06-15 19:17:57,GTERI,22,180.0,
2025-06-15 19:20:57,GTERI,22,180.0,
2025-06-15 19:21:19,GTIGF,,,
2025-06-15 19:21:19,GTERI,12,,0.0
2025-06-15 20:21:14,GTERI,11,,3595.0
2025-06-15 21:21:14,GTERI,11,,3600.0
2025-06-15 22:21:14,GTERI,11,,3600.0
2025-06-15 23:21:14,GTERI,11,,3600.0
2025-06-16 00:21:14,GTERI,11,,3600.0
2025-06-16 01:21:14,GTERI,11,,3600.0
2025-06-16 02:21:14,GTERI,11,,3600.0
2025-06-16 03:21:14,GTERI,11,,3600.0
2025-06-16 04:21:14,GTERI,11,,3600.0
2025-06-16 05:21:14,GTERI,1a,,3600.0
2025-06-16 05:26:32,GTIGN,,,
2025-06-16 05:26:42,GTIGF,,,
2025-06-16 05:26:44,GTIGN,,,
2025-06-16 05:26:49,GTERI,22,5.0,
2025-06-16 05:29:51,GTERI,22,182.0,
2025-06-16 05:32:51,GTERI,22,180.0,
2025-06-16 05:35:51,GTERI,22,180.0,
2025-06-16 05:38:51,GTERI,22,180.0,
2025-06-16 05:41:51,GTERI,22,180.0,
2025-06-16 05:44:51,GTERI,22,180.0,
2025-06-16 05:47:51,GTERI,22,180.0,
2025-06-16 05:50:51,GTERI,22,180.0,
2025-06-16 05:53:51,GTERI,22,180.0,
2025-06-16 05:56:51,GTERI,22,180.0,
2025-06-16 05:59:51,GTERI,22,180.0,
2025-06-16 06:02:51,GTERI,22,180.0,
2025-06-16 06:05:51,GTERI,22,180.0,
2025-06-16 06:08:51,GTERI,22,180.0,
2025-06-16 06:11:51,GTERI,22,180.0,
2025-06-16 06:14:51,GTERI,22,180.0,
2025-06-16 06:17:51,GTERI,22,180.0,
2025-06-16 06:20:51,GTERI,22,180.0,
2025-06-16 06:23:51,GTERI,22,180.0,
2025-06-16 06:26:51,GTERI,22,180.0,
2025-06-16 06:29:51,GTERI,22,180.0,
2025-06-16 06:32:51,GTERI,22,180.0,
2025-06-16 06:35:51,GTERI,22,180.0,
2025-06-16 06:38:51,GTERI,22,180.0,
2025-06-16 06:41:51,GTERI,22,180.0,
2025-06-16 06:44:51,GTERI,22,180.0,
2025-06-16 06:44:51,GTERI,22,0.0,
2025-06-16 06:44:51,GTERI,22,0.0,
2025-06-16 06:47:51,GTERI,22,180.0,
2025-06-16 06:50:51,GTERI,22,180.0,
2025-06-16 06:53:51,GTERI,22,180.0,
2025-06-16 06:54:30,GTIGF,,,
2025-06-16 06:54:31,GTERI,12,,1.0
2025-06-16 07:49:31,GTIGN,,,
2025-06-16 07:49:41,GTERI,22,10.0,
2025-06-16 07:50:19,GTIGF,,,
2025-06-16 07:50:19,GTIGN,,,
2025-06-16 07:50:23,GTERI,22,4.0,
2025-06-16 07:53:25,GTERI,22,182.0,
2025-06-16 07:56:25,GTERI,22,180.0,
2025-06-16 07:59:25,GTERI,22,180.0,
2025-06-16 08:00:40,GTERI,12,,621.0
2025-06-16 08:00:40,GTIGF,,,
2025-06-16 08:27:26,GTIGN,,,
2025-06-16 08:27:39,GTERI,22,13.0,
2025-06-16 08:30:36,GTERI,22,177.0,
2025-06-16 08:33:36,GTERI,22,180.0,
2025-06-16 08:36:36,GTERI,22,180.0,
2025-06-16 08:39:32,GTIGF,,,
2025-06-16 08:39:33,GTERI,12,,1.0
2025-06-16 08:44:47,GTIGN,,,
2025-06-16 08:45:00,GTERI,22,13.0,
2025-06-16 08:47:53,GTERI,22,173.0,
2025-06-16 08:48:55,GTIGF,,,
2025-06-16 08:48:55,GTERI,12,,0.0
2025-06-16 08:57:56,GTIGN,,,
2025-06-16 08:58:09,GTERI,22,13.0,
2025-06-16 08:59:44,GTIGF,,,
2025-06-16 08:59:45,GTERI,12,,1.0
2025-06-16 09:05:54,GTIGN,,,
2025-06-16 09:06:04,GTERI,22,10.0,
2025-06-16 09:09:01,GTERI,22,177.0,
2025-06-16 09:11:49,GTERI,12,,724.0
2025-06-16 09:11:49,GTIGF,,,
2025-06-16 09:17:31,GTIGN,,,
2025-06-16 09:18:03,GTERI,22,32.0,
2025-06-16 09:20:40,GTERI,22,157.0,
2025-06-16 09:22:22,GTIGF,,,
2025-06-16 09:22:23,GTERI,12,,1.0
2025-06-16 10:22:17,GTERI,11,,3594.0
2025-06-16 11:22:17,GTERI,1a,,3600.0
2025-06-16 11:22:27,GTIGN,,,
2025-06-16 11:22:31,GTIGF,,,
2025-06-16 11:22:32,GTIGN,,,
2025-06-16 11:22:37,GTERI,22,5.0,
2025-06-16 11:25:38,GTERI,22,181.0,
2025-06-16 11:28:38,GTERI,22,180.0,
2025-06-16 11:31:38,GTERI,22,180.0,
2025-06-16 11:34:38,GTERI,22,180.0,
2025-06-16 11:37:04,GTIGF,,,
2025-06-16 11:37:05,GTERI,12,,1.0
2025-06-16 12:04:13,GTIGN,,,
2025-06-16 12:04:23,GTERI,22,10.0,
2025-06-16 12:07:21,GTERI,22,178.0,
2025-06-16 12:10:21,GTERI,22,180.0,
2025-06-16 12:13:16,GTIGF,,,
2025-06-16 12:13:17,GTERI,12,,1.0
2025-06-16 12:15:40,GTIGN,,,
2025-06-16 12:15:45,GTERI,22,5.0,
2025-06-16 12:18:48,GTERI,22,183.0,
2025-06-16 12:19:39,GTIGF,,,
2025-06-16 12:19:39,GTIGN,,,
2025-06-16 12:19:43,GTIGF,,,
2025-06-16 12:19:44,GTIGN,,,
2025-06-16 12:19:49,GTERI,22,5.0,
2025-06-16 12:19:53,GTIGF,,,
2025-06-16 12:19:53,GTERI,12,,0.0
2025-06-16 12:20:07,GTIGN,,,
2025-06-16 12:20:11,GTERI,22,4.0,
2025-06-16 12:23:14,GTERI,21,183.0,
2025-06-16 12:26:14,GTERI,21,180.0,
2025-06-16 12:29:14,GTERI,22,180.0,
2025-06-16 12:32:14,GTERI,22,180.0,
2025-06-16 12:35:14,GTERI,22,180.0,
2025-06-16 12:36:01,GTIGF,,,
2025-06-16 12:36:02,GTERI,12,,1.0
2025-06-16 13:04:24,GTIGN,,,
2025-06-16 13:04:32,GTERI,22,8.0,
2025-06-16 13:07:33,GTERI,22,181.0,
2025-06-16 13:10:33,GTERI,22,180.0,
2025-06-16 13:13:33,GTERI,22,180.0,
2025-06-16 13:15:18,GTIGF,,,
2025-06-16 13:15:18,GTERI,12,,0.0
2025-06-16 14:15:13,GTERI,11,,3595.0
2025-06-16 15:15:13,GTERI,11,,3600.0
2025-06-16 16:15:13,GTERI,11,,3600.0
2025-06-16 16:27:17,GTIGN,,,
2025-06-16 16:27:24,GTERI,22,7.0,
2025-06-16 16:30:24,GTERI,22,180.0,
2025-06-16 16:33:24,GTERI,22,180.0,
2025-06-16 16:36:24,GTERI,22,180.0,
2025-06-16 16:39:24,GTERI,22,180.0,
2025-06-16 16:42:24,GTERI,22,180.0,
2025-06-16 16:45:24,GTERI,22,180.0,
2025-06-16 16:48:24,GTERI,22,180.0,
2025-06-16 16:51:24,GTERI,22,180.0,
2025-06-16 16:54:24,GTERI,22,180.0,
2025-06-16 16:57:24,GTERI,22,180.0,
2025-06-16 17:00:24,GTERI,22,180.0,
2025-06-16 17:03:24,GTERI,22,180.0,
2025-06-16 17:06:24,GTERI,22,180.0,
2025-06-16 17:09:24,GTERI,22,180.0,
2025-06-16 17:12:24,GTERI,22,180.0,
2025-06-16 17:15:24,GTERI,22,180.0,
2025-06-16 17:18:24,GTERI,22,180.0,
2025-06-16 17:18:38,GTIGF,,,
2025-06-16 17:18:38,GTERI,12,,0.0
2025-06-16 17:19:19,GTIGN,,,
2025-06-16 17:19:23,GTERI,22,4.0,
2025-06-16 17:21:56,GTERI,12,,198.0
2025-06-16 17:21:56,GTIGF,,,
2025-06-16 18:21:51,GTERI,11,,3595.0
2025-06-16 19:21:51,GTERI,11,,3600.0
2025-06-16 20:21:51,GTERI,11,,3600.0
2025-06-16 21:21:51,GTERI,11,,3600.0
2025-06-16 22:21:51,GTERI,11,,3600.0
2025-06-16 23:21:51,GTERI,11,,3600.0
2025-06-17 00:21:51,GTERI,11,,3600.0
2025-06-17 01:21:51,GTERI,11,,3600.0
2025-06-17 02:21:51,GTERI,11,,3600.0
2025-06-17 03:21:51,GTERI,11,,3600.0
2025-06-17 04:21:51,GTERI,11,,3600.0
2025-06-17 05:21:51,GTERI,11,,3600.0
2025-06-17 06:21:51,GTERI,11,,3600.0
2025-06-17 07:21:51,GTERI,11,,3600.0
2025-06-17 08:21:51,GTERI,11,,3600.0
2025-06-17 09:21:51,GTERI,11,,3600.0
2025-06-17 10:21:51,GTERI,11,,3600.0
2025-06-17 11:21:51,GTERI,11,,3600.0
2025-06-17 12:21:51,GTERI,11,,3600.0
2025-06-17 13:21:51,GTERI,11,,3600.0
2025-06-17 14:21:51,GTERI,11,,3600.0
2025-06-17 15:21:51,GTERI,11,,3600.0
2025-06-17 16:21:51,GTERI,11,,3600.0
2025-06-17 17:21:51,GTERI,11,,3600.0
2025-06-17 18:21:51,GTERI,11,,3600.0
2025-06-17 19:21:51,GTERI,11,,3600.0
2025-06-17 20:21:51,GTERI,11,,3600.0
2025-06-17 21:21:51,GTERI,11,,3600.0
2025-06-17 22:21:51,GTERI,11,,3600.0
2025-06-17 23:21:51,GTERI,11,,3600.0
2025-06-18 00:21:51,GTERI,11,,3600.0
2025-06-18 01:21:51,GTERI,11,,3600.0
2025-06-18 02:21:51,GTERI,11,,3600.0
2025-06-18 03:21:51,GTERI,11,,3600.0
2025-06-18 04:21:51,GTERI,11,,3600.0
2025-06-18 05:21:51,GTERI,11,,3600.0
2025-06-18 06:06:03,GTIGN,,,
2025-06-18 06:06:19,GTERI,22,16.0,
2025-06-18 06:09:12,GTERI,22,173.0,
2025-06-18 06:12:12,GTERI,22,180.0,
2025-06-18 06:15:12,GTERI,22,180.0,
2025-06-18 06:18:12,GTERI,22,180.0,
2025-06-18 06:21:12,GTERI,22,180.0,
2025-06-18 06:24:12,GTERI,22,180.0,
2025-06-18 06:27:12,GTERI,22,180.0,
2025-06-18 06:30:12,GTERI,22,180.0,
2025-06-18 06:33:12,GTERI,22,180.0,
2025-06-18 06:36:12,GTERI,22,180.0,
2025-06-18 06:39:12,GTERI,22,180.0,
2025-06-18 06:42:12,GTERI,22,180.0,
2025-06-18 06:45:12,GTERI,22,180.0,
2025-06-18 06:48:12,GTERI,22,180.0,
2025-06-18 06:51:12,GTERI,22,180.0,
2025-06-18 06:54:12,GTERI,22,180.0,
2025-06-18 06:57:12,GTERI,22,180.0,
2025-06-18 07:00:12,GTERI,22,180.0,
2025-06-18 07:03:12,GTERI,22,180.0,
2025-06-18 07:04:15,GTIGF,,,
2025-06-18 07:04:15,GTERI,12,,0.0
2025-06-18 07:22:12,GTIGN,,,
2025-06-18 07:22:21,GTERI,22,9.0,
2025-06-18 07:25:21,GTERI,22,180.0,
2025-06-18 07:28:21,GTERI,22,180.0,
2025-06-18 07:31:21,GTERI,22,180.0,
2025-06-18 07:34:21,GTERI,22,180.0,
2025-06-18 07:36:16,GTIGF,,,
2025-06-18 07:36:16,GTERI,12,,0.0
2025-06-18 08:18:04,GTIGN,,,
2025-06-18 08:18:13,GTERI,22,9.0,
2025-06-18 08:21:12,GTERI,22,179.0,
2025-06-18 08:24:12,GTERI,22,180.0,
2025-06-18 08:26:08,GTIGF,,,
2025-06-18 08:26:09,GTERI,12,,1.0
2025-06-18 09:26:04,GTERI,11,,3595.0
2025-06-18 10:26:04,GTERI,11,,3600.0
2025-06-18 11:26:04,GTERI,11,,3600.0
2025-06-18 12:22:01,GTIGN,,,
2025-06-18 12:22:09,GTERI,22,8.0,
2025-06-18 12:25:10,GTERI,22,181.0,
2025-06-18 12:28:10,GTERI,22,180.0,
2025-06-18 12:31:10,GTERI,22,180.0,
2025-06-18 12:34:10,GTERI,22,180.0,
2025-06-18 12:34:33,GTIGF,,,
2025-06-18 12:34:34,GTERI,12,,1.0
2025-06-18 13:17:36,GTIGN,,,
2025-06-18 13:17:47,GTERI,22,11.0,
2025-06-18 13:20:44,GTERI,22,177.0,
2025-06-18 13:23:44,GTERI,22,180.0,
2025-06-18 13:25:26,GTERI,12,,3052.0
2025-06-18 13:25:26,GTIGF,,,
2025-06-18 14:25:21,GTERI,11,,3595.0
2025-06-18 15:25:21,GTERI,11,,3600.0
2025-06-18 15:29:05,GTIGN,,,
2025-06-18 15:29:24,GTERI,22,19.0,
2025-06-18 15:32:14,GTERI,22,170.0,
2025-06-18 15:35:14,GTERI,22,180.0,
2025-06-18 15:38:14,GTERI,22,180.0,
2025-06-18 15:41:14,GTERI,22,180.0,
2025-06-18 15:43:25,GTIGF,,,
2025-06-18 15:43:26,GTERI,12,,1.0
2025-06-18 16:43:20,GTERI,11,,3594.0
2025-06-18 17:26:51,GTIGN,,,
2025-06-18 17:26:59,GTERI,22,8.0,
2025-06-18 17:29:56,GTERI,22,177.0,
2025-06-18 17:32:56,GTERI,22,180.0,
2025-06-18 17:35:56,GTERI,22,180.0,
2025-06-18 17:38:56,GTERI,22,180.0,
2025-06-18 17:41:56,GTERI,22,180.0,
2025-06-18 17:44:56,GTERI,22,180.0,
2025-06-18 17:47:56,GTERI,22,180.0,
2025-06-18 17:50:56,GTERI,22,180.0,
2025-06-18 17:53:56,GTERI,22,180.0,
2025-06-18 17:56:56,GTERI,22,180.0,
2025-06-18 17:59:56,GTERI,22,180.0,
2025-06-18 18:02:56,GTERI,22,180.0,
2025-06-18 18:05:56,GTERI,22,180.0,
2025-06-18 18:08:56,GTERI,22,180.0,
2025-06-18 18:11:56,GTERI,22,180.0,
2025-06-18 18:14:56,GTERI,22,180.0,
2025-06-18 18:17:56,GTERI,22,180.0,
2025-06-18 18:20:56,GTERI,22,180.0,
2025-06-18 18:23:56,GTERI,22,180.0,
2025-06-18 18:26:56,GTERI,22,180.0,
2025-06-18 18:29:56,GTERI,22,180.0,
2025-06-18 18:32:56,GTERI,22,180.0,
2025-06-18 18:35:56,GTERI,22,180.0,
2025-06-18 18:38:56,GTERI,22,180.0,
2025-06-18 18:41:56,GTERI,22,180.0,
2025-06-18 18:44:23,GTIGF,,,
2025-06-18 18:44:24,GTERI,12,,1.0
2025-06-18 18:45:43,GTIGN,,,
2025-06-18 18:45:47,GTERI,22,4.0,
2025-06-18 18:48:49,GTERI,22,182.0,
2025-06-18 18:51:49,GTERI,22,180.0,
2025-06-18 18:52:10,GTIGF,,,
2025-06-18 18:52:11,GTERI,12,,1.0
2025-06-18 19:52:05,GTERI,11,,3594.0
2025-06-18 20:52:05,GTERI,11,,3600.0
2025-06-18 21:52:05,GTERI,11,,3600.0
2025-06-18 22:52:05,GTERI,11,,3600.0
2025-06-18 23:52:05,GTERI,11,,3600.0
2025-06-19 00:52:05,GTERI,11,,3600.0
2025-06-19 01:52:05,GTERI,11,,3600.0
2025-06-19 02:52:05,GTERI,11,,3600.0
2025-06-19 03:52:05,GTERI,11,,3600.0
2025-06-19 04:52:05,GTERI,11,,3600.0
2025-06-19 05:52:05,GTERI,11,,3600.0
2025-06-19 06:52:05,GTERI,11,,3600.0
2025-06-19 07:52:05,GTERI,11,,3600.0
2025-06-19 08:52:05,GTERI,11,,3600.0
2025-06-19 09:52:05,GTERI,11,,3600.0
2025-06-19 10:52:05,GTERI,11,,3600.0
2025-06-19 11:52:05,GTERI,11,,3600.0
2025-06-19 11:59:23,GTIGN,,,
2025-06-19 11:59:36,GTERI,22,13.0,
2025-06-19 12:00:21,GTIGF,,,
2025-06-19 12:00:21,GTERI,12,,0.0
2025-06-19 13:00:16,GTERI,11,,3595.0
2025-06-19 14:00:16,GTERI,11,,3600.0
2025-06-19 15:00:16,GTERI,11,,3600.0
2025-06-19 16:00:16,GTERI,11,,3600.0
2025-06-19 17:00:16,GTERI,11,,3600.0
2025-06-19 17:31:29,GTIGN,,,
2025-06-19 17:31:47,GTERI,22,18.0,
2025-06-19 17:32:10,GTIGF,,,
2025-06-19 17:32:10,GTERI,12,,0.0
2025-06-19 18:32:06,GTERI,11,,3596.0
2025-06-19 19:32:06,GTERI,11,,3600.0
2025-06-19 20:32:06,GTERI,11,,3600.0
2025-06-19 21:32:06,GTERI,11,,3600.0
2025-06-19 22:32:06,GTERI,11,,3600.0
2025-06-19 23:32:06,GTERI,11,,3600.0
2025-06-20 00:32:06,GTERI,11,,3600.0
2025-06-20 01:32:06,GTERI,11,,3600.0
2025-06-20 02:32:06,GTERI,11,,3600.0
2025-06-20 03:32:06,GTERI,11,,3600.0
2025-06-20 04:32:06,GTERI,11,,3600.0
2025-06-20 05:32:06,GTERI,11,,3600.0
2025-06-20 06:32:06,GTERI,11,,3600.0
2025-06-20 07:32:06,GTERI,11,,3600.0
2025-06-20 08:32:06,GTERI,11,,3600.0
2025-06-20 09:32:06,GTERI,11,,3600.0
2025-06-20 09:42:20,GTIGN,,,
2025-06-20 09:42:31,GTERI,22,11.0,
2025-06-20 09:43:32,GTIGF,,,
2025-06-20 09:43:33,GTERI,12,,1.0
2025-06-20 10:43:28,GTERI,11,,3595.0
2025-06-20 11:43:28,GTERI,11,,3600.0
2025-06-20 11:43:28,GTERI,11,,0.0
2025-06-20 12:43:28,GTERI,11,,3600.0
2025-06-20 13:43:28,GTERI,11,,3600.0
2025-06-20 14:43:28,GTERI,11,,3600.0
2025-06-20 15:43:28,GTERI,11,,3600.0
2025-06-20 16:43:28,GTERI,11,,3600.0
2025-06-20 17:43:28,GTERI,11,,3600.0
2025-06-20 18:43:28,GTERI,11,,3600.0
2025-06-20 18:45:45,GTIGN,,,
2025-06-20 18:45:53,GTERI,22,8.0,
2025-06-20 18:46:59,GTIGF,,,
2025-06-20 18:46:59,GTERI,12,,0.0
2025-06-20 19:46:54,GTERI,11,,3595.0
2025-06-20 20:46:54,GTERI,11,,3600.0
2025-06-20 21:46:54,GTERI,11,,3600.0
2025-06-20 22:46:54,GTERI,11,,3600.0
2025-06-20 23:46:54,GTERI,11,,3600.0
2025-06-21 00:46:54,GTERI,11,,3600.0
2025-06-21 01:46:54,GTERI,11,,3600.0
2025-06-21 02:46:54,GTERI,11,,3600.0
2025-06-21 03:46:54,GTERI,11,,3600.0
2025-06-21 04:46:54,GTERI,11,,3600.0
2025-06-21 05:46:54,GTERI,11,,3600.0
2025-06-21 06:46:54,GTERI,11,,3600.0
2025-06-21 07:46:54,GTERI,11,,3600.0
2025-06-21 08:46:54,GTERI,11,,3600.0
2025-06-21 09:46:54,GTERI,11,,3600.0
2025-06-21 10:46:54,GTERI,11,,3600.0
2025-06-21 11:46:54,GTERI,11,,3600.0
2025-06-21 12:46:54,GTERI,11,,3600.0
2025-06-21 13:46:54,GTERI,11,,3600.0
2025-06-21 14:46:54,GTERI,11,,3600.0
2025-06-21 15:46:54,GTERI,11,,3600.0
2025-06-21 16:46:54,GTERI,11,,3600.0
2025-06-21 17:46:54,GTERI,11,,3600.0
2025-06-21 18:46:54,GTERI,11,,3600.0
2025-06-21 19:46:54,GTERI,11,,3600.0
2025-06-21 20:46:54,GTERI,11,,3600.0
2025-06-21 21:46:54,GTERI,11,,3600.0
2025-06-21 22:46:54,GTERI,11,,3600.0
2025-06-21 23:46:54,GTERI,11,,3600.0
2025-06-22 00:46:54,GTERI,11,,3600.0
2025-06-22 01:46:54,GTERI,11,,3600.0
2025-06-22 02:46:54,GTERI,11,,3600.0
2025-06-22 03:46:54,GTERI,11,,3600.0
2025-06-22 04:46:54,GTERI,11,,3600.0
2025-06-22 05:46:54,GTERI,11,,3600.0
2025-06-22 06:46:54,GTERI,11,,3600.0
2025-06-22 07:46:54,GTERI,11,,3600.0
2025-06-22 08:46:54,GTERI,11,,3600.0
2025-06-22 09:46:54,GTERI,11,,3600.0
2025-06-22 10:46:54,GTERI,11,,3600.0
2025-06-22 11:46:54,GTERI,11,,3600.0
2025-06-22 12:46:54,GTERI,11,,3600.0
2025-06-22 13:46:54,GTERI,11,,3600.0
2025-06-22 14:46:54,GTERI,11,,3600.0
2025-06-22 15:46:54,GTERI,11,,3600.0
2025-06-22 16:46:54,GTERI,11,,3600.0
2025-06-22 17:46:54,GTERI,11,,3600.0
2025-06-22 18:46:54,GTERI,11,,3600.0
2025-06-22 19:46:54,GTERI,11,,3600.0
2025-06-22 20:46:54,GTERI,11,,3600.0
2025-06-22 21:35:36,GTIGN,,,
2025-06-22 21:35:45,GTIGF,,,
2025-06-22 21:36:39,GTERI,11,,54.0
2025-06-22 22:35:40,GTERI,11,,3541.0
2025-06-22 23:35:40,GTERI,11,,3600.0
2025-06-23 00:35:40,GTERI,11,,3600.0
2025-06-23 01:35:40,GTERI,11,,3600.0
2025-06-23 02:35:40,GTERI,11,,3600.0
2025-06-23 03:35:40,GTERI,11,,3600.0
2025-06-23 04:35:40,GTERI,11,,3600.0
2025-06-23 05:35:40,GTERI,11,,3600.0
2025-06-23 06:05:49,GTIGN,,,
2025-06-23 06:06:31,GTERI,22,42.0,
2025-06-23 06:08:56,GTERI,22,145.0,
2025-06-23 06:11:56,GTERI,22,180.0,
2025-06-23 06:14:56,GTERI,22,180.0,
2025-06-23 06:17:56,GTERI,22,180.0,
2025-06-23 06:20:56,GTERI,22,180.0,
2025-06-23 06:23:56,GTERI,22,180.0,
2025-06-23 06:26:56,GTERI,22,180.0,
2025-06-23 06:29:56,GTERI,22,180.0,
2025-06-23 06:32:56,GTERI,22,180.0,
2025-06-23 06:35:56,GTERI,22,180.0,
2025-06-23 06:38:56,GTERI,22,180.0,
2025-06-23 06:41:57,GTERI,22,181.0,
2025-06-23 06:44:57,GTERI,22,180.0,
2025-06-23 06:47:57,GTERI,22,180.0,
2025-06-23 06:50:57,GTERI,22,180.0,
2025-06-23 06:53:57,GTERI,22,180.0,
2025-06-23 06:56:57,GTERI,22,180.0,
2025-06-23 06:59:57,GTERI,22,180.0,
2025-06-23 07:02:57,GTERI,22,180.0,
2025-06-23 07:05:57,GTERI,22,180.0,
2025-06-23 07:08:11,GTIGF,,,
2025-06-23 07:08:11,GTERI,12,,0.0
2025-06-23 08:08:06,GTERI,11,,3595.0
2025-06-23 08:41:14,GTIGN,,,
2025-06-23 08:41:22,GTERI,22,8.0,
2025-06-23 08:42:28,GTIGF,,,
2025-06-23 08:42:28,GTERI,12,,0.0
2025-06-23 08:42:44,GTIGN,,,
2025-06-23 08:42:48,GTERI,22,4.0,
2025-06-23 08:45:49,GTERI,22,181.0,
2025-06-23 08:48:49,GTERI,22,180.0,
2025-06-23 08:51:49,GTERI,22,180.0,
2025-06-23 08:52:10,GTIGF,,,
2025-06-23 08:52:10,GTERI,12,,0.0
2025-06-23 08:56:26,GTIGN,,,
2025-06-23 08:56:31,GTERI,22,5.0,
2025-06-23 08:56:37,GTIGF,,,
2025-06-23 08:56:37,GTERI,12,,0.0
2025-06-23 08:57:04,GTIGN,,,
2025-06-23 08:57:05,GTIGF,,,
2025-06-23 08:57:05,GTIGN,,,
2025-06-23 08:57:10,GTERI,22,5.0,
2025-06-23 09:00:13,GTERI,22,183.0,
2025-06-23 09:03:13,GTERI,22,180.0,
2025-06-23 09:06:13,GTERI,22,180.0,
2025-06-23 09:08:19,GTERI,12,,674.0
2025-06-23 09:08:19,GTIGF,,,
2025-06-23 09:17:50,GTIGN,,,
2025-06-23 09:17:58,GTERI,22,8.0,
2025-06-23 09:20:55,GTERI,22,177.0,
2025-06-23 09:23:55,GTERI,22,180.0,
2025-06-23 09:26:55,GTERI,22,180.0,
2025-06-23 09:29:55,GTERI,22,180.0,
2025-06-23 09:32:55,GTERI,22,180.0,
2025-06-23 09:35:55,GTERI,22,180.0,
