linha,Hodômetro_anterior,Hodômetro_atual,data_anterior,data_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
2682,3825.0,3825.0,2025-06-14 16:20:37,2025-06-14 16:20:37,GTIGF,GTSTT,ok,0.0
2683,3825.0,3825.0,2025-06-14 16:20:37,2025-06-14 16:20:38,GTSTT,GTIGN,ok,0.0
2684,3825.0,3825.0,2025-06-14 16:20:38,2025-06-14 16:20:38,GTIGN,GTSTT,ok,0.0
2685,3825.0,3825.0,2025-06-14 16:20:38,2025-06-14 16:20:45,GTSTT,GTERI,ok,0.0
2686,3825.0,3825.0,2025-06-14 16:20:45,2025-06-14 16:20:45,GTERI,GTIGL,ok,0.0
2687,3825.0,3825.0,2025-06-14 16:20:45,2025-06-14 16:20:45,GTIGL,GTIGL,ok,0.0
2688,3825.0,3825.0,2025-06-14 16:20:45,2025-06-14 16:20:45,GTIGL,GTIGL,ok,0.0
2690,3825.0,3825.0,2025-06-14 16:20:45,2025-06-14 16:21:59,GTIGL,GTERI,ok,0.0
2691,3825.0,3825.1,2025-06-14 16:21:59,2025-06-14 16:23:01,GTERI,GTERI,ok,0.09999999999990905
2692,3825.1,3825.1,2025-06-14 16:23:01,2025-06-14 16:23:03,GTERI,GTERI,ok,0.0
2693,3825.1,3825.4,2025-06-14 16:23:03,2025-06-14 16:23:43,GTERI,GTERI,ok,0.3000000000001819
2695,3825.4,3825.6,2025-06-14 16:23:43,2025-06-14 16:24:06,GTERI,GTERI,ok,0.1999999999998181
2696,3825.6,3825.6,2025-06-14 16:24:06,2025-06-14 16:24:08,GTERI,GTERI,ok,0.0
2697,3825.6,3826.0,2025-06-14 16:24:08,2025-06-14 16:25:31,GTERI,GTERI,ok,0.40000000000009095
2698,3826.0,3826.0,2025-06-14 16:25:31,2025-06-14 16:25:34,GTERI,GTERI,ok,0.0
2699,3826.0,3826.1,2025-06-14 16:25:34,2025-06-14 16:25:36,GTERI,GTERI,ok,0.09999999999990905
2701,3826.1,3826.3,2025-06-14 16:25:36,2025-06-14 16:26:43,GTERI,GTERI,ok,0.20000000000027285
2703,3826.3,3826.8,2025-06-14 16:26:43,2025-06-14 16:28:00,GTERI,GTERI,ok,0.5
2704,3826.8,3826.8,2025-06-14 16:28:00,2025-06-14 16:28:02,GTERI,GTERI,ok,0.0
2705,3826.8,3827.0,2025-06-14 16:28:02,2025-06-14 16:29:15,GTERI,GTERI,ok,0.1999999999998181
2706,3827.0,3827.1,2025-06-14 16:29:15,2025-06-14 16:29:22,GTERI,GTERI,ok,0.09999999999990905
2707,3827.1,3827.3,2025-06-14 16:29:22,2025-06-14 16:29:43,GTERI,GTERI,ok,0.20000000000027285
2709,3827.3,3828.3,2025-06-14 16:29:43,2025-06-14 16:31:22,GTERI,GTERI,ok,1.0
2710,3828.3,3828.3,2025-06-14 16:31:22,2025-06-14 16:31:39,GTERI,GTERI,ok,0.0
2712,3828.3,3828.8,2025-06-14 16:31:39,2025-06-14 16:32:14,GTERI,GTERI,ok,0.5
2713,3828.8,3828.8,2025-06-14 16:32:14,2025-06-14 16:32:16,GTERI,GTERI,ok,0.0
2714,3828.8,3828.8,2025-06-14 16:32:16,2025-06-14 16:32:18,GTERI,GTERI,ok,0.0
2715,3828.8,3828.9,2025-06-14 16:32:18,2025-06-14 16:32:20,GTERI,GTERI,ok,0.09999999999990905
2716,3828.9,3829.0,2025-06-14 16:32:20,2025-06-14 16:32:29,GTERI,GTERI,ok,0.09999999999990905
2717,3829.0,3829.0,2025-06-14 16:32:29,2025-06-14 16:32:32,GTERI,GTERI,ok,0.0
2718,3829.0,3829.0,2025-06-14 16:32:32,2025-06-14 16:32:34,GTERI,GTERI,ok,0.0
2719,3829.0,3829.1,2025-06-14 16:32:34,2025-06-14 16:32:36,GTERI,GTERI,ok,0.09999999999990905
2720,3829.1,3829.1,2025-06-14 16:32:36,2025-06-14 16:32:43,GTERI,GTERI,ok,0.0
2722,3829.1,3832.3,2025-06-14 16:32:43,2025-06-14 16:35:00,GTERI,GTERI,ok,3.200000000000273
2723,3832.3,3833.3,2025-06-14 16:35:00,2025-06-14 16:35:43,GTERI,GTERI,ok,1.0
2726,3833.3,3837.5,2025-06-14 16:35:43,2025-06-14 16:38:43,GTERI,GTERI,ok,4.199999999999818
2728,3837.5,3841.2,2025-06-14 16:38:43,2025-06-14 16:41:43,GTERI,GTERI,ok,3.699999999999818
2731,3841.2,3845.4,2025-06-14 16:41:43,2025-06-14 16:44:43,GTERI,GTERI,ok,4.200000000000273
2733,3845.4,3848.6,2025-06-14 16:44:43,2025-06-14 16:47:35,GTERI,GTERI,ok,3.199999999999818
2734,3848.6,3848.7,2025-06-14 16:47:35,2025-06-14 16:47:43,GTERI,GTERI,ok,0.09999999999990905
2736,3848.7,3849.2,2025-06-14 16:47:43,2025-06-14 16:48:22,GTERI,GTERI,ok,0.5
2738,3849.2,3851.9,2025-06-14 16:48:22,2025-06-14 16:50:43,GTERI,GTERI,ok,2.700000000000273
2740,3851.9,3856.4,2025-06-14 16:50:43,2025-06-14 16:53:36,GTERI,GTERI,ok,4.5
2741,3856.4,3856.6,2025-06-14 16:53:36,2025-06-14 16:53:43,GTERI,GTERI,ok,0.1999999999998181
2744,3856.6,3861.2,2025-06-14 16:53:43,2025-06-14 16:56:43,GTERI,GTERI,ok,4.599999999999909
2745,3861.2,3861.6,2025-06-14 16:56:43,2025-06-14 16:56:59,GTERI,GTERI,ok,0.40000000000009095
2747,3861.6,3865.3,2025-06-14 16:56:59,2025-06-14 16:59:43,GTERI,GTERI,ok,3.700000000000273
2750,3865.3,3870.1,2025-06-14 16:59:43,2025-06-14 17:02:43,GTERI,GTERI,ok,4.799999999999727
2751,3870.1,3870.8,2025-06-14 17:02:43,2025-06-14 17:03:10,GTERI,GTERI,ok,0.7000000000002728
2753,3870.8,3873.1,2025-06-14 17:03:10,2025-06-14 17:04:37,GTERI,GTERI,ok,2.299999999999727
2754,3873.1,3874.3,2025-06-14 17:04:37,2025-06-14 17:05:43,GTERI,GTERI,ok,1.2000000000002728
2757,3874.3,3878.7,2025-06-14 17:05:43,2025-06-14 17:08:43,GTERI,GTERI,ok,4.399999999999636
2759,3878.7,3883.4,2025-06-14 17:08:43,2025-06-14 17:11:43,GTERI,GTERI,ok,4.700000000000273
2762,3883.4,3887.5,2025-06-14 17:11:43,2025-06-14 17:14:43,GTERI,GTERI,ok,4.099999999999909
2764,3887.5,3890.3,2025-06-14 17:14:43,2025-06-14 17:16:35,GTERI,GTERI,ok,2.800000000000182
2765,3890.3,3892.0,2025-06-14 17:16:35,2025-06-14 17:17:43,GTERI,GTERI,ok,1.699999999999818
2768,3892.0,3896.1,2025-06-14 17:17:43,2025-06-14 17:20:43,GTERI,GTERI,ok,4.099999999999909
2770,3896.1,3900.3,2025-06-14 17:20:43,2025-06-14 17:23:43,GTERI,GTERI,ok,4.200000000000273
2772,3900.3,3902.1,2025-06-14 17:23:43,2025-06-14 17:24:51,GTERI,GTERI,ok,1.7999999999997272
2774,3902.1,3905.2,2025-06-14 17:24:51,2025-06-14 17:26:43,GTERI,GTERI,ok,3.099999999999909
2776,3905.2,3909.8,2025-06-14 17:26:43,2025-06-14 17:29:43,GTERI,GTERI,ok,4.600000000000364
2778,3909.8,3910.8,2025-06-14 17:29:43,2025-06-14 17:30:24,GTERI,GTERI,ok,1.0
2780,3910.8,3914.1,2025-06-14 17:30:24,2025-06-14 17:32:43,GTERI,GTERI,ok,3.299999999999727
2781,3914.1,3914.7,2025-06-14 17:32:43,2025-06-14 17:33:05,GTERI,GTERI,ok,0.599999999999909
2783,3914.7,3918.4,2025-06-14 17:33:05,2025-06-14 17:35:43,GTERI,GTERI,ok,3.700000000000273
2784,3918.4,3918.5,2025-06-14 17:35:43,2025-06-14 17:35:49,GTERI,GTERI,ok,0.09999999999990905
2785,3918.5,3918.5,2025-06-14 17:35:49,2025-06-14 17:35:51,GTERI,GTERI,ok,0.0
2786,3918.5,3918.5,2025-06-14 17:35:51,2025-06-14 17:35:53,GTERI,GTERI,ok,0.0
2787,3918.5,3918.6,2025-06-14 17:35:53,2025-06-14 17:35:56,GTERI,GTERI,ok,0.09999999999990905
2788,3918.6,3918.6,2025-06-14 17:35:56,2025-06-14 17:35:59,GTERI,GTERI,ok,0.0
2789,3918.6,3918.6,2025-06-14 17:35:59,2025-06-14 17:36:01,GTERI,GTERI,ok,0.0
2791,3918.6,3920.0,2025-06-14 17:36:01,2025-06-14 17:36:56,GTERI,GTERI,ok,1.400000000000091
2793,3920.0,3922.0,2025-06-14 17:36:56,2025-06-14 17:38:17,GTERI,GTERI,ok,2.0
2794,3922.0,3922.7,2025-06-14 17:38:17,2025-06-14 17:38:43,GTERI,GTERI,ok,0.6999999999998181
2796,3922.7,3926.7,2025-06-14 17:38:43,2025-06-14 17:41:21,GTERI,GTERI,ok,4.0
2797,3926.7,3927.2,2025-06-14 17:41:21,2025-06-14 17:41:43,GTERI,GTERI,ok,0.5
2799,3927.2,3928.6,2025-06-14 17:41:43,2025-06-14 17:42:46,GTERI,GTERI,ok,1.400000000000091
2800,3928.6,3928.6,2025-06-14 17:42:46,2025-06-14 17:42:49,GTERI,GTERI,ok,0.0
2801,3928.6,3928.6,2025-06-14 17:42:49,2025-06-14 17:42:52,GTERI,GTERI,ok,0.0
2802,3928.6,3928.8,2025-06-14 17:42:52,2025-06-14 17:43:01,GTERI,GTERI,ok,0.20000000000027285
2803,3928.8,3928.8,2025-06-14 17:43:01,2025-06-14 17:43:03,GTERI,GTERI,ok,0.0
2804,3928.8,3928.8,2025-06-14 17:43:03,2025-06-14 17:43:05,GTERI,GTERI,ok,0.0
2805,3928.8,3928.8,2025-06-14 17:43:05,2025-06-14 17:43:07,GTERI,GTERI,ok,0.0
2806,3928.8,3928.9,2025-06-14 17:43:07,2025-06-14 17:43:09,GTERI,GTERI,ok,0.09999999999990905
2807,3928.9,3929.1,2025-06-14 17:43:09,2025-06-14 17:43:30,GTERI,GTERI,ok,0.1999999999998181
2809,3929.1,3929.8,2025-06-14 17:43:30,2025-06-14 17:44:43,GTERI,GTERI,ok,0.7000000000002728
2811,3929.8,3930.6,2025-06-14 17:44:43,2025-06-14 17:46:15,GTERI,GTERI,ok,0.7999999999997272
2812,3930.6,3930.6,2025-06-14 17:46:15,2025-06-14 17:46:16,GTERI,GTERI,ok,0.0
2813,3930.6,3930.6,2025-06-14 17:46:16,2025-06-14 17:46:18,GTERI,GTERI,ok,0.0
2814,3930.6,3930.7,2025-06-14 17:46:18,2025-06-14 17:46:29,GTERI,GTERI,ok,0.09999999999990905
2815,3930.7,3930.7,2025-06-14 17:46:29,2025-06-14 17:47:43,GTERI,GTERI,ok,0.0
2817,3930.7,3930.7,2025-06-14 17:47:43,2025-06-14 17:49:19,GTERI,GTIGF,ok,0.0
2818,3930.7,3930.7,2025-06-14 17:49:19,2025-06-14 17:49:19,GTIGF,GTSTT,ok,0.0
2819,3930.7,3930.7,2025-06-14 17:49:19,2025-06-14 17:49:20,GTSTT,GTERI,ok,0.0
2820,3930.7,3930.7,2025-06-14 17:49:20,2025-06-14 17:49:20,GTERI,GTIGL,ok,0.0
2822,3930.7,3930.7,2025-06-14 17:49:20,2025-06-14 17:50:48,GTIGL,GTSTT,ok,0.0
2825,3930.7,3930.7,2025-06-14 17:50:48,2025-06-14 17:55:44,GTSTT,GTIGN,ok,0.0
2826,3930.7,3930.7,2025-06-14 17:55:44,2025-06-14 17:55:44,GTIGN,GTSTT,ok,0.0
2827,3930.7,3930.7,2025-06-14 17:55:44,2025-06-14 17:55:53,GTSTT,GTIGF,ok,0.0
2828,3930.7,3930.7,2025-06-14 17:55:53,2025-06-14 17:55:53,GTIGF,GTSTT,ok,0.0
2829,3930.7,3930.7,2025-06-14 17:55:53,2025-06-14 17:55:53,GTSTT,GTSTT,ok,0.0
2831,3930.7,3930.7,2025-06-14 17:55:53,2025-06-14 17:55:54,GTSTT,GTIGN,ok,0.0
2832,3930.7,3930.7,2025-06-14 17:55:54,2025-06-14 17:55:54,GTIGN,GTSTT,ok,0.0
2833,3930.7,3930.7,2025-06-14 17:55:54,2025-06-14 17:56:12,GTSTT,GTERI,ok,0.0
2834,3930.7,3930.7,2025-06-14 17:56:12,2025-06-14 17:56:12,GTERI,GTIGL,ok,0.0
2835,3930.7,3930.7,2025-06-14 17:56:12,2025-06-14 17:56:12,GTIGL,GTIGL,ok,0.0
2836,3930.7,3930.7,2025-06-14 17:56:12,2025-06-14 17:56:12,GTIGL,GTIGL,ok,0.0
2837,3930.7,3930.8,2025-06-14 17:56:12,2025-06-14 17:57:41,GTIGL,GTERI,ok,0.1000000000003638
2839,3930.8,3930.9,2025-06-14 17:57:41,2025-06-14 17:58:59,GTERI,GTERI,ok,0.09999999999990905
2840,3930.9,3930.9,2025-06-14 17:58:59,2025-06-14 18:00:10,GTERI,GTIGF,ok,0.0
2841,3930.9,3930.9,2025-06-14 18:00:10,2025-06-14 18:00:10,GTIGF,GTSTT,ok,0.0
2842,3930.9,3930.9,2025-06-14 18:00:10,2025-06-14 18:00:11,GTSTT,GTERI,ok,0.0
2843,3930.9,3930.9,2025-06-14 18:00:11,2025-06-14 18:00:11,GTERI,GTIGL,ok,0.0
2845,3930.9,3930.9,2025-06-14 18:00:11,2025-06-14 18:01:13,GTIGL,GTSTT,ok,0.0
2875,3930.9,3930.9,2025-06-14 18:01:13,2025-06-14 19:00:06,GTSTT,GTERI,ok,0.0
2906,3930.9,3930.9,2025-06-14 19:00:06,2025-06-14 20:00:06,GTERI,GTERI,ok,0.0
2937,3930.9,3930.9,2025-06-14 20:00:06,2025-06-14 21:00:06,GTERI,GTERI,ok,0.0
2968,3930.9,3930.9,2025-06-14 21:00:06,2025-06-14 22:00:06,GTERI,GTERI,ok,0.0
2999,3930.9,3930.9,2025-06-14 22:00:06,2025-06-14 23:00:06,GTERI,GTERI,ok,0.0
3030,3930.9,3930.9,2025-06-14 23:00:06,2025-06-15 00:00:06,GTERI,GTERI,ok,0.0
3061,3930.9,3930.9,2025-06-15 00:00:06,2025-06-15 01:00:06,GTERI,GTERI,ok,0.0
3092,3930.9,3930.9,2025-06-15 01:00:06,2025-06-15 02:00:06,GTERI,GTERI,ok,0.0
3123,3930.9,3930.9,2025-06-15 02:00:06,2025-06-15 03:00:06,GTERI,GTERI,ok,0.0
3155,3930.9,3930.9,2025-06-15 03:00:06,2025-06-15 04:00:06,GTERI,GTERI,ok,0.0
3186,3930.9,3930.9,2025-06-15 04:00:06,2025-06-15 05:00:06,GTERI,GTERI,ok,0.0
3217,3930.9,3930.9,2025-06-15 05:00:06,2025-06-15 06:00:06,GTERI,GTERI,ok,0.0
3248,3930.9,3930.9,2025-06-15 06:00:06,2025-06-15 07:00:06,GTERI,GTERI,ok,0.0
3279,3930.9,3930.9,2025-06-15 07:00:06,2025-06-15 08:00:06,GTERI,GTERI,ok,0.0
3310,3930.9,3930.9,2025-06-15 08:00:06,2025-06-15 09:00:06,GTERI,GTERI,ok,0.0
3341,3930.9,3930.9,2025-06-15 09:00:06,2025-06-15 10:00:06,GTERI,GTERI,ok,0.0
3372,3930.9,3930.9,2025-06-15 10:00:06,2025-06-15 11:00:06,GTERI,GTERI,ok,0.0
3403,3930.9,3930.9,2025-06-15 11:00:06,2025-06-15 12:00:06,GTERI,GTERI,ok,0.0
3431,3930.9,3930.9,2025-06-15 12:00:06,2025-06-15 12:53:54,GTERI,GTIGN,ok,0.0
3432,3930.9,3930.9,2025-06-15 12:53:54,2025-06-15 12:53:54,GTIGN,GTSTT,ok,0.0
3433,3930.9,3930.9,2025-06-15 12:53:54,2025-06-15 12:54:00,GTSTT,GTIGF,ok,0.0
3434,3930.9,3930.9,2025-06-15 12:54:00,2025-06-15 12:54:00,GTIGF,GTSTT,ok,0.0
3435,3930.9,3930.9,2025-06-15 12:54:00,2025-06-15 12:54:01,GTSTT,GTIGN,ok,0.0
3436,3930.9,3930.9,2025-06-15 12:54:01,2025-06-15 12:54:01,GTIGN,GTSTT,ok,0.0
3437,3930.9,3930.9,2025-06-15 12:54:01,2025-06-15 12:54:22,GTSTT,GTIGF,ok,0.0
3438,3930.9,3930.9,2025-06-15 12:54:22,2025-06-15 12:54:22,GTIGF,GTSTT,ok,0.0
3439,3930.9,3930.9,2025-06-15 12:54:22,2025-06-15 12:54:26,GTSTT,GTERI,ok,0.0
3440,3930.9,3930.9,2025-06-15 12:54:26,2025-06-15 12:54:26,GTERI,GTIGL,ok,0.0
3441,3930.9,3930.9,2025-06-15 12:54:26,2025-06-15 12:54:26,GTIGL,GTIGL,ok,0.0
3442,3930.9,3930.9,2025-06-15 12:54:26,2025-06-15 12:54:26,GTIGL,GTIGL,ok,0.0
3443,3930.9,3930.9,2025-06-15 12:54:26,2025-06-15 12:54:26,GTIGL,GTIGL,ok,0.0
3444,3930.9,3930.9,2025-06-15 12:54:26,2025-06-15 12:55:06,GTIGL,GTSTT,ok,0.0
3475,3930.9,3930.9,2025-06-15 12:55:06,2025-06-15 13:54:18,GTSTT,GTERI,ok,0.0
3506,3930.9,3930.9,2025-06-15 13:54:18,2025-06-15 14:54:18,GTERI,GTERI,ok,0.0
3528,3930.9,3930.9,2025-06-15 14:54:18,2025-06-15 15:35:47,GTERI,GTPDP,ok,0.0
3538,3930.9,3930.9,2025-06-15 15:35:47,2025-06-15 15:54:18,GTPDP,GTERI,ok,0.0
3569,3930.9,3930.9,2025-06-15 15:54:18,2025-06-15 16:54:18,GTERI,GTERI,ok,0.0
3600,3930.9,3930.9,2025-06-15 16:54:18,2025-06-15 17:54:18,GTERI,GTERI,ok,0.0
3631,3930.9,3930.9,2025-06-15 17:54:18,2025-06-15 18:54:18,GTERI,GTERI,ok,0.0
3662,3930.9,3930.9,2025-06-15 18:54:18,2025-06-15 19:54:18,GTERI,GTERI,ok,0.0
3693,3930.9,3930.9,2025-06-15 19:54:18,2025-06-15 20:54:18,GTERI,GTERI,ok,0.0
3724,3930.9,3930.9,2025-06-15 20:54:18,2025-06-15 21:54:18,GTERI,GTERI,ok,0.0
3754,3930.9,3930.9,2025-06-15 21:54:18,2025-06-15 22:54:18,GTERI,GTERI,ok,0.0
3786,3930.9,3930.9,2025-06-15 22:54:18,2025-06-15 23:54:18,GTERI,GTERI,ok,0.0
3817,3930.9,3930.9,2025-06-15 23:54:18,2025-06-16 00:54:18,GTERI,GTERI,ok,0.0
3848,3930.9,3930.9,2025-06-16 00:54:18,2025-06-16 01:54:18,GTERI,GTERI,ok,0.0
3879,3930.9,3930.9,2025-06-16 01:54:18,2025-06-16 02:54:18,GTERI,GTERI,ok,0.0
3889,3930.9,3930.9,2025-06-16 02:54:18,2025-06-16 03:10:35,GTERI,GTPDP,ok,0.0
3911,3930.9,3930.9,2025-06-16 03:10:35,2025-06-16 03:54:18,GTPDP,GTERI,ok,0.0
3942,3930.9,3930.9,2025-06-16 03:54:18,2025-06-16 04:54:18,GTERI,GTERI,ok,0.0
3973,3930.9,3930.9,2025-06-16 04:54:18,2025-06-16 05:54:18,GTERI,GTERI,ok,0.0
4004,3930.9,3930.9,2025-06-16 05:54:18,2025-06-16 06:54:18,GTERI,GTERI,ok,0.0
4035,3930.9,3930.9,2025-06-16 06:54:18,2025-06-16 07:54:18,GTERI,GTERI,ok,0.0
4059,3930.9,3930.9,2025-06-16 07:54:18,2025-06-16 08:39:28,GTERI,GTIGN,ok,0.0
4060,3930.9,3930.9,2025-06-16 08:39:28,2025-06-16 08:39:28,GTIGN,GTSTT,ok,0.0
4061,3930.9,3930.9,2025-06-16 08:39:28,2025-06-16 08:39:29,GTSTT,GTIGF,ok,0.0
4062,3930.9,3930.9,2025-06-16 08:39:29,2025-06-16 08:39:29,GTIGF,GTSTT,ok,0.0
4063,3930.9,3930.9,2025-06-16 08:39:29,2025-06-16 08:39:30,GTSTT,GTIGN,ok,0.0
4064,3930.9,3930.9,2025-06-16 08:39:30,2025-06-16 08:39:30,GTIGN,GTSTT,ok,0.0
4065,3930.9,3930.9,2025-06-16 08:39:30,2025-06-16 08:39:51,GTSTT,GTIGF,ok,0.0
4066,3930.9,3930.9,2025-06-16 08:39:51,2025-06-16 08:39:51,GTIGF,GTSTT,ok,0.0
4067,3930.9,3930.9,2025-06-16 08:39:51,2025-06-16 08:40:20,GTSTT,GTERI,ok,0.0
4068,3930.9,3930.9,2025-06-16 08:40:20,2025-06-16 08:40:20,GTERI,GTIGL,ok,0.0
4069,3930.9,3930.9,2025-06-16 08:40:20,2025-06-16 08:40:20,GTIGL,GTIGL,ok,0.0
4070,3930.9,3930.9,2025-06-16 08:40:20,2025-06-16 08:40:20,GTIGL,GTIGL,ok,0.0
4071,3930.9,3930.9,2025-06-16 08:40:20,2025-06-16 08:40:20,GTIGL,GTIGL,ok,0.0
4072,3930.9,3930.9,2025-06-16 08:40:20,2025-06-16 08:40:32,GTIGL,GTSTT,ok,0.0
4081,3930.9,3930.9,2025-06-16 08:40:32,2025-06-16 08:55:48,GTSTT,GTIGN,ok,0.0
4082,3930.9,3930.9,2025-06-16 08:55:48,2025-06-16 08:55:48,GTIGN,GTSTT,ok,0.0
4083,3930.9,3930.9,2025-06-16 08:55:48,2025-06-16 08:55:57,GTSTT,GTIGF,ok,0.0
4084,3930.9,3930.9,2025-06-16 08:55:57,2025-06-16 08:55:57,GTIGF,GTSTT,ok,0.0
4085,3930.9,3930.9,2025-06-16 08:55:57,2025-06-16 08:55:59,GTSTT,GTIGN,ok,0.0
4086,3930.9,3930.9,2025-06-16 08:55:59,2025-06-16 08:55:59,GTIGN,GTSTT,ok,0.0
4087,3930.9,3930.9,2025-06-16 08:55:59,2025-06-16 08:55:59,GTSTT,GTIGL,ok,0.0
4088,3930.9,3930.9,2025-06-16 08:55:59,2025-06-16 08:55:59,GTIGL,GTIGL,ok,0.0
4089,3930.9,3930.9,2025-06-16 08:55:59,2025-06-16 08:55:59,GTIGL,GTIGL,ok,0.0
4090,3930.9,3930.9,2025-06-16 08:55:59,2025-06-16 08:56:02,GTIGL,GTERI,ok,0.0
4091,3930.9,3930.9,2025-06-16 08:56:02,2025-06-16 08:56:05,GTERI,GTERI,ok,0.0
4092,3930.9,3930.9,2025-06-16 08:56:05,2025-06-16 08:56:21,GTERI,GTIGF,ok,0.0
4093,3930.9,3930.9,2025-06-16 08:56:21,2025-06-16 08:56:21,GTIGF,GTSTT,ok,0.0
4094,3930.9,3930.9,2025-06-16 08:56:21,2025-06-16 08:56:22,GTSTT,GTERI,ok,0.0
4095,3930.9,3930.9,2025-06-16 08:56:22,2025-06-16 08:56:22,GTERI,GTIGL,ok,0.0
4096,3930.9,3930.9,2025-06-16 08:56:22,2025-06-16 08:57:03,GTIGL,GTSTT,ok,0.0
4127,3930.9,3930.9,2025-06-16 08:57:03,2025-06-16 09:56:16,GTSTT,GTERI,ok,0.0
4151,3930.9,3930.9,2025-06-16 09:56:16,2025-06-16 10:42:14,GTERI,GTIGN,ok,0.0
4152,3930.9,3930.9,2025-06-16 10:42:14,2025-06-16 10:42:14,GTIGN,GTSTT,ok,0.0
4153,3930.9,3930.9,2025-06-16 10:42:14,2025-06-16 10:42:14,GTSTT,GTIGF,ok,0.0
4154,3930.9,3930.9,2025-06-16 10:42:14,2025-06-16 10:42:14,GTIGF,GTSTT,ok,0.0
4155,3930.9,3930.9,2025-06-16 10:42:14,2025-06-16 10:42:15,GTSTT,GTIGN,ok,0.0
4156,3930.9,3930.9,2025-06-16 10:42:15,2025-06-16 10:42:15,GTIGN,GTSTT,ok,0.0
4157,3930.9,3930.9,2025-06-16 10:42:15,2025-06-16 10:42:32,GTSTT,GTERI,ok,0.0
4158,3930.9,3930.9,2025-06-16 10:42:32,2025-06-16 10:42:32,GTERI,GTIGL,ok,0.0
4159,3930.9,3930.9,2025-06-16 10:42:32,2025-06-16 10:42:32,GTIGL,GTIGL,ok,0.0
4160,3930.9,3930.9,2025-06-16 10:42:32,2025-06-16 10:42:32,GTIGL,GTIGL,ok,0.0
4161,3930.9,3930.9,2025-06-16 10:42:32,2025-06-16 10:43:24,GTIGL,GTERI,ok,0.0
4162,3930.9,3930.9,2025-06-16 10:43:24,2025-06-16 10:43:27,GTERI,GTERI,ok,0.0
4164,3930.9,3930.9,2025-06-16 10:43:27,2025-06-16 10:43:30,GTERI,GTERI,ok,0.0
4165,3930.9,3930.9,2025-06-16 10:43:30,2025-06-16 10:43:32,GTERI,GTERI,ok,0.0
4166,3930.9,3930.9,2025-06-16 10:43:32,2025-06-16 10:43:39,GTERI,GTERI,ok,0.0
4167,3930.9,3930.9,2025-06-16 10:43:39,2025-06-16 10:43:41,GTERI,GTERI,ok,0.0
4168,3930.9,3930.9,2025-06-16 10:43:41,2025-06-16 10:43:41,GTERI,GTERI,ok,0.0
4169,3930.9,3931.1,2025-06-16 10:43:41,2025-06-16 10:43:59,GTERI,GTERI,ok,0.1999999999998181
4170,3931.1,3931.1,2025-06-16 10:43:59,2025-06-16 10:44:01,GTERI,GTERI,ok,0.0
4171,3931.1,3932.3,2025-06-16 10:44:01,2025-06-16 10:45:22,GTERI,GTERI,ok,1.2000000000002728
4172,3932.3,3932.3,2025-06-16 10:45:22,2025-06-16 10:45:24,GTERI,GTERI,ok,0.0
4173,3932.3,3932.4,2025-06-16 10:45:24,2025-06-16 10:45:27,GTERI,GTERI,ok,0.09999999999990905
4174,3932.4,3932.4,2025-06-16 10:45:27,2025-06-16 10:45:29,GTERI,GTERI,ok,0.0
4176,3932.4,3932.4,2025-06-16 10:45:29,2025-06-16 10:45:40,GTERI,GTERI,ok,0.0
4177,3932.4,3932.4,2025-06-16 10:45:40,2025-06-16 10:45:45,GTERI,GTERI,ok,0.0
4178,3932.4,3932.4,2025-06-16 10:45:45,2025-06-16 10:45:47,GTERI,GTERI,ok,0.0
4179,3932.4,3933.5,2025-06-16 10:45:47,2025-06-16 10:47:00,GTERI,GTERI,ok,1.099999999999909
4180,3933.5,3933.5,2025-06-16 10:47:00,2025-06-16 10:47:02,GTERI,GTERI,ok,0.0
4181,3933.5,3933.5,2025-06-16 10:47:02,2025-06-16 10:47:05,GTERI,GTERI,ok,0.0
4182,3933.5,3933.6,2025-06-16 10:47:05,2025-06-16 10:47:26,GTERI,GTERI,ok,0.09999999999990905
4183,3933.6,3933.6,2025-06-16 10:47:26,2025-06-16 10:47:29,GTERI,GTERI,ok,0.0
4185,3933.6,3933.7,2025-06-16 10:47:29,2025-06-16 10:47:37,GTERI,GTERI,ok,0.09999999999990905
4186,3933.7,3933.8,2025-06-16 10:47:37,2025-06-16 10:47:50,GTERI,GTERI,ok,0.1000000000003638
4187,3933.8,3933.8,2025-06-16 10:47:50,2025-06-16 10:48:04,GTERI,GTERI,ok,0.0
4188,3933.8,3933.8,2025-06-16 10:48:04,2025-06-16 10:48:22,GTERI,GTERI,ok,0.0
4189,3933.8,3933.8,2025-06-16 10:48:22,2025-06-16 10:48:48,GTERI,GTERI,ok,0.0
4190,3933.8,3933.8,2025-06-16 10:48:48,2025-06-16 10:48:54,GTERI,GTERI,ok,0.0
4191,3933.8,3933.8,2025-06-16 10:48:54,2025-06-16 10:48:56,GTERI,GTERI,ok,0.0
4192,3933.8,3933.9,2025-06-16 10:48:56,2025-06-16 10:49:01,GTERI,GTERI,ok,0.09999999999990905
4193,3933.9,3933.9,2025-06-16 10:49:01,2025-06-16 10:49:03,GTERI,GTERI,ok,0.0
4194,3933.9,3934.0,2025-06-16 10:49:03,2025-06-16 10:49:24,GTERI,GTERI,ok,0.09999999999990905
4196,3934.0,3934.0,2025-06-16 10:49:24,2025-06-16 10:49:32,GTERI,GTERI,ok,0.0
