linha,Hodômetro_anterior,Hodômetro_atual,data_anterior,data_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
35,3706.2,3706.2,2025-06-11 16:28:26,2025-06-11 17:28:26,GTERI,GTERI,ok,0.0
66,3706.2,3706.2,2025-06-11 17:28:26,2025-06-11 18:28:26,GTERI,GTERI,ok,0.0
97,3706.2,3706.2,2025-06-11 18:28:26,2025-06-11 19:28:26,GTERI,GTERI,ok,0.0
128,3706.2,3706.2,2025-06-11 19:28:26,2025-06-11 20:28:26,GTERI,GTERI,ok,0.0
159,3706.2,3706.2,2025-06-11 20:28:26,2025-06-11 21:28:26,GTERI,GTERI,ok,0.0
190,3706.2,3706.2,2025-06-11 21:28:26,2025-06-11 22:28:26,GTERI,GTERI,ok,0.0
221,3706.2,3706.2,2025-06-11 22:28:26,2025-06-11 23:28:26,GTERI,GTERI,ok,0.0
252,3706.2,3706.2,2025-06-11 23:28:26,2025-06-12 00:28:26,GTERI,GTERI,ok,0.0
283,3706.2,3706.2,2025-06-12 00:28:26,2025-06-12 01:28:26,GTERI,GTERI,ok,0.0
314,3706.2,3706.2,2025-06-12 01:28:26,2025-06-12 02:28:26,GTERI,GTERI,ok,0.0
336,3706.2,3706.2,2025-06-12 02:28:26,2025-06-12 03:13:11,GTERI,GTPDP,ok,0.0
337,3706.2,3706.2,2025-06-12 03:13:11,2025-06-12 03:28:26,GTPDP,GTERI,ok,0.0
338,3706.2,3706.2,2025-06-12 03:28:26,2025-06-12 03:28:26,GTERI,GTERI,ok,0.0
343,3706.2,3706.2,2025-06-12 03:28:26,2025-06-12 04:28:26,GTERI,GTERI,ok,0.0
345,3706.2,3706.2,2025-06-12 04:28:26,2025-06-12 05:05:26,GTERI,GTPDP,ok,0.0
347,3706.2,3706.2,2025-06-12 05:05:26,2025-06-12 05:07:55,GTPDP,GTPDP,ok,0.0
357,3706.2,3706.2,2025-06-12 05:07:55,2025-06-12 05:28:26,GTPDP,GTERI,ok,0.0
388,3706.2,3706.2,2025-06-12 05:28:26,2025-06-12 06:28:26,GTERI,GTERI,ok,0.0
410,3706.2,3706.2,2025-06-12 06:28:26,2025-06-12 07:09:33,GTERI,GTPDP,ok,0.0
420,3706.2,3706.2,2025-06-12 07:09:33,2025-06-12 07:28:26,GTPDP,GTERI,ok,0.0
451,3706.2,3706.2,2025-06-12 07:28:26,2025-06-12 08:28:26,GTERI,GTERI,ok,0.0
459,3706.2,3706.2,2025-06-12 08:28:26,2025-06-12 08:43:13,GTERI,GTSTT,ok,0.0
461,3706.2,3706.2,2025-06-12 08:43:13,2025-06-12 08:44:10,GTSTT,GTSTT,ok,0.0
466,3706.2,3706.2,2025-06-12 08:44:10,2025-06-12 08:53:36,GTSTT,GTSTT,ok,0.0
467,3706.2,3706.2,2025-06-12 08:53:36,2025-06-12 08:53:50,GTSTT,GTSTT,ok,0.0
470,3706.2,3706.2,2025-06-12 08:53:50,2025-06-12 08:56:32,GTSTT,GTSTT,ok,0.0
471,3706.2,3706.2,2025-06-12 08:56:32,2025-06-12 08:56:35,GTSTT,GTSTT,ok,0.0
474,3706.2,3706.2,2025-06-12 08:56:35,2025-06-12 09:00:19,GTSTT,GTSTT,ok,0.0
475,3706.2,3706.2,2025-06-12 09:00:19,2025-06-12 09:00:22,GTSTT,GTSTT,ok,0.0
490,3706.2,3706.2,2025-06-12 09:00:22,2025-06-12 09:28:26,GTSTT,GTERI,ok,0.0
521,3706.2,3706.2,2025-06-12 09:28:26,2025-06-12 10:28:26,GTERI,GTERI,ok,0.0
552,3706.2,3706.2,2025-06-12 10:28:26,2025-06-12 11:28:26,GTERI,GTERI,ok,0.0
569,3706.2,3706.2,2025-06-12 11:28:26,2025-06-12 12:02:11,GTERI,GTIGN,ok,0.0
570,3706.2,3706.2,2025-06-12 12:02:11,2025-06-12 12:02:11,GTIGN,GTSTT,ok,0.0
571,3706.2,3706.2,2025-06-12 12:02:11,2025-06-12 12:02:11,GTSTT,GTIGF,ok,0.0
572,3706.2,3706.2,2025-06-12 12:02:11,2025-06-12 12:02:11,GTIGF,GTSTT,ok,0.0
573,3706.2,3706.2,2025-06-12 12:02:11,2025-06-12 12:02:13,GTSTT,GTIGN,ok,0.0
574,3706.2,3706.2,2025-06-12 12:02:13,2025-06-12 12:02:13,GTIGN,GTSTT,ok,0.0
575,3706.2,3706.2,2025-06-12 12:02:13,2025-06-12 12:02:15,GTSTT,GTIGF,ok,0.0
576,3706.2,3706.2,2025-06-12 12:02:15,2025-06-12 12:02:15,GTIGF,GTSTT,ok,0.0
577,3706.2,3706.2,2025-06-12 12:02:15,2025-06-12 12:02:16,GTSTT,GTIGN,ok,0.0
578,3706.2,3706.2,2025-06-12 12:02:16,2025-06-12 12:02:16,GTIGN,GTSTT,ok,0.0
579,3706.2,3706.2,2025-06-12 12:02:16,2025-06-12 12:02:16,GTSTT,GTIGF,ok,0.0
580,3706.2,3706.2,2025-06-12 12:02:16,2025-06-12 12:02:16,GTIGF,GTSTT,ok,0.0
582,3706.2,3706.2,2025-06-12 12:02:16,2025-06-12 12:02:17,GTSTT,GTIGN,ok,0.0
583,3706.2,3706.2,2025-06-12 12:02:17,2025-06-12 12:02:17,GTIGN,GTSTT,ok,0.0
584,3706.2,3706.2,2025-06-12 12:02:17,2025-06-12 12:02:28,GTSTT,GTERI,ok,0.0
585,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTERI,GTIGL,ok,0.0
586,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
587,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
588,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
589,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
590,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
591,3706.2,3706.2,2025-06-12 12:02:28,2025-06-12 12:02:28,GTIGL,GTIGL,ok,0.0
593,3706.2,3706.3,2025-06-12 12:02:28,2025-06-12 12:04:18,GTIGL,GTERI,ok,0.1000000000003638
594,3706.3,3706.3,2025-06-12 12:04:18,2025-06-12 12:04:20,GTERI,GTERI,ok,0.0
595,3706.3,3706.3,2025-06-12 12:04:20,2025-06-12 12:04:26,GTERI,GTERI,ok,0.0
596,3706.3,3706.4,2025-06-12 12:04:26,2025-06-12 12:04:29,GTERI,GTERI,ok,0.09999999999990905
597,3706.4,3706.5,2025-06-12 12:04:29,2025-06-12 12:04:47,GTERI,GTERI,ok,0.09999999999990905
598,3706.5,3706.5,2025-06-12 12:04:47,2025-06-12 12:04:49,GTERI,GTERI,ok,0.0
599,3706.5,3706.9,2025-06-12 12:04:49,2025-06-12 12:05:27,GTERI,GTERI,ok,0.40000000000009095
601,3706.9,3707.7,2025-06-12 12:05:27,2025-06-12 12:06:29,GTERI,GTERI,ok,0.7999999999997272
602,3707.7,3708.1,2025-06-12 12:06:29,2025-06-12 12:07:05,GTERI,GTERI,ok,0.40000000000009095
603,3708.1,3708.1,2025-06-12 12:07:05,2025-06-12 12:07:08,GTERI,GTERI,ok,0.0
604,3708.1,3708.1,2025-06-12 12:07:08,2025-06-12 12:07:10,GTERI,GTERI,ok,0.0
605,3708.1,3708.1,2025-06-12 12:07:10,2025-06-12 12:07:14,GTERI,GTERI,ok,0.0
606,3708.1,3708.2,2025-06-12 12:07:14,2025-06-12 12:07:45,GTERI,GTERI,ok,0.09999999999990905
607,3708.2,3708.2,2025-06-12 12:07:45,2025-06-12 12:07:46,GTERI,GTERI,ok,0.0
609,3708.2,3708.2,2025-06-12 12:07:46,2025-06-12 12:08:23,GTERI,GTIGF,ok,0.0
610,3708.2,3708.2,2025-06-12 12:08:23,2025-06-12 12:08:23,GTIGF,GTSTT,ok,0.0
611,3708.2,3708.2,2025-06-12 12:08:23,2025-06-12 12:08:24,GTSTT,GTERI,ok,0.0
612,3708.2,3708.2,2025-06-12 12:08:24,2025-06-12 12:08:24,GTERI,GTIGL,ok,0.0
613,3708.2,3708.2,2025-06-12 12:08:24,2025-06-12 12:09:04,GTIGL,GTSTT,ok,0.0
618,3708.2,3708.2,2025-06-12 12:09:04,2025-06-12 12:17:06,GTSTT,GTIGN,ok,0.0
619,3708.2,3708.2,2025-06-12 12:17:06,2025-06-12 12:17:06,GTIGN,GTSTT,ok,0.0
620,3708.2,3708.2,2025-06-12 12:17:06,2025-06-12 12:17:07,GTSTT,GTIGF,ok,0.0
621,3708.2,3708.2,2025-06-12 12:17:07,2025-06-12 12:17:07,GTIGF,GTSTT,ok,0.0
622,3708.2,3708.2,2025-06-12 12:17:07,2025-06-12 12:17:08,GTSTT,GTIGN,ok,0.0
623,3708.2,3708.2,2025-06-12 12:17:08,2025-06-12 12:17:08,GTIGN,GTSTT,ok,0.0
624,3708.2,3708.2,2025-06-12 12:17:08,2025-06-12 12:17:16,GTSTT,GTERI,ok,0.0
625,3708.2,3708.2,2025-06-12 12:17:16,2025-06-12 12:17:16,GTERI,GTIGL,ok,0.0
626,3708.2,3708.2,2025-06-12 12:17:16,2025-06-12 12:17:16,GTIGL,GTIGL,ok,0.0
627,3708.2,3708.2,2025-06-12 12:17:16,2025-06-12 12:17:16,GTIGL,GTIGL,ok,0.0
628,3708.2,3708.2,2025-06-12 12:17:16,2025-06-12 12:17:28,GTIGL,GTERI,ok,0.0
629,3708.2,3708.2,2025-06-12 12:17:28,2025-06-12 12:17:30,GTERI,GTERI,ok,0.0
630,3708.2,3708.2,2025-06-12 12:17:30,2025-06-12 12:17:35,GTERI,GTERI,ok,0.0
631,3708.2,3708.2,2025-06-12 12:17:35,2025-06-12 12:17:45,GTERI,GTERI,ok,0.0
633,3708.2,3708.3,2025-06-12 12:17:45,2025-06-12 12:18:25,GTERI,GTERI,ok,0.1000000000003638
634,3708.3,3708.3,2025-06-12 12:18:25,2025-06-12 12:19:06,GTERI,GTERI,ok,0.0
635,3708.3,3708.4,2025-06-12 12:19:06,2025-06-12 12:19:13,GTERI,GTERI,ok,0.09999999999990905
636,3708.4,3708.4,2025-06-12 12:19:13,2025-06-12 12:19:19,GTERI,GTERI,ok,0.0
637,3708.4,3708.5,2025-06-12 12:19:19,2025-06-12 12:19:22,GTERI,GTERI,ok,0.09999999999990905
638,3708.5,3708.6,2025-06-12 12:19:22,2025-06-12 12:20:14,GTERI,GTERI,ok,0.09999999999990905
640,3708.6,3708.7,2025-06-12 12:20:14,2025-06-12 12:20:28,GTERI,GTERI,ok,0.09999999999990905
641,3708.7,3708.8,2025-06-12 12:20:28,2025-06-12 12:20:43,GTERI,GTERI,ok,0.1000000000003638
642,3708.8,3709.1,2025-06-12 12:20:43,2025-06-12 12:21:07,GTERI,GTERI,ok,0.29999999999972715
643,3709.1,3709.3,2025-06-12 12:21:07,2025-06-12 12:21:22,GTERI,GTERI,ok,0.20000000000027285
644,3709.3,3709.6,2025-06-12 12:21:22,2025-06-12 12:21:51,GTERI,GTERI,ok,0.29999999999972715
646,3709.6,3709.9,2025-06-12 12:21:51,2025-06-12 12:22:32,GTERI,GTERI,ok,0.3000000000001819
647,3709.9,3709.9,2025-06-12 12:22:32,2025-06-12 12:22:38,GTERI,GTERI,ok,0.0
648,3709.9,3709.9,2025-06-12 12:22:38,2025-06-12 12:22:41,GTERI,GTERI,ok,0.0
649,3709.9,3710.0,2025-06-12 12:22:41,2025-06-12 12:22:59,GTERI,GTERI,ok,0.09999999999990905
650,3710.0,3710.0,2025-06-12 12:22:59,2025-06-12 12:23:01,GTERI,GTERI,ok,0.0
651,3710.0,3710.0,2025-06-12 12:23:01,2025-06-12 12:23:14,GTERI,GTERI,ok,0.0
652,3710.0,3710.0,2025-06-12 12:23:14,2025-06-12 12:23:24,GTERI,GTIGF,ok,0.0
653,3710.0,3710.0,2025-06-12 12:23:24,2025-06-12 12:23:24,GTIGF,GTSTT,ok,0.0
654,3710.0,3710.0,2025-06-12 12:23:24,2025-06-12 12:23:25,GTSTT,GTERI,ok,0.0
655,3710.0,3710.0,2025-06-12 12:23:25,2025-06-12 12:23:25,GTERI,GTIGL,ok,0.0
656,3710.0,3710.0,2025-06-12 12:23:25,2025-06-12 12:24:09,GTIGL,GTSTT,ok,0.0
659,3710.0,3710.0,2025-06-12 12:24:09,2025-06-12 12:27:41,GTSTT,GTIGN,ok,0.0
660,3710.0,3710.0,2025-06-12 12:27:41,2025-06-12 12:27:41,GTIGN,GTSTT,ok,0.0
661,3710.0,3710.0,2025-06-12 12:27:41,2025-06-12 12:27:42,GTSTT,GTIGF,ok,0.0
662,3710.0,3710.0,2025-06-12 12:27:42,2025-06-12 12:27:42,GTIGF,GTSTT,ok,0.0
663,3710.0,3710.0,2025-06-12 12:27:42,2025-06-12 12:27:42,GTSTT,GTIGL,ok,0.0
664,3710.0,3710.0,2025-06-12 12:27:42,2025-06-12 12:27:42,GTIGL,GTIGL,ok,0.0
665,3710.0,3710.0,2025-06-12 12:27:42,2025-06-12 12:27:43,GTIGL,GTIGN,ok,0.0
666,3710.0,3710.0,2025-06-12 12:27:43,2025-06-12 12:27:43,GTIGN,GTSTT,ok,0.0
667,3710.0,3710.0,2025-06-12 12:27:43,2025-06-12 12:27:43,GTSTT,GTIGL,ok,0.0
668,3710.0,3710.0,2025-06-12 12:27:43,2025-06-12 12:27:47,GTIGL,GTERI,ok,0.0
670,3710.0,3710.2,2025-06-12 12:27:47,2025-06-12 12:29:39,GTERI,GTERI,ok,0.1999999999998181
671,3710.2,3710.2,2025-06-12 12:29:39,2025-06-12 12:29:41,GTERI,GTERI,ok,0.0
673,3710.2,3710.7,2025-06-12 12:29:41,2025-06-12 12:30:27,GTERI,GTERI,ok,0.5
674,3710.7,3711.0,2025-06-12 12:30:27,2025-06-12 12:30:51,GTERI,GTERI,ok,0.3000000000001819
675,3711.0,3711.1,2025-06-12 12:30:51,2025-06-12 12:31:11,GTERI,GTERI,ok,0.09999999999990905
676,3711.1,3711.3,2025-06-12 12:31:11,2025-06-12 12:31:28,GTERI,GTERI,ok,0.20000000000027285
677,3711.3,3711.3,2025-06-12 12:31:28,2025-06-12 12:31:40,GTERI,GTERI,ok,0.0
678,3711.3,3711.4,2025-06-12 12:31:40,2025-06-12 12:31:44,GTERI,GTERI,ok,0.09999999999990905
679,3711.4,3711.4,2025-06-12 12:31:44,2025-06-12 12:32:01,GTERI,GTERI,ok,0.0
680,3711.4,3711.4,2025-06-12 12:32:01,2025-06-12 12:32:05,GTERI,GTERI,ok,0.0
681,3711.4,3711.5,2025-06-12 12:32:05,2025-06-12 12:32:07,GTERI,GTERI,ok,0.09999999999990905
682,3711.5,3711.5,2025-06-12 12:32:07,2025-06-12 12:32:09,GTERI,GTERI,ok,0.0
683,3711.5,3711.5,2025-06-12 12:32:09,2025-06-12 12:32:11,GTERI,GTERI,ok,0.0
685,3711.5,3711.6,2025-06-12 12:32:11,2025-06-12 12:32:28,GTERI,GTERI,ok,0.09999999999990905
686,3711.6,3711.6,2025-06-12 12:32:28,2025-06-12 12:32:53,GTERI,GTERI,ok,0.0
687,3711.6,3711.6,2025-06-12 12:32:53,2025-06-12 12:32:54,GTERI,GTERI,ok,0.0
688,3711.6,3711.6,2025-06-12 12:32:54,2025-06-12 12:32:56,GTERI,GTERI,ok,0.0
689,3711.6,3711.6,2025-06-12 12:32:56,2025-06-12 12:33:01,GTERI,GTERI,ok,0.0
690,3711.6,3711.6,2025-06-12 12:33:01,2025-06-12 12:33:29,GTERI,GTERI,ok,0.0
691,3711.6,3711.6,2025-06-12 12:33:29,2025-06-12 12:33:51,GTERI,GTERI,ok,0.0
692,3711.6,3711.6,2025-06-12 12:33:51,2025-06-12 12:33:58,GTERI,GTIGF,ok,0.0
693,3711.6,3711.6,2025-06-12 12:33:58,2025-06-12 12:33:58,GTIGF,GTSTT,ok,0.0
694,3711.6,3711.6,2025-06-12 12:33:58,2025-06-12 12:33:58,GTSTT,GTERI,ok,0.0
695,3711.6,3711.6,2025-06-12 12:33:58,2025-06-12 12:33:58,GTERI,GTIGL,ok,0.0
697,3711.6,3711.6,2025-06-12 12:33:58,2025-06-12 12:34:38,GTIGL,GTSTT,ok,0.0
699,3711.6,3711.6,2025-06-12 12:34:38,2025-06-12 12:37:52,GTSTT,GTIGN,ok,0.0
700,3711.6,3711.6,2025-06-12 12:37:52,2025-06-12 12:37:52,GTIGN,GTSTT,ok,0.0
701,3711.6,3711.6,2025-06-12 12:37:52,2025-06-12 12:37:53,GTSTT,GTIGF,ok,0.0
702,3711.6,3711.6,2025-06-12 12:37:53,2025-06-12 12:37:53,GTIGF,GTSTT,ok,0.0
703,3711.6,3711.6,2025-06-12 12:37:53,2025-06-12 12:37:53,GTSTT,GTIGL,ok,0.0
704,3711.6,3711.6,2025-06-12 12:37:53,2025-06-12 12:37:53,GTIGL,GTIGL,ok,0.0
705,3711.6,3711.6,2025-06-12 12:37:53,2025-06-12 12:37:54,GTIGL,GTIGN,ok,0.0
706,3711.6,3711.6,2025-06-12 12:37:54,2025-06-12 12:37:54,GTIGN,GTSTT,ok,0.0
707,3711.6,3711.6,2025-06-12 12:37:54,2025-06-12 12:37:54,GTSTT,GTIGL,ok,0.0
708,3711.6,3711.6,2025-06-12 12:37:54,2025-06-12 12:37:58,GTIGL,GTERI,ok,0.0
710,3711.6,3711.6,2025-06-12 12:37:58,2025-06-12 12:38:31,GTERI,GTERI,ok,0.0
711,3711.6,3711.6,2025-06-12 12:38:31,2025-06-12 12:38:34,GTERI,GTERI,ok,0.0
712,3711.6,3711.6,2025-06-12 12:38:34,2025-06-12 12:38:36,GTERI,GTERI,ok,0.0
713,3711.6,3712.0,2025-06-12 12:38:36,2025-06-12 12:39:28,GTERI,GTERI,ok,0.40000000000009095
715,3712.0,3713.0,2025-06-12 12:39:28,2025-06-12 12:41:00,GTERI,GTERI,ok,1.0
717,3713.0,3713.0,2025-06-12 12:41:00,2025-06-12 12:42:31,GTERI,GTERI,ok,0.0
718,3713.0,3713.0,2025-06-12 12:42:31,2025-06-12 12:42:33,GTERI,GTERI,ok,0.0
719,3713.0,3713.1,2025-06-12 12:42:33,2025-06-12 12:42:37,GTERI,GTERI,ok,0.09999999999990905
720,3713.1,3713.2,2025-06-12 12:42:37,2025-06-12 12:43:00,GTERI,GTERI,ok,0.09999999999990905
721,3713.2,3713.3,2025-06-12 12:43:00,2025-06-12 12:43:13,GTERI,GTERI,ok,0.1000000000003638
722,3713.3,3713.6,2025-06-12 12:43:13,2025-06-12 12:44:00,GTERI,GTERI,ok,0.29999999999972715
723,3713.6,3713.6,2025-06-12 12:44:00,2025-06-12 12:44:01,GTERI,GTERI,ok,0.0
725,3713.6,3713.7,2025-06-12 12:44:01,2025-06-12 12:45:45,GTERI,GTERI,ok,0.09999999999990905
726,3713.7,3713.9,2025-06-12 12:45:45,2025-06-12 12:46:20,GTERI,GTERI,ok,0.20000000000027285
728,3713.9,3714.0,2025-06-12 12:46:20,2025-06-12 12:46:45,GTERI,GTERI,ok,0.09999999999990905
729,3714.0,3714.1,2025-06-12 12:46:45,2025-06-12 12:47:00,GTERI,GTERI,ok,0.09999999999990905
730,3714.1,3714.1,2025-06-12 12:47:00,2025-06-12 12:47:01,GTERI,GTERI,ok,0.0
731,3714.1,3714.2,2025-06-12 12:47:01,2025-06-12 12:47:08,GTERI,GTERI,ok,0.09999999999990905
732,3714.2,3714.2,2025-06-12 12:47:08,2025-06-12 12:47:10,GTERI,GTERI,ok,0.0
733,3714.2,3714.2,2025-06-12 12:47:10,2025-06-12 12:47:21,GTERI,GTERI,ok,0.0
735,3714.2,3714.3,2025-06-12 12:47:21,2025-06-12 12:48:41,GTERI,GTIGF,ok,0.1000000000003638
736,3714.3,3714.3,2025-06-12 12:48:41,2025-06-12 12:48:41,GTIGF,GTSTT,ok,0.0
737,3714.3,3714.3,2025-06-12 12:48:41,2025-06-12 12:48:41,GTSTT,GTERI,ok,0.0
738,3714.3,3714.3,2025-06-12 12:48:41,2025-06-12 12:48:41,GTERI,GTIGL,ok,0.0
739,3714.3,3714.3,2025-06-12 12:48:41,2025-06-12 12:49:30,GTIGL,GTSTT,ok,0.0
770,3714.3,3714.3,2025-06-12 12:49:30,2025-06-12 13:48:37,GTSTT,GTERI,ok,0.0
801,3714.3,3714.3,2025-06-12 13:48:37,2025-06-12 14:48:37,GTERI,GTERI,ok,0.0
814,3714.3,3714.3,2025-06-12 14:48:37,2025-06-12 15:12:51,GTERI,GTSTT,ok,0.0
815,3714.3,3714.3,2025-06-12 15:12:51,2025-06-12 15:13:04,GTSTT,GTSTT,ok,0.0
834,3714.3,3714.3,2025-06-12 15:13:04,2025-06-12 15:48:37,GTSTT,GTERI,ok,0.0
866,3714.3,3714.3,2025-06-12 15:48:37,2025-06-12 16:48:37,GTERI,GTERI,ok,0.0
897,3714.3,3714.3,2025-06-12 16:48:37,2025-06-12 17:48:37,GTERI,GTERI,ok,0.0
928,3714.3,3714.3,2025-06-12 17:48:37,2025-06-12 18:48:37,GTERI,GTERI,ok,0.0
959,3714.3,3714.3,2025-06-12 18:48:37,2025-06-12 19:48:37,GTERI,GTERI,ok,0.0
990,3714.3,3714.3,2025-06-12 19:48:37,2025-06-12 20:48:37,GTERI,GTERI,ok,0.0
1021,3714.3,3714.3,2025-06-12 20:48:37,2025-06-12 21:48:37,GTERI,GTERI,ok,0.0
1052,3714.3,3714.3,2025-06-12 21:48:37,2025-06-12 22:48:37,GTERI,GTERI,ok,0.0
1083,3714.3,3714.3,2025-06-12 22:48:37,2025-06-12 23:48:37,GTERI,GTERI,ok,0.0
1114,3714.3,3714.3,2025-06-12 23:48:37,2025-06-13 00:48:37,GTERI,GTERI,ok,0.0
1145,3714.3,3714.3,2025-06-13 00:48:37,2025-06-13 01:48:37,GTERI,GTERI,ok,0.0
1176,3714.3,3714.3,2025-06-13 01:48:37,2025-06-13 02:48:37,GTERI,GTERI,ok,0.0
1207,3714.3,3714.3,2025-06-13 02:48:37,2025-06-13 03:48:37,GTERI,GTERI,ok,0.0
1239,3714.3,3714.3,2025-06-13 03:48:37,2025-06-13 04:48:37,GTERI,GTERI,ok,0.0
1271,3714.3,3714.3,2025-06-13 04:48:37,2025-06-13 05:48:37,GTERI,GTERI,ok,0.0
1302,3714.3,3714.3,2025-06-13 05:48:37,2025-06-13 06:48:37,GTERI,GTERI,ok,0.0
1333,3714.3,3714.3,2025-06-13 06:48:37,2025-06-13 07:48:37,GTERI,GTERI,ok,0.0
1364,3714.3,3714.3,2025-06-13 07:48:37,2025-06-13 08:48:37,GTERI,GTERI,ok,0.0
1395,3714.3,3714.3,2025-06-13 08:48:37,2025-06-13 09:48:37,GTERI,GTERI,ok,0.0
1404,3714.3,3714.3,2025-06-13 09:48:37,2025-06-13 10:04:37,GTERI,GTIGN,ok,0.0
1405,3714.3,3714.3,2025-06-13 10:04:37,2025-06-13 10:04:37,GTIGN,GTSTT,ok,0.0
1406,3714.3,3714.3,2025-06-13 10:04:37,2025-06-13 10:04:38,GTSTT,GTSTT,ok,0.0
1407,3714.3,3714.3,2025-06-13 10:04:38,2025-06-13 10:04:39,GTSTT,GTIGF,ok,0.0
1408,3714.3,3714.3,2025-06-13 10:04:39,2025-06-13 10:04:39,GTIGF,GTSTT,ok,0.0
1409,3714.3,3714.3,2025-06-13 10:04:39,2025-06-13 10:04:40,GTSTT,GTIGN,ok,0.0
1410,3714.3,3714.3,2025-06-13 10:04:40,2025-06-13 10:04:40,GTIGN,GTSTT,ok,0.0
1411,3714.3,3714.4,2025-06-13 10:04:40,2025-06-13 10:04:58,GTSTT,GTERI,ok,0.09999999999990905
1412,3714.4,3714.4,2025-06-13 10:04:58,2025-06-13 10:04:58,GTERI,GTIGL,ok,0.0
1413,3714.4,3714.4,2025-06-13 10:04:58,2025-06-13 10:04:58,GTIGL,GTIGL,ok,0.0
1414,3714.4,3714.4,2025-06-13 10:04:58,2025-06-13 10:04:58,GTIGL,GTIGL,ok,0.0
1415,3714.4,3714.4,2025-06-13 10:04:58,2025-06-13 10:05:26,GTIGL,GTIGF,ok,0.0
1416,3714.4,3714.4,2025-06-13 10:05:26,2025-06-13 10:05:26,GTIGF,GTSTT,ok,0.0
1417,3714.4,3714.4,2025-06-13 10:05:26,2025-06-13 10:05:27,GTSTT,GTERI,ok,0.0
1418,3714.4,3714.4,2025-06-13 10:05:27,2025-06-13 10:05:27,GTERI,GTIGL,ok,0.0
1420,3714.4,3714.4,2025-06-13 10:05:27,2025-06-13 10:06:07,GTIGL,GTSTT,ok,0.0
1450,3714.4,3714.4,2025-06-13 10:06:07,2025-06-13 11:05:21,GTSTT,GTERI,ok,0.0
1481,3714.4,3714.4,2025-06-13 11:05:21,2025-06-13 12:05:21,GTERI,GTERI,ok,0.0
1512,3714.4,3714.4,2025-06-13 12:05:21,2025-06-13 13:05:21,GTERI,GTERI,ok,0.0
1543,3714.4,3714.4,2025-06-13 13:05:21,2025-06-13 14:04:31,GTERI,GTIGN,ok,0.0
1544,3714.4,3714.4,2025-06-13 14:04:31,2025-06-13 14:04:31,GTIGN,GTSTT,ok,0.0
1545,3714.4,3714.4,2025-06-13 14:04:31,2025-06-13 14:04:42,GTSTT,GTIGF,ok,0.0
1546,3714.4,3714.4,2025-06-13 14:04:42,2025-06-13 14:04:42,GTIGF,GTSTT,ok,0.0
1547,3714.4,3714.4,2025-06-13 14:04:42,2025-06-13 14:04:43,GTSTT,GTIGN,ok,0.0
1548,3714.4,3714.4,2025-06-13 14:04:43,2025-06-13 14:04:43,GTIGN,GTSTT,ok,0.0
1549,3714.4,3714.4,2025-06-13 14:04:43,2025-06-13 14:04:44,GTSTT,GTIGL,ok,0.0
1550,3714.4,3714.4,2025-06-13 14:04:44,2025-06-13 14:04:44,GTIGL,GTIGL,ok,0.0
1551,3714.4,3714.4,2025-06-13 14:04:44,2025-06-13 14:04:44,GTIGL,GTIGL,ok,0.0
1552,3714.4,3714.4,2025-06-13 14:04:44,2025-06-13 14:04:47,GTIGL,GTERI,ok,0.0
1554,3714.4,3714.5,2025-06-13 14:04:47,2025-06-13 14:07:26,GTERI,GTERI,ok,0.09999999999990905
1555,3714.5,3714.5,2025-06-13 14:07:26,2025-06-13 14:07:28,GTERI,GTERI,ok,0.0
1556,3714.5,3714.5,2025-06-13 14:07:28,2025-06-13 14:07:35,GTERI,GTERI,ok,0.0
1557,3714.5,3714.5,2025-06-13 14:07:35,2025-06-13 14:07:38,GTERI,GTERI,ok,0.0
1559,3714.5,3714.6,2025-06-13 14:07:38,2025-06-13 14:07:48,GTERI,GTERI,ok,0.09999999999990905
1560,3714.6,3714.7,2025-06-13 14:07:48,2025-06-13 14:08:04,GTERI,GTERI,ok,0.09999999999990905
1561,3714.7,3714.9,2025-06-13 14:08:04,2025-06-13 14:08:32,GTERI,GTERI,ok,0.20000000000027285
1563,3714.9,3715.9,2025-06-13 14:08:32,2025-06-13 14:10:15,GTERI,GTERI,ok,1.0
1564,3715.9,3715.9,2025-06-13 14:10:15,2025-06-13 14:10:15,GTERI,GTERI,ok,0.0
1565,3715.9,3716.3,2025-06-13 14:10:15,2025-06-13 14:10:48,GTERI,GTERI,ok,0.40000000000009095
1566,3716.3,3716.3,2025-06-13 14:10:48,2025-06-13 14:11:14,GTERI,GTERI,ok,0.0
1567,3716.3,3716.4,2025-06-13 14:11:14,2025-06-13 14:11:25,GTERI,GTERI,ok,0.09999999999990905
1568,3716.4,3716.4,2025-06-13 14:11:25,2025-06-13 14:11:31,GTERI,GTERI,ok,0.0
