bloco,ordem_no_bloco,latitude,longitude,data_hora,hodometro_atual,motion_status
1,371,-23.33004,-51.178107,2025-07-09 08:02:40,3.4,21.0
1,372,-23.33004,-51.178107,2025-07-09 08:05:35,3.4,21.0
1,373,-23.33004,-51.178107,2025-07-09 08:08:16,3.4,21.0
1,374,-23.33004,-51.178107,2025-07-09 08:08:35,3.4,21.0
1,375,-23.33004,-51.178107,2025-07-09 08:10:16,3.4,21.0
1,376,-23.33004,-51.178107,2025-07-09 08:11:35,3.4,21.0
1,377,-23.33004,-51.178107,2025-07-09 08:14:35,3.4,21.0
1,378,-23.33004,-51.178107,2025-07-09 08:14:35,3.4,21.0
1,379,-23.33004,-51.178107,2025-07-09 08:17:35,3.4,21.0
1,380,-23.33004,-51.178107,2025-07-09 08:20:35,3.4,21.0
1,381,-23.33004,-51.178107,2025-07-09 08:21:01,3.4,21.0
1,382,-23.33004,-51.178107,2025-07-09 08:23:25,3.4,21.0
1,383,-23.33004,-51.178107,2025-07-09 08:23:35,3.4,21.0
1,384,-23.33004,-51.178107,2025-07-09 08:25:24,3.4,21.0
1,385,-23.33004,-51.178107,2025-07-09 08:26:49,3.4,21.0
