linha,Hodômetro_anterior,Hodômetro_atual,data_anterior,data_atual,sequencia_anterior,sequencia_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
4323,368.0,368.0,2025-06-16 06:52:05,2025-06-16 06:52:09,6420.0,6421.0,GTERI,GTERI,ok,0.0
4324,368.0,368.0,2025-06-16 06:52:09,2025-06-16 06:52:11,6421.0,6422.0,GTERI,GTERI,ok,0.0
4325,368.0,368.1,2025-06-16 06:52:11,2025-06-16 06:52:24,6422.0,6423.0,GTERI,GTERI,ok,0.10000000000002274
4326,368.1,368.1,2025-06-16 06:52:24,2025-06-16 06:52:26,6423.0,6424.0,GTERI,GTERI,ok,0.0
4319,368.1,368.1,2025-06-16 06:52:26,2025-06-16 06:52:28,6424.0,6426.0,GTERI,GTPDP,ok,0.0
4329,368.1,369.7,2025-06-16 06:52:28,2025-06-16 06:55:05,6426.0,6427.0,GTPDP,GTERI,ok,1.599999999999966
4330,369.7,369.8,2025-06-16 06:55:05,2025-06-16 06:55:17,6427.0,6428.0,GTERI,GTERI,ok,0.10000000000002274
4331,369.8,369.8,2025-06-16 06:55:17,2025-06-16 06:55:19,6428.0,6429.0,GTERI,GTERI,ok,0.0
4328,369.8,370.0,2025-06-16 06:55:19,2025-06-16 06:55:35,6429.0,6431.0,GTERI,GTPDP,ok,0.19999999999998863
4332,370.0,373.1,2025-06-16 06:55:35,2025-06-16 06:58:05,6431.0,6432.0,GTPDP,GTERI,ok,3.1000000000000227
4335,373.1,377.1,2025-06-16 06:58:05,2025-06-16 07:01:05,6432.0,6435.0,GTERI,GTERI,ok,4.0
4337,377.1,382.0,2025-06-16 07:01:05,2025-06-16 07:04:05,6435.0,6438.0,GTERI,GTERI,ok,4.899999999999977
4339,382.0,383.7,2025-06-16 07:04:05,2025-06-16 07:05:06,6438.0,6440.0,GTERI,GTPDP,ok,1.6999999999999886
4340,383.7,386.9,2025-06-16 07:05:06,2025-06-16 07:07:05,6440.0,6441.0,GTPDP,GTERI,ok,3.1999999999999886
4342,386.9,391.8,2025-06-16 07:07:05,2025-06-16 07:10:05,6441.0,6443.0,GTERI,GTERI,ok,4.900000000000034
4345,391.8,395.8,2025-06-16 07:10:05,2025-06-16 07:12:36,6443.0,6446.0,GTERI,GTPDP,ok,4.0
4346,395.8,396.6,2025-06-16 07:12:36,2025-06-16 07:13:05,6446.0,6447.0,GTPDP,GTERI,ok,0.8000000000000114
4348,396.6,401.3,2025-06-16 07:13:05,2025-06-16 07:16:05,6447.0,6449.0,GTERI,GTERI,ok,4.699999999999989
4350,401.3,405.9,2025-06-16 07:16:05,2025-06-16 07:19:05,6449.0,6451.0,GTERI,GTERI,ok,4.599999999999966
4352,405.9,409.8,2025-06-16 07:19:05,2025-06-16 07:21:27,6451.0,6453.0,GTERI,GTPDP,ok,3.900000000000034
4353,409.8,410.9,2025-06-16 07:21:27,2025-06-16 07:22:05,6453.0,6454.0,GTPDP,GTERI,ok,1.099999999999966
4355,410.9,415.9,2025-06-16 07:22:05,2025-06-16 07:25:05,6454.0,6456.0,GTERI,GTERI,ok,5.0
4357,415.9,420.8,2025-06-16 07:25:05,2025-06-16 07:28:05,6456.0,6458.0,GTERI,GTERI,ok,4.900000000000034
4359,420.8,424.2,2025-06-16 07:28:05,2025-06-16 07:30:10,6458.0,6460.0,GTERI,GTERI,ok,3.3999999999999773
4361,424.2,425.7,2025-06-16 07:30:10,2025-06-16 07:31:05,6460.0,6462.0,GTERI,GTERI,ok,1.5
4364,425.7,430.1,2025-06-16 07:31:05,2025-06-16 07:34:05,6462.0,6464.0,GTERI,GTERI,ok,4.400000000000034
4367,430.1,434.4,2025-06-16 07:34:05,2025-06-16 07:37:05,6464.0,6469.0,GTERI,GTERI,ok,4.2999999999999545
4368,434.4,439.1,2025-06-16 07:37:05,2025-06-16 07:40:05,6469.0,6470.0,GTERI,GTERI,ok,4.7000000000000455
4369,439.1,439.1,2025-06-16 07:40:05,2025-06-16 07:40:05,6470.0,6470.0,GTERI,GTERI,ok,0.0
4371,439.1,443.5,2025-06-16 07:40:05,2025-06-16 07:43:05,6470.0,6473.0,GTERI,GTERI,ok,4.399999999999977
4373,443.5,448.5,2025-06-16 07:43:05,2025-06-16 07:46:05,6473.0,6475.0,GTERI,GTERI,ok,5.0
4376,448.5,452.0,2025-06-16 07:46:05,2025-06-16 07:48:40,6475.0,6478.0,GTERI,GTERI,ok,3.5
4377,452.0,452.0,2025-06-16 07:48:40,2025-06-16 07:48:42,6478.0,6479.0,GTERI,GTERI,ok,0.0
4378,452.0,452.0,2025-06-16 07:48:42,2025-06-16 07:48:44,6479.0,6480.0,GTERI,GTERI,ok,0.0
4379,452.0,452.0,2025-06-16 07:48:44,2025-06-16 07:49:00,6480.0,6481.0,GTERI,GTERI,ok,0.0
4380,452.0,452.1,2025-06-16 07:49:00,2025-06-16 07:49:05,6481.0,6482.0,GTERI,GTERI,ok,0.10000000000002274
4381,452.1,452.9,2025-06-16 07:49:05,2025-06-16 07:49:54,6482.0,6483.0,GTERI,GTERI,ok,0.7999999999999545
4382,452.9,452.9,2025-06-16 07:49:54,2025-06-16 07:49:56,6483.0,6484.0,GTERI,GTERI,ok,0.0
4383,452.9,452.9,2025-06-16 07:49:56,2025-06-16 07:50:01,6484.0,6485.0,GTERI,GTERI,ok,0.0
4384,452.9,453.0,2025-06-16 07:50:01,2025-06-16 07:50:09,6485.0,6486.0,GTERI,GTERI,ok,0.10000000000002274
4385,453.0,453.0,2025-06-16 07:50:09,2025-06-16 07:50:12,6486.0,6487.0,GTERI,GTERI,ok,0.0
4386,453.0,453.0,2025-06-16 07:50:12,2025-06-16 07:50:15,6487.0,6488.0,GTERI,GTERI,ok,0.0
4388,453.0,453.0,2025-06-16 07:50:15,2025-06-16 07:50:18,6488.0,6490.0,GTERI,GTERI,ok,0.0
4389,453.0,453.0,2025-06-16 07:50:18,2025-06-16 07:50:26,6490.0,6491.0,GTERI,GTERI,ok,0.0
4390,453.0,453.1,2025-06-16 07:50:26,2025-06-16 07:50:30,6491.0,6492.0,GTERI,GTERI,ok,0.10000000000002274
4391,453.1,453.1,2025-06-16 07:50:30,2025-06-16 07:50:32,6492.0,6493.0,GTERI,GTERI,ok,0.0
4392,453.1,453.1,2025-06-16 07:50:32,2025-06-16 07:50:35,6493.0,6494.0,GTERI,GTERI,ok,0.0
4393,453.1,453.1,2025-06-16 07:50:35,2025-06-16 07:50:39,6494.0,6495.0,GTERI,GTERI,ok,0.0
4394,453.1,453.1,2025-06-16 07:50:39,2025-06-16 07:50:46,6495.0,6496.0,GTERI,GTIGF,ok,0.0
4395,453.1,453.1,2025-06-16 07:50:46,2025-06-16 07:50:46,6496.0,6497.0,GTIGF,GTSTT,ok,0.0
4396,453.1,453.1,2025-06-16 07:50:46,2025-06-16 07:50:46,6497.0,6498.0,GTSTT,GTERI,ok,0.0
4397,453.1,453.1,2025-06-16 07:50:46,2025-06-16 07:50:46,6498.0,6499.0,GTERI,GTIGL,ok,0.0
4398,453.1,453.1,2025-06-16 07:50:46,2025-06-16 07:52:00,6499.0,6500.0,GTIGL,GTSTT,ok,0.0
4429,453.1,453.1,2025-06-16 07:52:00,2025-06-16 08:50:41,6500.0,6531.0,GTSTT,GTERI,ok,0.0
4460,453.1,453.1,2025-06-16 08:50:41,2025-06-16 09:50:41,6531.0,6562.0,GTERI,GTERI,ok,0.0
4491,453.1,453.1,2025-06-16 09:50:41,2025-06-16 10:50:41,6562.0,6593.0,GTERI,GTERI,ok,0.0
4522,453.1,453.1,2025-06-16 10:50:41,2025-06-16 11:50:41,6593.0,6624.0,GTERI,GTERI,ok,0.0
4523,453.1,453.1,2025-06-16 11:50:41,2025-06-16 11:50:57,6624.0,6625.0,GTERI,GTIGN,ok,0.0
4524,453.1,453.1,2025-06-16 11:50:57,2025-06-16 11:50:57,6625.0,6626.0,GTIGN,GTSTT,ok,0.0
4525,453.1,453.1,2025-06-16 11:50:57,2025-06-16 11:51:06,6626.0,6627.0,GTSTT,GTERI,ok,0.0
4526,453.1,453.1,2025-06-16 11:51:06,2025-06-16 11:51:06,6627.0,6628.0,GTERI,GTIGL,ok,0.0
4527,453.1,453.1,2025-06-16 11:51:06,2025-06-16 11:51:13,6628.0,6629.0,GTIGL,GTERI,ok,0.0
4528,453.1,453.1,2025-06-16 11:51:13,2025-06-16 11:51:17,6629.0,6630.0,GTERI,GTERI,ok,0.0
4529,453.1,453.1,2025-06-16 11:51:17,2025-06-16 11:51:22,6630.0,6631.0,GTERI,GTERI,ok,0.0
4530,453.1,453.2,2025-06-16 11:51:22,2025-06-16 11:51:27,6631.0,6632.0,GTERI,GTERI,ok,0.0999999999999659
4531,453.2,453.2,2025-06-16 11:51:27,2025-06-16 11:51:45,6632.0,6633.0,GTERI,GTERI,ok,0.0
4532,453.2,453.2,2025-06-16 11:51:45,2025-06-16 11:51:47,6633.0,6634.0,GTERI,GTERI,ok,0.0
4533,453.2,453.7,2025-06-16 11:51:47,2025-06-16 11:52:21,6634.0,6635.0,GTERI,GTERI,ok,0.5
4535,453.7,454.1,2025-06-16 11:52:21,2025-06-16 11:52:40,6635.0,6637.0,GTERI,GTERI,ok,0.4000000000000341
4536,454.1,454.1,2025-06-16 11:52:40,2025-06-16 11:52:44,6637.0,6638.0,GTERI,GTERI,ok,0.0
4537,454.1,454.1,2025-06-16 11:52:44,2025-06-16 11:52:46,6638.0,6639.0,GTERI,GTERI,ok,0.0
4538,454.1,455.6,2025-06-16 11:52:46,2025-06-16 11:54:07,6639.0,6640.0,GTERI,GTERI,ok,1.5
4540,455.6,458.0,2025-06-16 11:54:07,2025-06-16 11:55:55,6640.0,6642.0,GTERI,GTERI,ok,2.3999999999999773
4542,458.0,459.7,2025-06-16 11:55:55,2025-06-16 11:57:07,6642.0,6644.0,GTERI,GTERI,ok,1.6999999999999886
4543,459.7,460.0,2025-06-16 11:57:07,2025-06-16 11:57:21,6644.0,6645.0,GTERI,GTERI,ok,0.30000000000001137
4544,460.0,460.0,2025-06-16 11:57:21,2025-06-16 11:57:24,6645.0,6646.0,GTERI,GTERI,ok,0.0
4545,460.0,460.2,2025-06-16 11:57:24,2025-06-16 11:57:36,6646.0,6647.0,GTERI,GTERI,ok,0.19999999999998863
4547,460.2,462.5,2025-06-16 11:57:36,2025-06-16 12:00:07,6647.0,6649.0,GTERI,GTERI,ok,2.3000000000000114
4548,462.5,462.7,2025-06-16 12:00:07,2025-06-16 12:00:24,6649.0,6650.0,GTERI,GTERI,ok,0.19999999999998863
4549,462.7,462.7,2025-06-16 12:00:24,2025-06-16 12:00:25,6650.0,6651.0,GTERI,GTERI,ok,0.0
4551,462.7,463.2,2025-06-16 12:00:25,2025-06-16 12:01:18,6651.0,6653.0,GTERI,GTERI,ok,0.5
4552,463.2,463.2,2025-06-16 12:01:18,2025-06-16 12:01:20,6653.0,6654.0,GTERI,GTERI,ok,0.0
4553,463.2,463.2,2025-06-16 12:01:20,2025-06-16 12:01:26,6654.0,6655.0,GTERI,GTERI,ok,0.0
4554,463.2,464.0,2025-06-16 12:01:26,2025-06-16 12:02:17,6655.0,6656.0,GTERI,GTIGF,ok,0.8000000000000114
4555,464.0,464.0,2025-06-16 12:02:17,2025-06-16 12:02:17,6656.0,6657.0,GTIGF,GTSTT,ok,0.0
4556,464.0,464.0,2025-06-16 12:02:17,2025-06-16 12:02:18,6657.0,6658.0,GTSTT,GTERI,ok,0.0
4557,464.0,464.0,2025-06-16 12:02:18,2025-06-16 12:02:18,6658.0,6659.0,GTERI,GTIGL,ok,0.0
4559,464.0,464.0,2025-06-16 12:02:18,2025-06-16 12:03:06,6659.0,6661.0,GTIGL,GTSTT,ok,0.0
4589,464.0,464.0,2025-06-16 12:03:06,2025-06-16 13:02:13,6661.0,6691.0,GTSTT,GTERI,ok,0.0
4610,464.0,464.0,2025-06-16 13:02:13,2025-06-16 13:41:54,6691.0,6712.0,GTERI,GTIGN,ok,0.0
4611,464.0,464.0,2025-06-16 13:41:54,2025-06-16 13:41:54,6712.0,6713.0,GTIGN,GTSTT,ok,0.0
4612,464.0,464.0,2025-06-16 13:41:54,2025-06-16 13:42:02,6713.0,6714.0,GTSTT,GTERI,ok,0.0
4613,464.0,464.0,2025-06-16 13:42:02,2025-06-16 13:42:02,6714.0,6715.0,GTERI,GTIGL,ok,0.0
4615,464.0,464.1,2025-06-16 13:42:02,2025-06-16 13:42:42,6715.0,6717.0,GTIGL,GTERI,ok,0.10000000000002274
4616,464.1,464.1,2025-06-16 13:42:42,2025-06-16 13:42:46,6717.0,6718.0,GTERI,GTERI,ok,0.0
4617,464.1,464.1,2025-06-16 13:42:46,2025-06-16 13:42:47,6718.0,6719.0,GTERI,GTERI,ok,0.0
4618,464.1,464.1,2025-06-16 13:42:47,2025-06-16 13:42:48,6719.0,6720.0,GTERI,GTERI,ok,0.0
4619,464.1,464.1,2025-06-16 13:42:48,2025-06-16 13:42:50,6720.0,6721.0,GTERI,GTERI,ok,0.0
4620,464.1,465.1,2025-06-16 13:42:50,2025-06-16 13:43:46,6721.0,6722.0,GTERI,GTERI,ok,1.0
4621,465.1,465.1,2025-06-16 13:43:46,2025-06-16 13:43:56,6722.0,6723.0,GTERI,GTERI,ok,0.0
4623,465.1,465.6,2025-06-16 13:43:56,2025-06-16 13:44:36,6723.0,6725.0,GTERI,GTERI,ok,0.5
4624,465.6,465.6,2025-06-16 13:44:36,2025-06-16 13:44:39,6725.0,6726.0,GTERI,GTERI,ok,0.0
4625,465.6,465.8,2025-06-16 13:44:39,2025-06-16 13:44:59,6726.0,6727.0,GTERI,GTERI,ok,0.19999999999998863
4626,465.8,466.2,2025-06-16 13:44:59,2025-06-16 13:45:22,6727.0,6728.0,GTERI,GTERI,ok,0.39999999999997726
4628,466.2,468.4,2025-06-16 13:45:22,2025-06-16 13:47:45,6728.0,6730.0,GTERI,GTERI,ok,2.1999999999999886
4629,468.4,468.5,2025-06-16 13:47:45,2025-06-16 13:47:48,6730.0,6731.0,GTERI,GTERI,ok,0.10000000000002274
4630,468.5,468.5,2025-06-16 13:47:48,2025-06-16 13:47:50,6731.0,6732.0,GTERI,GTERI,ok,0.0
4631,468.5,468.5,2025-06-16 13:47:50,2025-06-16 13:47:52,6732.0,6733.0,GTERI,GTERI,ok,0.0
4632,468.5,468.5,2025-06-16 13:47:52,2025-06-16 13:47:55,6733.0,6734.0,GTERI,GTERI,ok,0.0
4633,468.5,468.6,2025-06-16 13:47:55,2025-06-16 13:47:59,6734.0,6735.0,GTERI,GTERI,ok,0.10000000000002274
4634,468.6,468.6,2025-06-16 13:47:59,2025-06-16 13:48:00,6735.0,6736.0,GTERI,GTERI,ok,0.0
4636,468.6,471.3,2025-06-16 13:48:00,2025-06-16 13:49:57,6736.0,6738.0,GTERI,GTERI,ok,2.6999999999999886
4638,471.3,472.7,2025-06-16 13:49:57,2025-06-16 13:50:59,6738.0,6740.0,GTERI,GTERI,ok,1.3999999999999773
4640,472.7,475.0,2025-06-16 13:50:59,2025-06-16 13:53:05,6740.0,6742.0,GTERI,GTERI,ok,2.3000000000000114
4641,475.0,475.6,2025-06-16 13:53:05,2025-06-16 13:53:38,6742.0,6743.0,GTERI,GTERI,ok,0.6000000000000227
4642,475.6,475.6,2025-06-16 13:53:38,2025-06-16 13:53:42,6743.0,6744.0,GTERI,GTERI,ok,0.0
4643,475.6,475.7,2025-06-16 13:53:42,2025-06-16 13:53:52,6744.0,6745.0,GTERI,GTERI,ok,0.0999999999999659
4644,475.7,475.7,2025-06-16 13:53:52,2025-06-16 13:53:59,6745.0,6746.0,GTERI,GTERI,ok,0.0
4645,475.7,475.7,2025-06-16 13:53:59,2025-06-16 13:54:03,6746.0,6747.0,GTERI,GTERI,ok,0.0
4646,475.7,475.7,2025-06-16 13:54:03,2025-06-16 13:54:35,6747.0,6748.0,GTERI,GTERI,ok,0.0
4648,475.7,475.7,2025-06-16 13:54:35,2025-06-16 13:55:02,6748.0,6750.0,GTERI,GTIGF,ok,0.0
4649,475.7,475.7,2025-06-16 13:55:02,2025-06-16 13:55:02,6750.0,6751.0,GTIGF,GTSTT,ok,0.0
4650,475.7,475.7,2025-06-16 13:55:02,2025-06-16 13:55:02,6751.0,6752.0,GTSTT,GTERI,ok,0.0
4651,475.7,475.7,2025-06-16 13:55:02,2025-06-16 13:55:02,6752.0,6753.0,GTERI,GTIGL,ok,0.0
4652,475.7,475.7,2025-06-16 13:55:02,2025-06-16 13:55:47,6753.0,6754.0,GTIGL,GTSTT,ok,0.0
4683,475.7,475.7,2025-06-16 13:55:47,2025-06-16 14:54:57,6754.0,6785.0,GTSTT,GTERI,ok,0.0
4714,475.7,475.7,2025-06-16 14:54:57,2025-06-16 15:54:57,6785.0,6816.0,GTERI,GTERI,ok,0.0
4745,475.7,475.7,2025-06-16 15:54:57,2025-06-16 16:54:57,6816.0,6847.0,GTERI,GTERI,ok,0.0
4770,475.7,475.7,2025-06-16 16:54:57,2025-06-16 17:44:19,6847.0,6872.0,GTERI,GTIGN,ok,0.0
4771,475.7,475.7,2025-06-16 17:44:19,2025-06-16 17:44:19,6872.0,6873.0,GTIGN,GTSTT,ok,0.0
4773,475.7,475.7,2025-06-16 17:44:19,2025-06-16 17:44:51,6873.0,6875.0,GTSTT,GTERI,ok,0.0
4774,475.7,475.7,2025-06-16 17:44:51,2025-06-16 17:44:51,6875.0,6876.0,GTERI,GTIGL,ok,0.0
4775,475.7,475.8,2025-06-16 17:44:51,2025-06-16 17:44:56,6876.0,6877.0,GTIGL,GTERI,ok,0.10000000000002274
4776,475.8,475.8,2025-06-16 17:44:56,2025-06-16 17:45:04,6877.0,6878.0,GTERI,GTERI,ok,0.0
4777,475.8,475.8,2025-06-16 17:45:04,2025-06-16 17:45:07,6878.0,6879.0,GTERI,GTERI,ok,0.0
4778,475.8,475.8,2025-06-16 17:45:07,2025-06-16 17:45:09,6879.0,6880.0,GTERI,GTERI,ok,0.0
4779,475.8,476.1,2025-06-16 17:45:09,2025-06-16 17:45:51,6880.0,6881.0,GTERI,GTERI,ok,0.30000000000001137
4780,476.1,476.3,2025-06-16 17:45:51,2025-06-16 17:46:29,6881.0,6882.0,GTERI,GTERI,ok,0.19999999999998863
4781,476.3,476.3,2025-06-16 17:46:29,2025-06-16 17:46:31,6882.0,6883.0,GTERI,GTERI,ok,0.0
4782,476.3,476.3,2025-06-16 17:46:31,2025-06-16 17:46:33,6883.0,6884.0,GTERI,GTERI,ok,0.0
4783,476.3,476.3,2025-06-16 17:46:33,2025-06-16 17:46:35,6884.0,6885.0,GTERI,GTERI,ok,0.0
4785,476.3,476.5,2025-06-16 17:46:35,2025-06-16 17:46:55,6885.0,6887.0,GTERI,GTERI,ok,0.19999999999998863
4786,476.5,476.9,2025-06-16 17:46:55,2025-06-16 17:47:28,6887.0,6888.0,GTERI,GTERI,ok,0.39999999999997726
4787,476.9,477.0,2025-06-16 17:47:28,2025-06-16 17:47:43,6888.0,6889.0,GTERI,GTERI,ok,0.10000000000002274
4788,477.0,477.0,2025-06-16 17:47:43,2025-06-16 17:47:45,6889.0,6890.0,GTERI,GTERI,ok,0.0
4789,477.0,477.0,2025-06-16 17:47:45,2025-06-16 17:47:52,6890.0,6891.0,GTERI,GTIGF,ok,0.0
4790,477.0,477.0,2025-06-16 17:47:52,2025-06-16 17:47:52,6891.0,6892.0,GTIGF,GTSTT,ok,0.0
4791,477.0,477.0,2025-06-16 17:47:52,2025-06-16 17:47:52,6892.0,6893.0,GTSTT,GTERI,ok,0.0
4792,477.0,477.0,2025-06-16 17:47:52,2025-06-16 17:47:53,6893.0,6894.0,GTERI,GTIGL,ok,0.0
4793,477.0,477.0,2025-06-16 17:47:53,2025-06-16 17:48:35,6894.0,6895.0,GTIGL,GTSTT,ok,0.0
4796,477.0,477.0,2025-06-16 17:48:35,2025-06-16 17:51:27,6895.0,6898.0,GTSTT,GTIGN,ok,0.0
4797,477.0,477.0,2025-06-16 17:51:27,2025-06-16 17:51:27,6898.0,6899.0,GTIGN,GTSTT,ok,0.0
4798,477.0,477.0,2025-06-16 17:51:27,2025-06-16 17:51:28,6899.0,6900.0,GTSTT,GTIGL,ok,0.0
4799,477.0,477.0,2025-06-16 17:51:28,2025-06-16 17:51:32,6900.0,6901.0,GTIGL,GTERI,ok,0.0
4800,477.0,477.0,2025-06-16 17:51:32,2025-06-16 17:51:49,6901.0,6902.0,GTERI,GTERI,ok,0.0
4801,477.0,477.0,2025-06-16 17:51:49,2025-06-16 17:51:54,6902.0,6903.0,GTERI,GTERI,ok,0.0
4802,477.0,477.0,2025-06-16 17:51:54,2025-06-16 17:52:01,6903.0,6904.0,GTERI,GTERI,ok,0.0
4803,477.0,477.0,2025-06-16 17:52:01,2025-06-16 17:52:07,6904.0,6905.0,GTERI,GTERI,ok,0.0
4804,477.0,477.3,2025-06-16 17:52:07,2025-06-16 17:52:43,6905.0,6906.0,GTERI,GTERI,ok,0.30000000000001137
4806,477.3,477.4,2025-06-16 17:52:43,2025-06-16 17:53:09,6906.0,6908.0,GTERI,GTERI,ok,0.0999999999999659
4807,477.4,477.5,2025-06-16 17:53:09,2025-06-16 17:53:12,6908.0,6909.0,GTERI,GTERI,ok,0.10000000000002274
4808,477.5,477.5,2025-06-16 17:53:12,2025-06-16 17:53:24,6909.0,6910.0,GTERI,GTERI,ok,0.0
4809,477.5,477.5,2025-06-16 17:53:24,2025-06-16 17:53:26,6910.0,6911.0,GTERI,GTERI,ok,0.0
4810,477.5,477.5,2025-06-16 17:53:26,2025-06-16 17:53:28,6911.0,6912.0,GTERI,GTERI,ok,0.0
4811,477.5,477.5,2025-06-16 17:53:28,2025-06-16 17:53:31,6912.0,6913.0,GTERI,GTERI,ok,0.0
4812,477.5,478.0,2025-06-16 17:53:31,2025-06-16 17:53:58,6913.0,6914.0,GTERI,GTERI,ok,0.5
4813,478.0,478.1,2025-06-16 17:53:58,2025-06-16 17:54:06,6914.0,6915.0,GTERI,GTERI,ok,0.10000000000002274
4814,478.1,478.1,2025-06-16 17:54:06,2025-06-16 17:54:08,6915.0,6916.0,GTERI,GTERI,ok,0.0
4815,478.1,478.1,2025-06-16 17:54:08,2025-06-16 17:54:10,6916.0,6917.0,GTERI,GTERI,ok,0.0
4816,478.1,478.1,2025-06-16 17:54:10,2025-06-16 17:54:33,6917.0,6918.0,GTERI,GTERI,ok,0.0
4817,478.1,478.1,2025-06-16 17:54:33,2025-06-16 17:54:44,6918.0,6919.0,GTERI,GTERI,ok,0.0
4819,478.1,479.0,2025-06-16 17:54:44,2025-06-16 17:55:38,6919.0,6921.0,GTERI,GTERI,ok,0.8999999999999773
4820,479.0,479.0,2025-06-16 17:55:38,2025-06-16 17:55:41,6921.0,6922.0,GTERI,GTERI,ok,0.0
4821,479.0,479.1,2025-06-16 17:55:41,2025-06-16 17:55:54,6922.0,6923.0,GTERI,GTERI,ok,0.10000000000002274
4822,479.1,479.1,2025-06-16 17:55:54,2025-06-16 17:56:00,6923.0,6924.0,GTERI,GTERI,ok,0.0
4823,479.1,479.1,2025-06-16 17:56:00,2025-06-16 17:56:05,6924.0,6925.0,GTERI,GTERI,ok,0.0
4824,479.1,479.1,2025-06-16 17:56:05,2025-06-16 17:56:11,6925.0,6926.0,GTERI,GTERI,ok,0.0
4825,479.1,479.1,2025-06-16 17:56:11,2025-06-16 17:56:13,6926.0,6927.0,GTERI,GTERI,ok,0.0
4826,479.1,479.1,2025-06-16 17:56:13,2025-06-16 17:56:18,6927.0,6928.0,GTERI,GTERI,ok,0.0
4827,479.1,479.1,2025-06-16 17:56:18,2025-06-16 17:56:20,6928.0,6929.0,GTERI,GTERI,ok,0.0
4828,479.1,479.1,2025-06-16 17:56:20,2025-06-16 17:56:28,6929.0,6930.0,GTERI,GTIGF,ok,0.0
4829,479.1,479.1,2025-06-16 17:56:28,2025-06-16 17:56:28,6930.0,6931.0,GTIGF,GTSTT,ok,0.0
4830,479.1,479.1,2025-06-16 17:56:28,2025-06-16 17:56:29,6931.0,6932.0,GTSTT,GTERI,ok,0.0
4831,479.1,479.1,2025-06-16 17:56:29,2025-06-16 17:56:29,6932.0,6933.0,GTERI,GTIGL,ok,0.0
4833,479.1,479.1,2025-06-16 17:56:29,2025-06-16 17:57:15,6933.0,6935.0,GTIGL,GTSTT,ok,0.0
4838,479.1,479.1,2025-06-16 17:57:15,2025-06-16 18:06:18,6935.0,6940.0,GTSTT,GTIGN,ok,0.0
4839,479.1,479.1,2025-06-16 18:06:18,2025-06-16 18:06:18,6940.0,6941.0,GTIGN,GTSTT,ok,0.0
4840,479.1,479.1,2025-06-16 18:06:18,2025-06-16 18:06:25,6941.0,6942.0,GTSTT,GTERI,ok,0.0
4841,479.1,479.1,2025-06-16 18:06:25,2025-06-16 18:06:25,6942.0,6943.0,GTERI,GTIGL,ok,0.0
4842,479.1,479.1,2025-06-16 18:06:25,2025-06-16 18:06:43,6943.0,6944.0,GTIGL,GTERI,ok,0.0
4843,479.1,479.1,2025-06-16 18:06:43,2025-06-16 18:06:46,6944.0,6945.0,GTERI,GTERI,ok,0.0
4845,479.1,479.1,2025-06-16 18:06:46,2025-06-16 18:06:55,6945.0,6947.0,GTERI,GTERI,ok,0.0
4846,479.1,479.1,2025-06-16 18:06:55,2025-06-16 18:07:01,6947.0,6948.0,GTERI,GTERI,ok,0.0
4847,479.1,479.2,2025-06-16 18:07:01,2025-06-16 18:07:22,6948.0,6949.0,GTERI,GTERI,ok,0.0999999999999659
4849,479.2,479.3,2025-06-16 18:07:22,2025-06-16 18:08:55,6949.0,6951.0,GTERI,GTERI,ok,0.10000000000002274
4850,479.3,479.3,2025-06-16 18:08:55,2025-06-16 18:08:57,6951.0,6952.0,GTERI,GTERI,ok,0.0
4851,479.3,479.6,2025-06-16 18:08:57,2025-06-16 18:09:25,6952.0,6953.0,GTERI,GTERI,ok,0.30000000000001137
4853,479.6,480.0,2025-06-16 18:09:25,2025-06-16 18:12:25,6953.0,6955.0,GTERI,GTERI,ok,0.39999999999997726
4855,480.0,480.1,2025-06-16 18:12:25,2025-06-16 18:12:56,6955.0,6957.0,GTERI,GTERI,ok,0.10000000000002274
4856,480.1,480.2,2025-06-16 18:12:56,2025-06-16 18:13:11,6957.0,6958.0,GTERI,GTERI,ok,0.0999999999999659
4857,480.2,480.2,2025-06-16 18:13:11,2025-06-16 18:13:17,6958.0,6959.0,GTERI,GTERI,ok,0.0
4859,480.2,481.9,2025-06-16 18:13:17,2025-06-16 18:15:25,6959.0,6961.0,GTERI,GTERI,ok,1.6999999999999886
4861,481.9,484.1,2025-06-16 18:15:25,2025-06-16 18:17:17,6961.0,6963.0,GTERI,GTERI,ok,2.2000000000000455
4862,484.1,485.3,2025-06-16 18:17:17,2025-06-16 18:18:25,6963.0,6964.0,GTERI,GTERI,ok,1.1999999999999886
4864,485.3,486.0,2025-06-16 18:18:25,2025-06-16 18:19:09,6964.0,6966.0,GTERI,GTERI,ok,0.6999999999999886
4865,486.0,486.1,2025-06-16 18:19:09,2025-06-16 18:19:15,6966.0,6967.0,GTERI,GTERI,ok,0.10000000000002274
4866,486.1,486.1,2025-06-16 18:19:15,2025-06-16 18:19:24,6967.0,6968.0,GTERI,GTERI,ok,0.0
4867,486.1,486.2,2025-06-16 18:19:24,2025-06-16 18:19:30,6968.0,6969.0,GTERI,GTERI,ok,0.0999999999999659
4868,486.2,486.3,2025-06-16 18:19:30,2025-06-16 18:19:36,6969.0,6970.0,GTERI,GTERI,ok,0.10000000000002274
4870,486.3,487.5,2025-06-16 18:19:36,2025-06-16 18:21:25,6970.0,6972.0,GTERI,GTERI,ok,1.1999999999999886
