linha,Hodômetro_anterior,Hodômetro_atual,data_anterior,data_atual,sequencia_anterior,sequencia_atual,tipo_mensagem_anterior,tipo_mensagem_atual,tipo_problema,Diferenca
23,230.8,230.8,2025-06-11 16:28:40,2025-06-11 17:04:15,2127.0,2145.0,GTPDP,GTERI,ok,0.0
28,230.8,230.8,2025-06-11 17:04:15,2025-06-11 17:09:39,2145.0,2148.0,GTERI,GTIGN,ok,0.0
29,230.8,230.8,2025-06-11 17:09:39,2025-06-11 17:09:39,2148.0,2149.0,GTIGN,GTSTT,ok,0.0
30,230.8,230.8,2025-06-11 17:09:39,2025-06-11 17:09:48,2149.0,2151.0,GTSTT,GTERI,ok,0.0
31,230.8,230.8,2025-06-11 17:09:48,2025-06-11 17:09:48,2151.0,2152.0,GTERI,GTIGL,ok,0.0
32,230.8,230.8,2025-06-11 17:09:48,2025-06-11 17:09:50,2152.0,2153.0,GTIGL,GTERI,ok,0.0
33,230.8,230.8,2025-06-11 17:09:50,2025-06-11 17:09:52,2153.0,2154.0,GTERI,GTERI,ok,0.0
34,230.8,230.9,2025-06-11 17:09:52,2025-06-11 17:10:03,2154.0,2155.0,GTERI,GTERI,ok,0.09999999999999432
35,230.9,231.0,2025-06-11 17:10:03,2025-06-11 17:10:07,2155.0,2156.0,GTERI,GTERI,ok,0.09999999999999432
27,231.0,231.0,2025-06-11 17:10:07,2025-06-11 17:10:09,2156.0,2157.0,GTERI,GTPDP,ok,0.0
36,231.0,231.0,2025-06-11 17:10:09,2025-06-11 17:10:10,2157.0,2158.0,GTPDP,GTERI,ok,0.0
37,231.0,231.0,2025-06-11 17:10:10,2025-06-11 17:10:13,2158.0,2159.0,GTERI,GTERI,ok,0.0
38,231.0,233.6,2025-06-11 17:10:13,2025-06-11 17:12:40,2159.0,2160.0,GTERI,GTBTC,ok,2.5999999999999943
39,233.6,233.6,2025-06-11 17:12:40,2025-06-11 17:12:47,2160.0,2161.0,GTBTC,GTERI,ok,0.0
42,233.6,234.8,2025-06-11 17:12:47,2025-06-11 17:15:09,2161.0,2164.0,GTERI,GTERI,ok,1.200000000000017
43,234.8,234.9,2025-06-11 17:15:09,2025-06-11 17:15:13,2164.0,2165.0,GTERI,GTERI,ok,0.09999999999999432
44,234.9,235.2,2025-06-11 17:15:13,2025-06-11 17:15:47,2165.0,2166.0,GTERI,GTERI,ok,0.29999999999998295
45,235.2,235.2,2025-06-11 17:15:47,2025-06-11 17:15:51,2166.0,2167.0,GTERI,GTERI,ok,0.0
46,235.2,235.2,2025-06-11 17:15:51,2025-06-11 17:15:52,2167.0,2168.0,GTERI,GTERI,ok,0.0
47,235.2,235.5,2025-06-11 17:15:52,2025-06-11 17:16:28,2168.0,2169.0,GTERI,GTERI,ok,0.30000000000001137
48,235.5,235.5,2025-06-11 17:16:28,2025-06-11 17:16:30,2169.0,2170.0,GTERI,GTERI,ok,0.0
49,235.5,235.9,2025-06-11 17:16:30,2025-06-11 17:17:02,2170.0,2171.0,GTERI,GTERI,ok,0.4000000000000057
50,235.9,235.9,2025-06-11 17:17:02,2025-06-11 17:17:05,2171.0,2172.0,GTERI,GTERI,ok,0.0
53,235.9,236.1,2025-06-11 17:17:05,2025-06-11 17:17:25,2172.0,2174.0,GTERI,GTERI,ok,0.19999999999998863
54,236.1,236.1,2025-06-11 17:17:25,2025-06-11 17:17:27,2174.0,2175.0,GTERI,GTERI,ok,0.0
55,236.1,236.1,2025-06-11 17:17:27,2025-06-11 17:17:27,2175.0,2176.0,GTERI,GTIGF,ok,0.0
56,236.1,236.1,2025-06-11 17:17:27,2025-06-11 17:17:27,2176.0,2177.0,GTIGF,GTSTT,ok,0.0
57,236.1,236.1,2025-06-11 17:17:27,2025-06-11 17:17:28,2177.0,2178.0,GTSTT,GTSTC,ok,0.0
58,236.1,236.1,2025-06-11 17:17:28,2025-06-11 17:17:28,2178.0,2179.0,GTSTC,GTERI,ok,0.0
59,236.1,236.1,2025-06-11 17:17:28,2025-06-11 17:17:28,2179.0,2180.0,GTERI,GTIGL,ok,0.0
60,236.1,236.1,2025-06-11 17:17:28,2025-06-11 17:18:11,2180.0,2181.0,GTIGL,GTSTT,ok,0.0
65,236.1,236.1,2025-06-11 17:18:11,2025-06-11 17:25:56,2181.0,2186.0,GTSTT,GTIGN,ok,0.0
66,236.1,236.1,2025-06-11 17:25:56,2025-06-11 17:25:56,2186.0,2187.0,GTIGN,GTSTT,ok,0.0
67,236.1,236.1,2025-06-11 17:25:56,2025-06-11 17:26:04,2187.0,2188.0,GTSTT,GTERI,ok,0.0
68,236.1,236.1,2025-06-11 17:26:04,2025-06-11 17:26:04,2188.0,2189.0,GTERI,GTIGL,ok,0.0
69,236.1,236.1,2025-06-11 17:26:04,2025-06-11 17:26:06,2189.0,2190.0,GTIGL,GTERI,ok,0.0
70,236.1,236.1,2025-06-11 17:26:06,2025-06-11 17:26:07,2190.0,2191.0,GTERI,GTERI,ok,0.0
71,236.1,236.1,2025-06-11 17:26:07,2025-06-11 17:26:10,2191.0,2192.0,GTERI,GTERI,ok,0.0
73,236.1,236.5,2025-06-11 17:26:10,2025-06-11 17:27:24,2192.0,2194.0,GTERI,GTERI,ok,0.4000000000000057
74,236.5,236.5,2025-06-11 17:27:24,2025-06-11 17:27:27,2194.0,2195.0,GTERI,GTERI,ok,0.0
75,236.5,237.1,2025-06-11 17:27:27,2025-06-11 17:28:58,2195.0,2196.0,GTERI,GTBTC,ok,0.5999999999999943
76,237.1,237.2,2025-06-11 17:28:58,2025-06-11 17:29:04,2196.0,2197.0,GTBTC,GTERI,ok,0.09999999999999432
78,237.2,237.4,2025-06-11 17:29:04,2025-06-11 17:29:27,2197.0,2199.0,GTERI,GTERI,ok,0.20000000000001705
79,237.4,237.4,2025-06-11 17:29:27,2025-06-11 17:29:28,2199.0,2200.0,GTERI,GTERI,ok,0.0
80,237.4,237.6,2025-06-11 17:29:28,2025-06-11 17:29:49,2200.0,2201.0,GTERI,GTIGF,ok,0.19999999999998863
81,237.6,237.6,2025-06-11 17:29:49,2025-06-11 17:29:49,2201.0,2202.0,GTIGF,GTSTT,ok,0.0
82,237.6,237.6,2025-06-11 17:29:49,2025-06-11 17:29:49,2202.0,2203.0,GTSTT,GTERI,ok,0.0
83,237.6,237.6,2025-06-11 17:29:49,2025-06-11 17:29:49,2203.0,2204.0,GTERI,GTIGL,ok,0.0
84,237.6,237.6,2025-06-11 17:29:49,2025-06-11 17:29:50,2204.0,2205.0,GTIGL,GTSTC,ok,0.0
85,237.6,237.6,2025-06-11 17:29:50,2025-06-11 17:30:31,2205.0,2206.0,GTSTC,GTSTT,ok,0.0
88,237.6,237.6,2025-06-11 17:30:31,2025-06-11 17:33:54,2206.0,2209.0,GTSTT,GTIGN,ok,0.0
89,237.6,237.6,2025-06-11 17:33:54,2025-06-11 17:33:54,2209.0,2210.0,GTIGN,GTSTT,ok,0.0
90,237.6,237.6,2025-06-11 17:33:54,2025-06-11 17:33:54,2210.0,2211.0,GTSTT,GTIGL,ok,0.0
91,237.6,237.6,2025-06-11 17:33:54,2025-06-11 17:33:58,2211.0,2212.0,GTIGL,GTERI,ok,0.0
93,237.6,238.4,2025-06-11 17:33:58,2025-06-11 17:35:22,2212.0,2214.0,GTERI,GTERI,ok,0.8000000000000114
94,238.4,238.4,2025-06-11 17:35:22,2025-06-11 17:35:24,2214.0,2215.0,GTERI,GTERI,ok,0.0
95,238.4,238.5,2025-06-11 17:35:24,2025-06-11 17:35:41,2215.0,2216.0,GTERI,GTERI,ok,0.09999999999999432
96,238.5,238.5,2025-06-11 17:35:41,2025-06-11 17:35:44,2216.0,2217.0,GTERI,GTERI,ok,0.0
97,238.5,238.5,2025-06-11 17:35:44,2025-06-11 17:35:46,2217.0,2218.0,GTERI,GTERI,ok,0.0
98,238.5,238.5,2025-06-11 17:35:46,2025-06-11 17:35:49,2218.0,2219.0,GTERI,GTIGF,ok,0.0
99,238.5,238.5,2025-06-11 17:35:49,2025-06-11 17:35:49,2219.0,2220.0,GTIGF,GTSTT,ok,0.0
100,238.5,238.5,2025-06-11 17:35:49,2025-06-11 17:35:49,2220.0,2221.0,GTSTT,GTERI,ok,0.0
101,238.5,238.5,2025-06-11 17:35:49,2025-06-11 17:35:49,2221.0,2222.0,GTERI,GTIGL,ok,0.0
102,238.5,238.5,2025-06-11 17:35:49,2025-06-11 17:36:31,2222.0,2223.0,GTIGL,GTSTT,ok,0.0
104,238.5,238.5,2025-06-11 17:36:31,2025-06-11 17:38:41,2223.0,2225.0,GTSTT,GTIGN,ok,0.0
105,238.5,238.5,2025-06-11 17:38:41,2025-06-11 17:38:41,2225.0,2226.0,GTIGN,GTSTT,ok,0.0
106,238.5,238.5,2025-06-11 17:38:41,2025-06-11 17:38:41,2226.0,2227.0,GTSTT,GTIGL,ok,0.0
107,238.5,238.5,2025-06-11 17:38:41,2025-06-11 17:38:45,2227.0,2228.0,GTIGL,GTERI,ok,0.0
109,238.5,238.5,2025-06-11 17:38:45,2025-06-11 17:39:44,2228.0,2230.0,GTERI,GTERI,ok,0.0
110,238.5,238.6,2025-06-11 17:39:44,2025-06-11 17:40:00,2230.0,2231.0,GTERI,GTERI,ok,0.09999999999999432
111,238.6,238.6,2025-06-11 17:40:00,2025-06-11 17:40:01,2231.0,2232.0,GTERI,GTERI,ok,0.0
112,238.6,238.6,2025-06-11 17:40:01,2025-06-11 17:40:10,2232.0,2233.0,GTERI,GTERI,ok,0.0
113,238.6,238.6,2025-06-11 17:40:10,2025-06-11 17:40:11,2233.0,2234.0,GTERI,GTERI,ok,0.0
114,238.6,238.6,2025-06-11 17:40:11,2025-06-11 17:40:13,2234.0,2235.0,GTERI,GTERI,ok,0.0
115,238.6,238.7,2025-06-11 17:40:13,2025-06-11 17:40:21,2235.0,2236.0,GTERI,GTERI,ok,0.09999999999999432
116,238.7,238.7,2025-06-11 17:40:21,2025-06-11 17:40:22,2236.0,2237.0,GTERI,GTERI,ok,0.0
117,238.7,238.7,2025-06-11 17:40:22,2025-06-11 17:40:32,2237.0,2238.0,GTERI,GTIGF,ok,0.0
118,238.7,238.7,2025-06-11 17:40:32,2025-06-11 17:40:32,2238.0,2239.0,GTIGF,GTSTT,ok,0.0
119,238.7,238.7,2025-06-11 17:40:32,2025-06-11 17:40:32,2239.0,2240.0,GTSTT,GTERI,ok,0.0
120,238.7,238.7,2025-06-11 17:40:32,2025-06-11 17:40:32,2240.0,2241.0,GTERI,GTIGL,ok,0.0
122,238.7,238.7,2025-06-11 17:40:32,2025-06-11 17:41:11,2241.0,2243.0,GTIGL,GTSTT,ok,0.0
152,238.7,238.7,2025-06-11 17:41:11,2025-06-11 18:40:28,2243.0,2273.0,GTSTT,GTERI,ok,0.0
183,238.7,238.7,2025-06-11 18:40:28,2025-06-11 19:40:28,2273.0,2304.0,GTERI,GTERI,ok,0.0
214,238.7,238.7,2025-06-11 19:40:28,2025-06-11 20:40:28,2304.0,2335.0,GTERI,GTERI,ok,0.0
245,238.7,238.7,2025-06-11 20:40:28,2025-06-11 21:40:28,2335.0,2366.0,GTERI,GTERI,ok,0.0
276,238.7,238.7,2025-06-11 21:40:28,2025-06-11 22:40:28,2366.0,2397.0,GTERI,GTERI,ok,0.0
307,238.7,238.7,2025-06-11 22:40:28,2025-06-11 23:40:28,2397.0,2428.0,GTERI,GTERI,ok,0.0
338,238.7,238.7,2025-06-11 23:40:28,2025-06-12 00:40:28,2428.0,2459.0,GTERI,GTERI,ok,0.0
349,238.7,238.7,2025-06-12 00:40:28,2025-06-12 01:00:04,2459.0,2470.0,GTERI,GTPDP,ok,0.0
368,238.7,238.7,2025-06-12 01:00:04,2025-06-12 01:37:36,2470.0,2489.0,GTPDP,GTPDP,ok,0.0
369,238.7,238.7,2025-06-12 01:37:36,2025-06-12 01:40:28,2489.0,2490.0,GTPDP,GTERI,ok,0.0
406,238.7,238.7,2025-06-12 01:40:28,2025-06-12 02:40:28,2490.0,2521.0,GTERI,GTERI,ok,0.0
441,238.7,238.7,2025-06-12 02:40:28,2025-06-12 03:40:28,2521.0,2552.0,GTERI,GTERI,ok,0.0
440,238.7,238.7,2025-06-12 03:40:28,2025-06-12 03:40:58,2552.0,2554.0,GTERI,GTPDP,ok,0.0
447,238.7,238.7,2025-06-12 03:40:58,2025-06-12 03:52:28,2554.0,2560.0,GTPDP,GTPDP,ok,0.0
464,238.7,238.7,2025-06-12 03:52:28,2025-06-12 04:19:30,2560.0,2573.0,GTPDP,GTPDP,ok,0.0
474,238.7,238.7,2025-06-12 04:19:30,2025-06-12 04:40:21,2573.0,2583.0,GTPDP,GTPDP,ok,0.0
475,238.7,238.7,2025-06-12 04:40:21,2025-06-12 04:40:28,2583.0,2584.0,GTPDP,GTERI,ok,0.0
481,238.7,238.7,2025-06-12 04:40:28,2025-06-12 04:53:12,2584.0,2590.0,GTERI,GTPDP,ok,0.0
486,238.7,238.7,2025-06-12 04:53:12,2025-06-12 05:04:03,2590.0,2595.0,GTPDP,GTPDP,ok,0.0
498,238.7,238.7,2025-06-12 05:04:03,2025-06-12 05:28:55,2595.0,2607.0,GTPDP,GTPDP,ok,0.0
504,238.7,238.7,2025-06-12 05:28:55,2025-06-12 05:40:28,2607.0,2613.0,GTPDP,GTERI,ok,0.0
514,238.7,238.7,2025-06-12 05:40:28,2025-06-12 06:00:07,2613.0,2624.0,GTERI,GTPDP,ok,0.0
525,238.7,238.7,2025-06-12 06:00:07,2025-06-12 06:21:38,2624.0,2635.0,GTPDP,GTPDP,ok,0.0
534,238.7,238.7,2025-06-12 06:21:38,2025-06-12 06:37:48,2635.0,2643.0,GTPDP,GTPDP,ok,0.0
536,238.7,238.7,2025-06-12 06:37:48,2025-06-12 06:40:28,2643.0,2645.0,GTPDP,GTERI,ok,0.0
551,238.7,238.7,2025-06-12 06:40:28,2025-06-12 07:08:49,2645.0,2660.0,GTERI,GTPDP,ok,0.0
554,238.7,238.7,2025-06-12 07:08:49,2025-06-12 07:14:20,2660.0,2663.0,GTPDP,GTPDP,ok,0.0
556,238.7,238.7,2025-06-12 07:14:20,2025-06-12 07:17:50,2663.0,2665.0,GTPDP,GTPDP,ok,0.0
564,238.7,238.7,2025-06-12 07:17:50,2025-06-12 07:33:01,2665.0,2673.0,GTPDP,GTIGN,ok,0.0
565,238.7,238.7,2025-06-12 07:33:01,2025-06-12 07:33:01,2673.0,2674.0,GTIGN,GTSTT,ok,0.0
566,238.7,238.9,2025-06-12 07:33:01,2025-06-12 07:33:43,2674.0,2675.0,GTSTT,GTERI,ok,0.20000000000001705
567,238.9,238.9,2025-06-12 07:33:43,2025-06-12 07:33:43,2675.0,2676.0,GTERI,GTIGL,ok,0.0
569,238.9,239.8,2025-06-12 07:33:43,2025-06-12 07:35:03,2676.0,2678.0,GTIGL,GTERI,ok,0.9000000000000057
570,239.8,239.8,2025-06-12 07:35:03,2025-06-12 07:35:05,2678.0,2679.0,GTERI,GTERI,ok,0.0
571,239.8,239.9,2025-06-12 07:35:05,2025-06-12 07:35:15,2679.0,2680.0,GTERI,GTERI,ok,0.09999999999999432
572,239.9,239.9,2025-06-12 07:35:15,2025-06-12 07:35:16,2680.0,2681.0,GTERI,GTERI,ok,0.0
573,239.9,240.0,2025-06-12 07:35:16,2025-06-12 07:35:32,2681.0,2682.0,GTERI,GTERI,ok,0.09999999999999432
574,240.0,240.0,2025-06-12 07:35:32,2025-06-12 07:35:34,2682.0,2683.0,GTERI,GTERI,ok,0.0
575,240.0,240.3,2025-06-12 07:35:34,2025-06-12 07:36:01,2683.0,2684.0,GTERI,GTBTC,ok,0.30000000000001137
576,240.3,240.3,2025-06-12 07:36:01,2025-06-12 07:36:09,2684.0,2685.0,GTBTC,GTERI,ok,0.0
578,240.3,241.5,2025-06-12 07:36:09,2025-06-12 07:37:43,2685.0,2687.0,GTERI,GTSTC,ok,1.1999999999999886
579,241.5,241.6,2025-06-12 07:37:43,2025-06-12 07:37:54,2687.0,2688.0,GTSTC,GTERI,ok,0.09999999999999432
580,241.6,241.6,2025-06-12 07:37:54,2025-06-12 07:37:57,2688.0,2689.0,GTERI,GTERI,ok,0.0
581,241.6,241.6,2025-06-12 07:37:57,2025-06-12 07:38:03,2689.0,2690.0,GTERI,GTERI,ok,0.0
582,241.6,241.6,2025-06-12 07:38:03,2025-06-12 07:38:06,2690.0,2691.0,GTERI,GTERI,ok,0.0
583,241.6,241.6,2025-06-12 07:38:06,2025-06-12 07:38:48,2691.0,2692.0,GTERI,GTSTT,ok,0.0
585,241.6,241.6,2025-06-12 07:38:48,2025-06-12 07:39:09,2692.0,2694.0,GTSTT,GTERI,ok,0.0
587,241.6,241.6,2025-06-12 07:39:09,2025-06-12 07:41:10,2694.0,2696.0,GTERI,GTSTT,ok,0.0
588,241.6,241.6,2025-06-12 07:41:10,2025-06-12 07:41:21,2696.0,2697.0,GTSTT,GTERI,ok,0.0
589,241.6,241.6,2025-06-12 07:41:21,2025-06-12 07:41:23,2697.0,2698.0,GTERI,GTERI,ok,0.0
590,241.6,241.6,2025-06-12 07:41:23,2025-06-12 07:41:25,2698.0,2699.0,GTERI,GTERI,ok,0.0
591,241.6,241.6,2025-06-12 07:41:25,2025-06-12 07:41:28,2699.0,2700.0,GTERI,GTERI,ok,0.0
592,241.6,241.6,2025-06-12 07:41:28,2025-06-12 07:41:35,2700.0,2701.0,GTERI,GTERI,ok,0.0
593,241.6,241.7,2025-06-12 07:41:35,2025-06-12 07:41:52,2701.0,2702.0,GTERI,GTERI,ok,0.09999999999999432
594,241.7,241.7,2025-06-12 07:41:52,2025-06-12 07:41:54,2702.0,2703.0,GTERI,GTERI,ok,0.0
595,241.7,241.7,2025-06-12 07:41:54,2025-06-12 07:41:56,2703.0,2704.0,GTERI,GTERI,ok,0.0
596,241.7,241.7,2025-06-12 07:41:56,2025-06-12 07:41:58,2704.0,2705.0,GTERI,GTERI,ok,0.0
597,241.7,241.9,2025-06-12 07:41:58,2025-06-12 07:42:09,2705.0,2706.0,GTERI,GTERI,ok,0.20000000000001705
600,241.9,245.6,2025-06-12 07:42:09,2025-06-12 07:44:51,2706.0,2709.0,GTERI,GTERI,ok,3.6999999999999886
601,245.6,245.6,2025-06-12 07:44:51,2025-06-12 07:44:52,2709.0,2710.0,GTERI,GTERI,ok,0.0
602,245.6,245.6,2025-06-12 07:44:52,2025-06-12 07:44:54,2710.0,2711.0,GTERI,GTERI,ok,0.0
603,245.6,245.6,2025-06-12 07:44:54,2025-06-12 07:44:58,2711.0,2712.0,GTERI,GTERI,ok,0.0
604,245.6,245.7,2025-06-12 07:44:58,2025-06-12 07:45:01,2712.0,2713.0,GTERI,GTERI,ok,0.09999999999999432
605,245.7,245.7,2025-06-12 07:45:01,2025-06-12 07:45:09,2713.0,2714.0,GTERI,GTERI,ok,0.0
606,245.7,245.7,2025-06-12 07:45:09,2025-06-12 07:45:16,2714.0,2715.0,GTERI,GTERI,ok,0.0
607,245.7,245.7,2025-06-12 07:45:16,2025-06-12 07:45:19,2715.0,2716.0,GTERI,GTERI,ok,0.0
608,245.7,245.7,2025-06-12 07:45:19,2025-06-12 07:45:21,2716.0,2717.0,GTERI,GTERI,ok,0.0
609,245.7,245.7,2025-06-12 07:45:21,2025-06-12 07:45:22,2717.0,2718.0,GTERI,GTERI,ok,0.0
610,245.7,245.7,2025-06-12 07:45:22,2025-06-12 07:45:23,2718.0,2719.0,GTERI,GTERI,ok,0.0
611,245.7,245.7,2025-06-12 07:45:23,2025-06-12 07:45:28,2719.0,2720.0,GTERI,GTERI,ok,0.0
612,245.7,245.7,2025-06-12 07:45:28,2025-06-12 07:45:37,2720.0,2721.0,GTERI,GTIGF,ok,0.0
613,245.7,245.7,2025-06-12 07:45:37,2025-06-12 07:45:37,2721.0,2722.0,GTIGF,GTSTT,ok,0.0
614,245.7,245.7,2025-06-12 07:45:37,2025-06-12 07:45:37,2722.0,2723.0,GTSTT,GTERI,ok,0.0
615,245.7,245.7,2025-06-12 07:45:37,2025-06-12 07:45:37,2723.0,2724.0,GTERI,GTIGL,ok,0.0
616,245.7,245.7,2025-06-12 07:45:37,2025-06-12 07:46:20,2724.0,2725.0,GTIGL,GTSTT,ok,0.0
618,245.7,245.7,2025-06-12 07:46:20,2025-06-12 07:47:21,2725.0,2727.0,GTSTT,GTPDP,ok,0.0
647,245.7,245.7,2025-06-12 07:47:21,2025-06-12 08:45:32,2727.0,2756.0,GTPDP,GTERI,ok,0.0
678,245.7,245.7,2025-06-12 08:45:32,2025-06-12 09:45:32,2756.0,2787.0,GTERI,GTERI,ok,0.0
683,245.7,245.7,2025-06-12 09:45:32,2025-06-12 09:52:57,2787.0,2792.0,GTERI,GTPDP,ok,0.0
709,245.7,245.7,2025-06-12 09:52:57,2025-06-12 10:45:32,2792.0,2818.0,GTPDP,GTERI,ok,0.0
740,245.7,245.7,2025-06-12 10:45:32,2025-06-12 11:45:32,2818.0,2849.0,GTERI,GTERI,ok,0.0
747,245.7,245.7,2025-06-12 11:45:32,2025-06-12 11:58:02,2849.0,2856.0,GTERI,GTIGN,ok,0.0
748,245.7,245.7,2025-06-12 11:58:02,2025-06-12 11:58:02,2856.0,2857.0,GTIGN,GTSTT,ok,0.0
750,245.7,245.7,2025-06-12 11:58:02,2025-06-12 11:58:10,2857.0,2859.0,GTSTT,GTERI,ok,0.0
751,245.7,245.7,2025-06-12 11:58:10,2025-06-12 11:58:10,2859.0,2860.0,GTERI,GTIGL,ok,0.0
752,245.7,245.8,2025-06-12 11:58:10,2025-06-12 11:58:14,2860.0,2861.0,GTIGL,GTERI,ok,0.10000000000002274
753,245.8,245.8,2025-06-12 11:58:14,2025-06-12 11:58:16,2861.0,2862.0,GTERI,GTERI,ok,0.0
754,245.8,245.8,2025-06-12 11:58:16,2025-06-12 11:58:34,2862.0,2863.0,GTERI,GTERI,ok,0.0
755,245.8,245.9,2025-06-12 11:58:34,2025-06-12 11:58:44,2863.0,2864.0,GTERI,GTERI,ok,0.09999999999999432
756,245.9,245.9,2025-06-12 11:58:44,2025-06-12 11:58:45,2864.0,2865.0,GTERI,GTERI,ok,0.0
757,245.9,245.9,2025-06-12 11:58:45,2025-06-12 11:58:48,2865.0,2866.0,GTERI,GTERI,ok,0.0
759,245.9,248.7,2025-06-12 11:58:48,2025-06-12 12:01:08,2866.0,2868.0,GTERI,GTERI,ok,2.799999999999983
760,248.7,249.7,2025-06-12 12:01:08,2025-06-12 12:01:58,2868.0,2869.0,GTERI,GTERI,ok,1.0
761,249.7,249.8,2025-06-12 12:01:58,2025-06-12 12:02:01,2869.0,2870.0,GTERI,GTERI,ok,0.10000000000002274
763,249.8,249.8,2025-06-12 12:02:01,2025-06-12 12:02:06,2870.0,2872.0,GTERI,GTERI,ok,0.0
764,249.8,249.8,2025-06-12 12:02:06,2025-06-12 12:02:15,2872.0,2873.0,GTERI,GTERI,ok,0.0
765,249.8,249.8,2025-06-12 12:02:15,2025-06-12 12:03:19,2873.0,2874.0,GTERI,GTIGF,ok,0.0
766,249.8,249.8,2025-06-12 12:03:19,2025-06-12 12:03:19,2874.0,2875.0,GTIGF,GTSTT,ok,0.0
767,249.8,249.8,2025-06-12 12:03:19,2025-06-12 12:03:19,2875.0,2876.0,GTSTT,GTERI,ok,0.0
768,249.8,249.8,2025-06-12 12:03:19,2025-06-12 12:03:19,2876.0,2877.0,GTERI,GTIGL,ok,0.0
769,249.8,249.8,2025-06-12 12:03:19,2025-06-12 12:03:54,2877.0,2878.0,GTIGL,GTSTT,ok,0.0
773,249.8,249.8,2025-06-12 12:03:54,2025-06-12 12:09:06,2878.0,2882.0,GTSTT,GTIGN,ok,0.0
774,249.8,249.8,2025-06-12 12:09:06,2025-06-12 12:09:06,2882.0,2883.0,GTIGN,GTSTT,ok,0.0
775,249.8,249.8,2025-06-12 12:09:06,2025-06-12 12:09:14,2883.0,2884.0,GTSTT,GTERI,ok,0.0
776,249.8,249.8,2025-06-12 12:09:14,2025-06-12 12:09:14,2884.0,2885.0,GTERI,GTIGL,ok,0.0
777,249.8,249.8,2025-06-12 12:09:14,2025-06-12 12:09:17,2885.0,2886.0,GTIGL,GTERI,ok,0.0
778,249.8,249.8,2025-06-12 12:09:17,2025-06-12 12:09:19,2886.0,2887.0,GTERI,GTERI,ok,0.0
779,249.8,249.8,2025-06-12 12:09:19,2025-06-12 12:09:23,2887.0,2888.0,GTERI,GTERI,ok,0.0
780,249.8,249.8,2025-06-12 12:09:23,2025-06-12 12:09:25,2888.0,2889.0,GTERI,GTERI,ok,0.0
783,249.8,251.5,2025-06-12 12:09:25,2025-06-12 12:12:15,2889.0,2892.0,GTERI,GTERI,ok,1.6999999999999886
784,251.5,251.5,2025-06-12 12:12:15,2025-06-12 12:12:48,2892.0,2893.0,GTERI,GTERI,ok,0.0
785,251.5,251.5,2025-06-12 12:12:48,2025-06-12 12:12:50,2893.0,2894.0,GTERI,GTERI,ok,0.0
787,251.5,252.6,2025-06-12 12:12:50,2025-06-12 12:15:02,2894.0,2896.0,GTERI,GTERI,ok,1.0999999999999943
788,252.6,252.6,2025-06-12 12:15:02,2025-06-12 12:15:04,2896.0,2897.0,GTERI,GTERI,ok,0.0
789,252.6,252.6,2025-06-12 12:15:04,2025-06-12 12:15:15,2897.0,2898.0,GTERI,GTERI,ok,0.0
790,252.6,252.6,2025-06-12 12:15:15,2025-06-12 12:15:17,2898.0,2899.0,GTERI,GTERI,ok,0.0
791,252.6,252.6,2025-06-12 12:15:17,2025-06-12 12:15:18,2899.0,2900.0,GTERI,GTERI,ok,0.0
792,252.6,252.7,2025-06-12 12:15:18,2025-06-12 12:15:32,2900.0,2901.0,GTERI,GTIGF,ok,0.09999999999999432
793,252.7,252.7,2025-06-12 12:15:32,2025-06-12 12:15:32,2901.0,2902.0,GTIGF,GTSTT,ok,0.0
794,252.7,252.7,2025-06-12 12:15:32,2025-06-12 12:15:32,2902.0,2903.0,GTSTT,GTERI,ok,0.0
795,252.7,252.7,2025-06-12 12:15:32,2025-06-12 12:15:32,2903.0,2904.0,GTERI,GTIGL,ok,0.0
797,252.7,252.7,2025-06-12 12:15:32,2025-06-12 12:17:31,2904.0,2906.0,GTIGL,GTSTT,ok,0.0
827,252.7,252.7,2025-06-12 12:17:31,2025-06-12 13:15:27,2906.0,2936.0,GTSTT,GTERI,ok,0.0
833,252.7,252.7,2025-06-12 13:15:27,2025-06-12 13:25:20,2936.0,2942.0,GTERI,GTIGN,ok,0.0
834,252.7,252.7,2025-06-12 13:25:20,2025-06-12 13:25:20,2942.0,2943.0,GTIGN,GTSTT,ok,0.0
835,252.7,252.7,2025-06-12 13:25:20,2025-06-12 13:25:27,2943.0,2944.0,GTSTT,GTERI,ok,0.0
836,252.7,252.7,2025-06-12 13:25:27,2025-06-12 13:25:27,2944.0,2945.0,GTERI,GTIGL,ok,0.0
837,252.7,252.7,2025-06-12 13:25:27,2025-06-12 13:25:32,2945.0,2946.0,GTIGL,GTERI,ok,0.0
838,252.7,252.7,2025-06-12 13:25:32,2025-06-12 13:25:35,2946.0,2947.0,GTERI,GTERI,ok,0.0
839,252.7,252.7,2025-06-12 13:25:35,2025-06-12 13:25:37,2947.0,2948.0,GTERI,GTERI,ok,0.0
840,252.7,252.8,2025-06-12 13:25:37,2025-06-12 13:25:48,2948.0,2949.0,GTERI,GTERI,ok,0.10000000000002274
841,252.8,252.8,2025-06-12 13:25:48,2025-06-12 13:25:50,2949.0,2950.0,GTERI,GTERI,ok,0.0
842,252.8,252.8,2025-06-12 13:25:50,2025-06-12 13:25:52,2950.0,2951.0,GTERI,GTERI,ok,0.0
844,252.8,253.7,2025-06-12 13:25:52,2025-06-12 13:27:33,2951.0,2953.0,GTERI,GTERI,ok,0.8999999999999773
