linha,Data/Hora Evento,Tipo Mensagem,Motion Status,Diferença entre GTERI (IGN),Diferença entre GTERI (IGF)
22237,2025-07-01 09:15:17,GTERI,22,180.0,
22252,2025-07-01 09:18:17,GTERI,22,180.0,
22257,2025-07-01 09:20:15,GTIGF,,,
22259,2025-07-01 09:20:15,GTERI,12,,0.0
22281,2025-07-01 09:58:41,GTIGN,,,
22284,2025-07-01 09:58:51,GTERI,22,10.0,
22292,2025-07-01 10:01:46,GTERI,22,175.0,
22300,2025-07-01 10:04:46,GTERI,22,180.0,
22316,2025-07-01 10:07:46,GTERI,22,180.0,
22318,2025-07-01 10:10:46,GTERI,22,180.0,
22321,2025-07-01 10:13:46,GTERI,22,180.0,
22326,2025-07-01 10:16:46,GTERI,22,180.0,
22329,2025-07-01 10:19:46,GTERI,22,180.0,
22331,2025-07-01 10:22:46,GTERI,22,180.0,
22334,2025-07-01 10:25:46,GTERI,22,180.0,
22336,2025-07-01 10:28:46,GTERI,22,180.0,
22339,2025-07-01 10:31:46,GTERI,22,180.0,
22341,2025-07-01 10:34:46,GTERI,22,180.0,
22345,2025-07-01 10:37:46,GTERI,22,180.0,
22347,2025-07-01 10:40:46,GTERI,22,180.0,
22351,2025-07-01 10:43:46,GTERI,22,180.0,
22353,2025-07-01 10:46:46,GTERI,22,180.0,
22360,2025-07-01 10:49:46,GTERI,22,180.0,
22362,2025-07-01 10:52:46,GTERI,22,180.0,
22367,2025-07-01 10:55:46,GTERI,22,180.0,
22370,2025-07-01 10:58:46,GTERI,22,180.0,
22373,2025-07-01 11:01:46,GTERI,22,180.0,
22381,2025-07-01 11:04:46,GTERI,22,180.0,
22388,2025-07-01 11:07:46,GTERI,22,180.0,
22392,2025-07-01 11:10:46,GTERI,22,180.0,
22395,2025-07-01 11:13:46,GTERI,22,180.0,
22405,2025-07-01 11:16:46,GTERI,22,180.0,
22414,2025-07-01 11:19:46,GTERI,22,180.0,
22417,2025-07-01 11:22:46,GTERI,22,180.0,
22422,2025-07-01 11:25:46,GTERI,22,180.0,
22428,2025-07-01 11:28:46,GTERI,22,180.0,
22433,2025-07-01 11:31:46,GTERI,22,180.0,
22437,2025-07-01 11:34:46,GTERI,22,180.0,
22444,2025-07-01 11:37:46,GTERI,22,180.0,
22462,2025-07-01 11:40:46,GTERI,22,180.0,
22473,2025-07-01 11:43:46,GTERI,22,180.0,
22482,2025-07-01 11:46:46,GTERI,22,180.0,
22490,2025-07-01 11:49:46,GTERI,22,180.0,
22498,2025-07-01 11:52:46,GTERI,22,180.0,
22503,2025-07-01 11:53:33,GTIGF,,,
22505,2025-07-01 11:53:33,GTERI,12,,0.0
22520,2025-07-01 12:19:01,GTIGN,,,
22522,2025-07-01 12:19:09,GTERI,22,8.0,
22541,2025-07-01 12:22:09,GTERI,22,180.0,
22549,2025-07-01 12:25:09,GTERI,22,180.0,
22551,2025-07-01 12:25:39,GTIGF,,,
22553,2025-07-01 12:25:40,GTERI,12,,1.0
22559,2025-07-01 12:33:18,GTIGN,,,
22562,2025-07-01 12:33:26,GTIGF,,,
22564,2025-07-01 12:33:27,GTERI,12,,1.0
22567,2025-07-01 12:34:02,GTIGN,,,
22570,2025-07-01 12:34:06,GTERI,22,4.0,
22579,2025-07-01 12:37:07,GTERI,22,181.0,
22582,2025-07-01 12:40:07,GTERI,22,180.0,
22584,2025-07-01 12:43:07,GTERI,22,180.0,
22588,2025-07-01 12:46:07,GTERI,22,180.0,
22590,2025-07-01 12:49:07,GTERI,22,180.0,
22603,2025-07-01 12:52:07,GTERI,22,180.0,
22616,2025-07-01 12:55:08,GTERI,22,181.0,
22623,2025-07-01 12:58:07,GTERI,22,179.0,
22627,2025-07-01 13:01:07,GTERI,22,180.0,
22639,2025-07-01 13:03:10,GTIGF,,,
22641,2025-07-01 13:03:10,GTERI,12,,0.0
22654,2025-07-01 13:20:11,GTIGN,,,
22656,2025-07-01 13:20:19,GTERI,22,8.0,
22665,2025-07-01 13:23:20,GTERI,22,181.0,
22668,2025-07-01 13:26:20,GTERI,22,180.0,
22689,2025-07-01 13:29:20,GTERI,22,180.0,
22700,2025-07-01 13:32:20,GTERI,22,180.0,
22701,2025-07-01 13:33:05,GTIGF,,,
22703,2025-07-01 13:33:05,GTERI,12,,0.0
22705,2025-07-01 13:33:23,GTIGN,,,
22708,2025-07-01 13:33:28,GTERI,22,5.0,
22717,2025-07-01 13:36:31,GTERI,22,183.0,
22720,2025-07-01 13:39:31,GTERI,22,180.0,
22728,2025-07-01 13:42:31,GTERI,22,180.0,
22738,2025-07-01 13:45:31,GTERI,22,180.0,
22748,2025-07-01 13:48:31,GTERI,22,180.0,
22756,2025-07-01 13:51:31,GTERI,22,180.0,
22763,2025-07-01 13:54:31,GTERI,22,180.0,
22766,2025-07-01 13:57:31,GTERI,22,180.0,
22768,2025-07-01 14:00:31,GTERI,22,180.0,
22772,2025-07-01 14:03:31,GTERI,22,180.0,
22778,2025-07-01 14:06:31,GTERI,22,180.0,
22781,2025-07-01 14:09:31,GTERI,22,180.0,
22784,2025-07-01 14:12:31,GTERI,22,180.0,
22791,2025-07-01 14:15:31,GTERI,22,180.0,
22795,2025-07-01 14:18:31,GTERI,22,180.0,
22800,2025-07-01 14:21:31,GTERI,22,180.0,
22806,2025-07-01 14:24:31,GTERI,22,180.0,
22818,2025-07-01 14:27:31,GTERI,22,180.0,
22825,2025-07-01 14:30:31,GTERI,22,180.0,
22830,2025-07-01 14:33:31,GTERI,22,180.0,
22837,2025-07-01 14:36:31,GTERI,22,180.0,
22839,2025-07-01 14:39:31,GTERI,22,180.0,
22843,2025-07-01 14:42:31,GTERI,22,180.0,
22846,2025-07-01 14:45:31,GTERI,22,180.0,
22851,2025-07-01 14:48:31,GTERI,22,180.0,
22853,2025-07-01 14:51:31,GTERI,22,180.0,
22856,2025-07-01 14:54:31,GTERI,22,180.0,
22859,2025-07-01 14:57:31,GTERI,22,180.0,
22862,2025-07-01 15:00:31,GTERI,22,180.0,
22866,2025-07-01 15:03:31,GTERI,22,180.0,
22872,2025-07-01 15:06:31,GTERI,22,180.0,
22875,2025-07-01 15:09:31,GTERI,22,180.0,
22888,2025-07-01 15:12:31,GTERI,22,180.0,
22893,2025-07-01 15:15:32,GTERI,22,181.0,
22909,2025-07-01 15:18:32,GTERI,22,180.0,
22913,2025-07-01 15:21:32,GTERI,22,180.0,
22916,2025-07-01 15:24:32,GTERI,22,180.0,
22921,2025-07-01 15:27:32,GTERI,22,180.0,
22927,2025-07-01 15:30:34,GTERI,22,182.0,
22934,2025-07-01 15:31:18,GTERI,12,,7093.0
22932,2025-07-01 15:31:18,GTIGF,,,
22940,2025-07-01 15:35:47,GTIGN,,,
22943,2025-07-01 15:35:52,GTERI,22,5.0,
22947,2025-07-01 15:35:59,GTERI,12,,281.0
22945,2025-07-01 15:35:59,GTIGF,,,
22980,2025-07-01 16:35:55,GTERI,11,,3596.0
23011,2025-07-01 17:35:55,GTERI,11,,3600.0
23042,2025-07-01 18:35:55,GTERI,11,,3600.0
23073,2025-07-01 19:35:55,GTERI,11,,3600.0
23104,2025-07-01 20:35:55,GTERI,11,,3600.0
23121,2025-07-01 21:09:24,GTIGN,,,
23123,2025-07-01 21:09:35,GTERI,22,11.0,
23137,2025-07-01 21:12:31,GTERI,22,176.0,
23148,2025-07-01 21:15:05,GTIGF,,,
23150,2025-07-01 21:15:05,GTERI,12,,0.0
23157,2025-07-01 21:23:10,GTIGN,,,
23159,2025-07-01 21:23:20,GTIGF,,,
23161,2025-07-01 21:23:23,GTERI,12,,3.0
23169,2025-07-01 21:26:30,GTIGN,,,
23172,2025-07-01 21:26:34,GTERI,22,4.0,
23174,2025-07-01 21:29:36,GTERI,22,182.0,
23194,2025-07-01 21:32:37,GTERI,22,181.0,
23213,2025-07-01 21:35:37,GTERI,22,180.0,
23224,2025-07-01 21:38:37,GTERI,22,180.0,
23233,2025-07-01 21:40:15,GTIGF,,,
23235,2025-07-01 21:40:16,GTERI,12,,1.0
23245,2025-07-01 21:55:40,GTIGN,,,
23247,2025-07-01 21:55:51,GTERI,22,11.0,
23262,2025-07-01 21:58:47,GTERI,22,176.0,
23266,2025-07-01 22:01:47,GTERI,22,180.0,
23282,2025-07-01 22:04:47,GTERI,22,180.0,
23283,2025-07-01 22:04:54,GTIGF,,,
23285,2025-07-01 22:04:55,GTERI,12,,1.0
23318,2025-07-01 23:04:50,GTERI,11,,3595.0
23350,2025-07-02 00:04:50,GTERI,11,,3600.0
23381,2025-07-02 01:04:50,GTERI,11,,3600.0
23412,2025-07-02 02:04:50,GTERI,11,,3600.0
23443,2025-07-02 03:04:50,GTERI,11,,3600.0
23461,2025-07-02 03:37:24,GTIGN,,,
23463,2025-07-02 03:37:36,GTERI,22,12.0,
23479,2025-07-02 03:40:31,GTERI,22,175.0,
23501,2025-07-02 03:43:31,GTERI,22,180.0,
23519,2025-07-02 03:46:31,GTERI,22,180.0,
23530,2025-07-02 03:49:31,GTERI,22,180.0,
23538,2025-07-02 03:50:15,GTERI,12,,2725.0
23536,2025-07-02 03:50:15,GTIGF,,,
23549,2025-07-02 04:07:24,GTIGN,,,
23551,2025-07-02 04:07:31,GTERI,22,7.0,
23569,2025-07-02 04:10:32,GTERI,22,181.0,
23573,2025-07-02 04:13:32,GTERI,22,180.0,
23589,2025-07-02 04:16:32,GTERI,22,180.0,
23596,2025-07-02 04:17:22,GTIGF,,,
23598,2025-07-02 04:17:22,GTERI,12,,0.0
23603,2025-07-02 04:21:04,GTIGN,,,
23606,2025-07-02 04:21:08,GTERI,22,4.0,
23622,2025-07-02 04:24:14,GTERI,22,186.0,
23625,2025-07-02 04:24:51,GTIGF,,,
23627,2025-07-02 04:24:51,GTERI,12,,0.0
23632,2025-07-02 04:28:50,GTIGN,,,
23635,2025-07-02 04:28:54,GTERI,22,4.0,
23640,2025-07-02 04:30:42,GTIGF,,,
23642,2025-07-02 04:30:42,GTERI,12,,0.0
23648,2025-07-02 04:36:18,GTIGN,,,
23650,2025-07-02 04:36:29,GTERI,22,11.0,
23658,2025-07-02 04:39:24,GTERI,22,175.0,
23666,2025-07-02 04:41:36,GTIGF,,,
23668,2025-07-02 04:41:36,GTERI,12,,0.0
23673,2025-07-02 04:45:15,GTIGN,,,
23676,2025-07-02 04:45:19,GTERI,22,4.0,
23688,2025-07-02 04:48:23,GTERI,22,184.0,
23702,2025-07-02 04:50:07,GTIGF,,,
23704,2025-07-02 04:50:07,GTERI,12,,0.0
23711,2025-07-02 04:57:13,GTIGN,,,
23713,2025-07-02 04:57:24,GTERI,22,11.0,
23720,2025-07-02 04:57:55,GTIGF,,,
23722,2025-07-02 04:57:55,GTERI,12,,0.0
23742,2025-07-02 05:31:30,GTIGN,,,
23744,2025-07-02 05:31:39,GTERI,22,9.0,
23752,2025-07-02 05:32:17,GTIGF,,,
23754,2025-07-02 05:32:17,GTERI,12,,0.0
23787,2025-07-02 06:32:12,GTERI,11,,3595.0
23818,2025-07-02 07:32:12,GTERI,11,,3600.0
23849,2025-07-02 08:32:12,GTERI,11,,3600.0
23866,2025-07-02 08:59:22,GTIGN,,,
23868,2025-07-02 08:59:33,GTERI,22,11.0,
23879,2025-07-02 09:02:28,GTERI,22,175.0,
23892,2025-07-02 09:05:28,GTERI,22,180.0,
23897,2025-07-02 09:08:28,GTERI,22,180.0,
23901,2025-07-02 09:11:28,GTERI,22,180.0,
23905,2025-07-02 09:14:28,GTERI,22,180.0,
23912,2025-07-02 09:17:28,GTERI,22,180.0,
23914,2025-07-02 09:20:28,GTERI,22,180.0,
23918,2025-07-02 09:23:28,GTERI,22,180.0,
23922,2025-07-02 09:26:28,GTERI,22,180.0,
23925,2025-07-02 09:29:28,GTERI,22,180.0,
23927,2025-07-02 09:32:28,GTERI,22,180.0,
23932,2025-07-02 09:35:28,GTERI,22,180.0,
23934,2025-07-02 09:38:28,GTERI,22,180.0,
23937,2025-07-02 09:41:28,GTERI,22,180.0,
23941,2025-07-02 09:44:28,GTERI,22,180.0,
23945,2025-07-02 09:47:28,GTERI,22,180.0,
23956,2025-07-02 09:49:49,GTERI,12,,4657.0
23954,2025-07-02 09:49:49,GTIGF,,,
23975,2025-07-02 10:21:15,GTIGN,,,
23977,2025-07-02 10:21:22,GTERI,22,7.0,
23994,2025-07-02 10:23:56,GTIGF,,,
23996,2025-07-02 10:23:57,GTERI,12,,1.0
23998,2025-07-02 10:23:58,GTIGN,,,
24001,2025-07-02 10:24:02,GTERI,22,4.0,
24002,2025-07-02 10:24:09,GTIGF,,,
24004,2025-07-02 10:24:09,GTERI,12,,0.0
24007,2025-07-02 10:25:12,GTIGN,,,
24010,2025-07-02 10:25:17,GTERI,22,5.0,
24011,2025-07-02 10:25:40,GTIGF,,,
24013,2025-07-02 10:25:41,GTERI,12,,1.0
24034,2025-07-02 11:01:29,GTIGN,,,
24036,2025-07-02 11:01:37,GTERI,22,8.0,
24043,2025-07-02 11:02:41,GTIGF,,,
24045,2025-07-02 11:02:41,GTERI,12,,0.0
24047,2025-07-02 11:03:18,GTIGN,,,
24050,2025-07-02 11:03:22,GTERI,22,4.0,
24069,2025-07-02 11:05:52,GTIGF,,,
24071,2025-07-02 11:05:52,GTERI,12,,0.0
24081,2025-07-02 11:23:37,GTIGN,,,
24083,2025-07-02 11:23:51,GTERI,22,14.0,
24094,2025-07-02 11:26:44,GTERI,22,173.0,
24104,2025-07-02 11:29:34,GTIGF,,,
24106,2025-07-02 11:29:35,GTERI,12,,1.0
24109,2025-07-02 11:29:54,GTIGN,,,
24112,2025-07-02 11:29:58,GTERI,22,4.0,
24128,2025-07-02 11:33:01,GTERI,22,183.0,
24129,2025-07-02 11:33:06,GTIGF,,,
24131,2025-07-02 11:33:07,GTERI,12,,1.0
24133,2025-07-02 11:33:21,GTIGN,,,
24136,2025-07-02 11:33:25,GTERI,22,4.0,
24146,2025-07-02 11:36:28,GTERI,22,183.0,
24156,2025-07-02 11:36:53,GTERI,12,,226.0
24154,2025-07-02 11:36:53,GTIGF,,,
24168,2025-07-02 11:55:23,GTIGN,,,
24170,2025-07-02 11:55:30,GTERI,22,7.0,
24184,2025-07-02 11:58:29,GTERI,22,179.0,
24192,2025-07-02 12:01:29,GTERI,22,180.0,
24203,2025-07-02 12:04:18,GTIGF,,,
24205,2025-07-02 12:04:18,GTERI,12,,0.0
24212,2025-07-02 12:11:54,GTIGN,,,
24214,2025-07-02 12:12:02,GTERI,22,8.0,
24215,2025-07-02 12:12:02,GTERI,22,0.0,
24218,2025-07-02 12:15:00,GTERI,22,178.0,
24221,2025-07-02 12:18:00,GTERI,22,180.0,
24223,2025-07-02 12:21:00,GTERI,22,180.0,
24226,2025-07-02 12:24:00,GTERI,22,180.0,
24228,2025-07-02 12:27:00,GTERI,22,180.0,
24231,2025-07-02 12:30:00,GTERI,22,180.0,
24233,2025-07-02 12:33:00,GTERI,22,180.0,
24236,2025-07-02 12:36:00,GTERI,22,180.0,
24238,2025-07-02 12:39:00,GTERI,22,180.0,
24241,2025-07-02 12:42:00,GTERI,22,180.0,
24243,2025-07-02 12:45:00,GTERI,22,180.0,
24246,2025-07-02 12:48:00,GTERI,22,180.0,
24255,2025-07-02 12:51:00,GTERI,22,180.0,
24270,2025-07-02 12:54:00,GTERI,22,180.0,
24274,2025-07-02 12:57:00,GTERI,22,180.0,
24279,2025-07-02 13:00:00,GTERI,22,180.0,
24282,2025-07-02 13:03:00,GTERI,22,180.0,
24285,2025-07-02 13:06:00,GTERI,22,180.0,
24288,2025-07-02 13:09:00,GTERI,22,180.0,
24292,2025-07-02 13:12:00,GTERI,22,180.0,
24297,2025-07-02 13:15:00,GTERI,22,180.0,
24302,2025-07-02 13:18:00,GTERI,22,180.0,
24305,2025-07-02 13:21:00,GTERI,22,180.0,
24307,2025-07-02 13:24:00,GTERI,22,180.0,
24312,2025-07-02 13:27:00,GTERI,22,180.0,
24314,2025-07-02 13:30:00,GTERI,22,180.0,
24319,2025-07-02 13:33:00,GTERI,22,180.0,
24323,2025-07-02 13:36:00,GTERI,22,180.0,
24338,2025-07-02 13:39:00,GTERI,22,180.0,
24344,2025-07-02 13:39:38,GTIGF,,,
24346,2025-07-02 13:39:39,GTERI,12,,1.0
24350,2025-07-02 13:41:19,GTIGN,,,
24353,2025-07-02 13:41:23,GTERI,22,4.0,
24362,2025-07-02 13:44:25,GTERI,22,182.0,
24384,2025-07-02 13:46:37,GTIGF,,,
24386,2025-07-02 13:46:37,GTERI,12,,0.0
24394,2025-07-02 13:52:16,GTIGN,,,
24396,2025-07-02 13:52:23,GTERI,22,7.0,
24409,2025-07-02 13:55:23,GTERI,22,180.0,
24417,2025-07-02 13:57:40,GTIGF,,,
24419,2025-07-02 13:57:40,GTERI,12,,0.0
24449,2025-07-02 14:52:21,GTIGN,,,
24451,2025-07-02 14:52:30,GTERI,22,9.0,
24465,2025-07-02 14:55:27,GTERI,22,177.0,
24480,2025-07-02 14:58:00,GTIGF,,,
24482,2025-07-02 14:58:00,GTERI,12,,0.0
24486,2025-07-02 15:00:12,GTIGN,,,
24489,2025-07-02 15:00:17,GTERI,22,5.0,
24495,2025-07-02 15:00:45,GTIGF,,,
24497,2025-07-02 15:00:45,GTERI,12,,0.0
24507,2025-07-02 15:13:36,GTIGN,,,
24509,2025-07-02 15:13:45,GTERI,22,9.0,
24523,2025-07-02 15:16:42,GTERI,22,177.0,
24545,2025-07-02 15:19:42,GTERI,22,180.0,
24557,2025-07-02 15:22:42,GTERI,22,180.0,
24565,2025-07-02 15:24:27,GTIGF,,,
24567,2025-07-02 15:24:27,GTERI,12,,0.0
24574,2025-07-02 15:33:51,GTIGN,,,
24576,2025-07-02 15:33:59,GTERI,22,8.0,
24588,2025-07-02 15:36:58,GTERI,22,179.0,
24594,2025-07-02 15:39:58,GTERI,22,180.0,
24608,2025-07-02 15:42:58,GTERI,22,180.0,
24623,2025-07-02 15:45:58,GTERI,22,180.0,
24638,2025-07-02 15:48:58,GTERI,22,180.0,
24647,2025-07-02 15:51:58,GTERI,22,180.0,
24658,2025-07-02 15:54:58,GTERI,22,180.0,
24662,2025-07-02 15:57:16,GTIGF,,,
24664,2025-07-02 15:57:17,GTERI,12,,1.0
24669,2025-07-02 16:01:25,GTIGN,,,
24672,2025-07-02 16:01:29,GTERI,22,4.0,
24687,2025-07-02 16:04:33,GTERI,22,184.0,
24710,2025-07-02 16:07:00,GTIGF,,,
24712,2025-07-02 16:07:00,GTERI,12,,0.0
24737,2025-07-02 16:51:16,GTIGN,,,
24739,2025-07-02 16:51:23,GTERI,22,7.0,
24746,2025-07-02 16:52:52,GTIGF,,,
24748,2025-07-02 16:52:52,GTERI,12,,0.0
24751,2025-07-02 16:54:05,GTIGN,,,
24754,2025-07-02 16:54:09,GTERI,22,4.0,
24755,2025-07-02 16:54:09,GTIGF,,,
24757,2025-07-02 16:54:10,GTIGN,,,
24762,2025-07-02 16:54:14,GTERI,22,4.0,
24778,2025-07-02 16:57:19,GTERI,22,185.0,
24790,2025-07-02 17:00:19,GTERI,22,180.0,
24795,2025-07-02 17:03:19,GTERI,22,180.0,
24807,2025-07-02 17:06:19,GTERI,22,180.0,
24818,2025-07-02 17:07:54,GTIGF,,,
24820,2025-07-02 17:07:54,GTERI,12,,0.0
24822,2025-07-02 17:08:01,GTIGN,,,
24825,2025-07-02 17:08:03,GTIGF,,,
24859,2025-07-02 18:07:49,GTERI,11,,3586.0
24890,2025-07-02 19:07:49,GTERI,11,,3600.0
24921,2025-07-02 20:07:49,GTERI,11,,3600.0
24952,2025-07-02 21:07:49,GTERI,11,,3600.0
24958,2025-07-02 21:17:24,GTIGN,,,
24962,2025-07-02 21:17:29,GTIGN,,,
24960,2025-07-02 21:17:29,GTIGF,,,
24967,2025-07-02 21:17:34,GTERI,22,5.0,
24980,2025-07-02 21:20:35,GTERI,22,181.0,
24988,2025-07-02 21:22:44,GTIGF,,,
24990,2025-07-02 21:22:45,GTERI,12,,1.0
24995,2025-07-02 21:26:37,GTIGN,,,
24998,2025-07-02 21:26:41,GTERI,22,4.0,
25016,2025-07-02 21:29:46,GTERI,22,185.0,
25034,2025-07-02 21:32:46,GTERI,22,180.0,
25042,2025-07-02 21:35:46,GTERI,22,180.0,
25050,2025-07-02 21:37:06,GTIGF,,,
25052,2025-07-02 21:37:07,GTERI,12,,1.0
25059,2025-07-02 21:46:16,GTIGN,,,
25061,2025-07-02 21:46:24,GTERI,22,8.0,
25077,2025-07-02 21:49:23,GTERI,22,179.0,
25083,2025-07-02 21:52:23,GTERI,22,180.0,
25090,2025-07-02 21:53:48,GTIGF,,,
25092,2025-07-02 21:53:49,GTERI,12,,1.0
25125,2025-07-02 22:53:44,GTERI,11,,3595.0
25156,2025-07-02 23:53:44,GTERI,11,,3600.0
25187,2025-07-03 00:53:44,GTERI,11,,3600.0
25219,2025-07-03 01:53:44,GTERI,11,,3600.0
25250,2025-07-03 02:53:44,GTERI,11,,3600.0
25270,2025-07-03 03:31:45,GTIGN,,,
25272,2025-07-03 03:31:54,GTERI,22,9.0,
25286,2025-07-03 03:34:55,GTERI,22,181.0,
25311,2025-07-03 03:37:55,GTERI,22,180.0,
25325,2025-07-03 03:40:55,GTERI,22,180.0,
25376,2025-07-03 03:43:55,GTERI,22,180.0,
25380,2025-07-03 03:45:03,GTIGF,,,
25382,2025-07-03 03:45:03,GTERI,12,,0.0
25385,2025-07-03 04:07:06,GTIGN,,,
25387,2025-07-03 04:07:17,GTERI,22,11.0,
25401,2025-07-03 04:10:16,GTERI,22,179.0,
25404,2025-07-03 04:13:17,GTERI,22,181.0,
25420,2025-07-03 04:16:17,GTERI,22,180.0,
25427,2025-07-03 04:17:22,GTIGF,,,
25429,2025-07-03 04:17:23,GTERI,12,,1.0
25432,2025-07-03 04:21:26,GTIGN,,,
25435,2025-07-03 04:21:30,GTERI,22,4.0,
25451,2025-07-03 04:24:34,GTERI,22,184.0,
25455,2025-07-03 04:25:38,GTIGF,,,
25457,2025-07-03 04:25:38,GTERI,12,,0.0
25463,2025-07-03 04:30:38,GTIGN,,,
25466,2025-07-03 04:30:42,GTERI,22,4.0,
25470,2025-07-03 04:32:30,GTIGF,,,
25472,2025-07-03 04:32:30,GTERI,12,,0.0
25477,2025-07-03 04:37:58,GTIGN,,,
25479,2025-07-03 04:38:05,GTERI,22,7.0,
25493,2025-07-03 04:41:06,GTERI,22,181.0,
25498,2025-07-03 04:43:13,GTIGF,,,
25500,2025-07-03 04:43:14,GTERI,12,,1.0
25505,2025-07-03 04:47:22,GTIGN,,,
25508,2025-07-03 04:47:27,GTERI,22,5.0,
25521,2025-07-03 04:50:30,GTERI,22,183.0,
25537,2025-07-03 04:52:15,GTIGF,,,
25539,2025-07-03 04:52:16,GTERI,12,,1.0
25545,2025-07-03 04:59:11,GTIGN,,,
25547,2025-07-03 04:59:21,GTERI,22,10.0,
25553,2025-07-03 04:59:46,GTIGF,,,
25555,2025-07-03 04:59:47,GTERI,12,,1.0
25567,2025-07-03 05:17:21,GTIGN,,,
25569,2025-07-03 05:17:31,GTERI,22,10.0,
25582,2025-07-03 05:19:03,GTERI,12,,1156.0
25580,2025-07-03 05:19:03,GTIGF,,,
25615,2025-07-03 06:18:58,GTERI,11,,3595.0
25646,2025-07-03 07:18:58,GTERI,11,,3600.0
25664,2025-07-03 07:52:51,GTIGN,,,
25666,2025-07-03 07:53:01,GTERI,22,10.0,
25677,2025-07-03 07:55:59,GTERI,22,178.0,
25704,2025-07-03 07:58:59,GTERI,22,180.0,
25716,2025-07-03 08:01:59,GTERI,22,180.0,
25729,2025-07-03 08:04:27,GTIGF,,,
25731,2025-07-03 08:04:28,GTERI,12,,1.0
25733,2025-07-03 08:04:35,GTIGN,,,
25736,2025-07-03 08:04:36,GTIGF,,,
25748,2025-07-03 08:21:59,GTIGN,,,
25750,2025-07-03 08:22:07,GTERI,22,8.0,
25763,2025-07-03 08:25:09,GTERI,22,182.0,
25768,2025-07-03 08:28:09,GTERI,22,180.0,
25775,2025-07-03 08:30:08,GTIGF,,,
25777,2025-07-03 08:30:08,GTERI,12,,0.0
25785,2025-07-03 08:37:22,GTIGN,,,
25787,2025-07-03 08:37:32,GTERI,22,10.0,
25800,2025-07-03 08:40:29,GTERI,22,177.0,
25810,2025-07-03 08:43:29,GTERI,22,180.0,
25817,2025-07-03 08:46:29,GTERI,22,180.0,
25827,2025-07-03 08:49:29,GTERI,22,180.0,
25840,2025-07-03 08:52:29,GTERI,22,180.0,
25845,2025-07-03 08:55:29,GTERI,22,180.0,
25854,2025-07-03 08:57:50,GTERI,12,,1662.0
25852,2025-07-03 08:57:50,GTIGF,,,
25862,2025-07-03 09:06:55,GTIGN,,,
25864,2025-07-03 09:07:03,GTERI,22,8.0,
25873,2025-07-03 09:08:29,GTIGF,,,
25875,2025-07-03 09:08:29,GTERI,12,,0.0
25877,2025-07-03 09:08:29,GTIGN,,,
25880,2025-07-03 09:08:33,GTERI,22,4.0,
25894,2025-07-03 09:11:36,GTERI,22,183.0,
25907,2025-07-03 09:14:36,GTERI,22,180.0,
25912,2025-07-03 09:17:36,GTERI,22,180.0,
25918,2025-07-03 09:19:05,GTIGF,,,
25920,2025-07-03 09:19:06,GTERI,12,,1.0
25925,2025-07-03 09:23:11,GTIGN,,,
25928,2025-07-03 09:23:15,GTERI,22,4.0,
25940,2025-07-03 09:26:17,GTERI,22,182.0,
25946,2025-07-03 09:29:17,GTERI,22,180.0,
25956,2025-07-03 09:31:31,GTIGF,,,
25958,2025-07-03 09:31:31,GTERI,12,,0.0
25991,2025-07-03 10:31:27,GTERI,11,,3596.0
26022,2025-07-03 11:31:27,GTERI,11,,3600.0
26053,2025-07-03 12:31:27,GTERI,11,,3600.0
26084,2025-07-03 13:31:27,GTERI,11,,3600.0
26088,2025-07-03 13:38:03,GTIGN,,,
26090,2025-07-03 13:38:24,GTERI,22,21.0,
26093,2025-07-03 13:39:56,GTIGF,,,
26095,2025-07-03 13:39:57,GTIGN,,,
26099,2025-07-03 13:40:02,GTERI,22,5.0,
26117,2025-07-03 13:43:03,GTERI,22,181.0,
26136,2025-07-03 13:46:03,GTERI,22,180.0,
26150,2025-07-03 13:49:03,GTERI,22,180.0,
26161,2025-07-03 13:51:11,GTIGF,,,
26163,2025-07-03 13:51:11,GTERI,12,,0.0
26168,2025-07-03 13:56:36,GTIGN,,,
26171,2025-07-03 13:56:44,GTERI,22,8.0,
26182,2025-07-03 13:59:43,GTERI,22,179.0,
26185,2025-07-03 14:02:43,GTERI,22,180.0,
26195,2025-07-03 14:04:58,GTIGF,,,
26197,2025-07-03 14:04:59,GTERI,12,,1.0
26230,2025-07-03 15:04:54,GTERI,11,,3595.0
26261,2025-07-03 16:04:54,GTERI,11,,3600.0
26292,2025-07-03 17:04:54,GTERI,11,,3600.0
26322,2025-07-03 18:04:54,GTERI,11,,3600.0
26353,2025-07-03 19:04:54,GTERI,11,,3600.0
26384,2025-07-03 20:04:54,GTERI,11,,3600.0
26415,2025-07-03 21:04:54,GTERI,11,,3600.0
26446,2025-07-03 22:04:54,GTERI,11,,3600.0
26477,2025-07-03 23:04:54,GTERI,11,,3600.0
26508,2025-07-04 00:04:54,GTERI,11,,3600.0
26539,2025-07-04 01:04:54,GTERI,11,,3600.0
26570,2025-07-04 02:04:54,GTERI,11,,3600.0
26601,2025-07-04 03:04:54,GTERI,11,,3600.0
26632,2025-07-04 04:04:54,GTERI,11,,3600.0
26663,2025-07-04 05:04:54,GTERI,11,,3600.0
26694,2025-07-04 06:04:54,GTERI,11,,3600.0
26725,2025-07-04 07:04:54,GTERI,11,,3600.0
26742,2025-07-04 07:35:53,GTIGN,,,
26744,2025-07-04 07:36:04,GTERI,22,11.0,
