linha,Data/Hora Evento,Tipo Mensagem,Motion Status,Diferença entre GTERI (IGN),Diferença entre GTERI (IGF)
17182,2025-06-26 17:37:15,GTERI,22,180.0,
17187,2025-06-26 17:40:15,GTERI,22,180.0,
17189,2025-06-26 17:43:15,GTERI,22,180.0,
17191,2025-06-26 17:43:37,GTIGF,,,
17193,2025-06-26 17:43:37,GTERI,12,,0.0
17210,2025-06-26 18:08:13,GTIGN,,,
17213,2025-06-26 18:08:22,GTERI,22,9.0,
17220,2025-06-26 18:11:18,GTERI,22,176.0,
17225,2025-06-26 18:14:18,GTERI,22,180.0,
17232,2025-06-26 18:14:54,GTIGF,,,
17234,2025-06-26 18:14:55,GTERI,12,,1.0
17267,2025-06-26 19:14:49,GTERI,11,,3594.0
17298,2025-06-26 20:14:49,GTERI,11,,3600.0
17329,2025-06-26 21:14:49,GTERI,11,,3600.0
17360,2025-06-26 22:14:49,GTERI,11,,3600.0
17391,2025-06-26 23:14:49,GTERI,11,,3600.0
17422,2025-06-27 00:14:49,GTERI,11,,3600.0
17453,2025-06-27 01:14:49,GTERI,11,,3600.0
17484,2025-06-27 02:14:49,GTERI,11,,3600.0
17515,2025-06-27 03:14:49,GTERI,11,,3600.0
17546,2025-06-27 04:14:49,GTERI,11,,3600.0
17577,2025-06-27 05:14:49,GTERI,11,,3600.0
17605,2025-06-27 06:06:37,GTIGN,,,
17608,2025-06-27 06:07:30,GTERI,22,53.0,
17619,2025-06-27 06:09:45,GTERI,22,135.0,
17630,2025-06-27 06:12:45,GTERI,22,180.0,
17634,2025-06-27 06:15:45,GTERI,22,180.0,
17641,2025-06-27 06:18:45,GTERI,22,180.0,
17646,2025-06-27 06:21:45,GTERI,22,180.0,
17649,2025-06-27 06:24:45,GTERI,22,180.0,
17653,2025-06-27 06:27:45,GTERI,22,180.0,
17659,2025-06-27 06:30:45,GTERI,22,180.0,
17665,2025-06-27 06:33:45,GTERI,22,180.0,
17667,2025-06-27 06:36:45,GTERI,22,180.0,
17672,2025-06-27 06:39:45,GTERI,22,180.0,
17681,2025-06-27 06:42:45,GTERI,22,180.0,
17683,2025-06-27 06:45:47,GTERI,22,182.0,
17687,2025-06-27 06:48:47,GTERI,22,180.0,
17690,2025-06-27 06:51:47,GTERI,22,180.0,
17693,2025-06-27 06:54:47,GTERI,22,180.0,
17697,2025-06-27 06:57:47,GTERI,22,180.0,
17700,2025-06-27 07:00:47,GTERI,22,180.0,
17704,2025-06-27 07:03:47,GTERI,22,180.0,
17706,2025-06-27 07:06:47,GTERI,22,180.0,
17710,2025-06-27 07:09:47,GTERI,22,180.0,
17712,2025-06-27 07:12:47,GTERI,22,180.0,
17715,2025-06-27 07:15:47,GTERI,22,180.0,
17717,2025-06-27 07:18:47,GTERI,22,180.0,
17720,2025-06-27 07:21:47,GTERI,22,180.0,
17722,2025-06-27 07:24:47,GTERI,22,180.0,
17725,2025-06-27 07:27:47,GTERI,22,180.0,
17727,2025-06-27 07:30:47,GTERI,22,180.0,
17730,2025-06-27 07:33:47,GTERI,22,180.0,
17732,2025-06-27 07:36:47,GTERI,22,180.0,
17735,2025-06-27 07:39:47,GTERI,22,180.0,
17737,2025-06-27 07:42:47,GTERI,22,180.0,
17740,2025-06-27 07:45:47,GTERI,22,180.0,
17742,2025-06-27 07:48:47,GTERI,22,180.0,
17745,2025-06-27 07:51:47,GTERI,22,180.0,
17747,2025-06-27 07:54:47,GTERI,22,180.0,
17750,2025-06-27 07:57:47,GTERI,22,180.0,
17752,2025-06-27 08:00:47,GTERI,22,180.0,
17755,2025-06-27 08:03:47,GTERI,22,180.0,
17757,2025-06-27 08:06:47,GTERI,22,180.0,
17760,2025-06-27 08:09:47,GTERI,22,180.0,
17762,2025-06-27 08:12:47,GTERI,22,180.0,
17765,2025-06-27 08:15:47,GTERI,22,180.0,
17767,2025-06-27 08:18:47,GTERI,22,180.0,
17773,2025-06-27 08:21:47,GTERI,22,180.0,
17777,2025-06-27 08:24:47,GTERI,22,180.0,
17785,2025-06-27 08:25:45,GTIGF,,,
17787,2025-06-27 08:25:45,GTERI,12,,0.0
17817,2025-06-27 09:19:35,GTIGN,,,
17819,2025-06-27 09:19:44,GTIGF,,,
17821,2025-06-27 09:19:45,GTERI,12,,1.0
17855,2025-06-27 10:19:39,GTERI,11,,3594.0
17865,2025-06-27 10:38:55,GTIGN,,,
17867,2025-06-27 10:39:02,GTERI,22,7.0,
17871,2025-06-27 10:42:05,GTERI,22,183.0,
17884,2025-06-27 10:45:07,GTERI,22,182.0,
17889,2025-06-27 10:48:07,GTERI,22,180.0,
17900,2025-06-27 10:51:07,GTERI,22,180.0,
17903,2025-06-27 10:54:07,GTERI,22,180.0,
17910,2025-06-27 10:57:07,GTERI,22,180.0,
17914,2025-06-27 10:57:44,GTIGF,,,
17916,2025-06-27 10:57:45,GTERI,12,,1.0
17919,2025-06-27 10:58:32,GTIGN,,,
17922,2025-06-27 10:58:36,GTERI,22,4.0,
17923,2025-06-27 10:58:56,GTIGF,,,
17925,2025-06-27 10:58:57,GTERI,12,,1.0
17941,2025-06-27 11:23:44,GTIGN,,,
17943,2025-06-27 11:23:59,GTERI,22,15.0,
17945,2025-06-27 11:25:03,GTIGF,,,
17947,2025-06-27 11:25:03,GTERI,12,,0.0
17949,2025-06-27 11:25:08,GTIGN,,,
17952,2025-06-27 11:25:12,GTERI,22,4.0,
17954,2025-06-27 11:26:18,GTIGF,,,
17956,2025-06-27 11:26:19,GTERI,12,,1.0
17958,2025-06-27 11:26:23,GTIGN,,,
17961,2025-06-27 11:26:28,GTERI,22,5.0,
17962,2025-06-27 11:27:01,GTIGF,,,
17964,2025-06-27 11:27:02,GTERI,12,,1.0
17968,2025-06-27 11:27:51,GTIGN,,,
17971,2025-06-27 11:27:56,GTERI,22,5.0,
17975,2025-06-27 11:28:56,GTIGN,,,
17972,2025-06-27 11:28:56,GTIGF,,,
17974,2025-06-27 11:28:56,GTERI,12,,0.0
17979,2025-06-27 11:29:00,GTERI,22,4.0,
17980,2025-06-27 11:29:02,GTIGF,,,
17982,2025-06-27 11:29:02,GTIGN,,,
17986,2025-06-27 11:29:07,GTERI,22,5.0,
17994,2025-06-27 11:32:09,GTERI,22,182.0,
17997,2025-06-27 11:35:09,GTERI,22,180.0,
18011,2025-06-27 11:38:09,GTERI,22,180.0,
18017,2025-06-27 11:41:09,GTERI,22,180.0,
18031,2025-06-27 11:43:54,GTIGF,,,
18033,2025-06-27 11:43:54,GTIGN,,,
18037,2025-06-27 11:43:59,GTERI,22,5.0,
18038,2025-06-27 11:44:00,GTIGF,,,
18040,2025-06-27 11:44:00,GTERI,12,,0.0
18042,2025-06-27 11:44:00,GTIGN,,,
18045,2025-06-27 11:44:04,GTERI,22,4.0,
18050,2025-06-27 11:44:23,GTERI,12,,23.0
18048,2025-06-27 11:44:23,GTIGF,,,
18077,2025-06-27 12:33:32,GTIGN,,,
18080,2025-06-27 12:33:40,GTERI,22,8.0,
18082,2025-06-27 12:34:43,GTIGF,,,
18088,2025-06-27 12:34:44,GTIGF,,,
18084,2025-06-27 12:34:44,GTIGN,,,
18097,2025-06-27 12:44:24,GTIGN,,,
18099,2025-06-27 12:44:37,GTERI,22,13.0,
18109,2025-06-27 12:45:31,GTIGF,,,
18113,2025-06-27 12:45:32,GTIGN,,,
18111,2025-06-27 12:45:32,GTERI,12,,1.0
18116,2025-06-27 12:45:37,GTERI,22,5.0,
18118,2025-06-27 12:45:51,GTIGF,,,
18120,2025-06-27 12:45:52,GTERI,12,,1.0
18125,2025-06-27 12:48:12,GTIGN,,,
18128,2025-06-27 12:48:17,GTERI,22,5.0,
18135,2025-06-27 12:51:18,GTERI,22,181.0,
18137,2025-06-27 12:53:26,GTIGF,,,
18139,2025-06-27 12:53:26,GTERI,12,,0.0
18140,2025-06-27 12:53:27,GTIGN,,,
18144,2025-06-27 12:53:31,GTERI,22,4.0,
18147,2025-06-27 12:56:33,GTERI,22,182.0,
18164,2025-06-27 12:59:33,GTERI,22,180.0,
18167,2025-06-27 13:02:33,GTERI,22,180.0,
18171,2025-06-27 13:05:33,GTERI,22,180.0,
18174,2025-06-27 13:08:33,GTERI,22,180.0,
18176,2025-06-27 13:11:33,GTERI,22,180.0,
18179,2025-06-27 13:14:33,GTERI,22,180.0,
18181,2025-06-27 13:17:33,GTERI,22,180.0,
18184,2025-06-27 13:20:33,GTERI,22,180.0,
18187,2025-06-27 13:23:33,GTERI,22,180.0,
18191,2025-06-27 13:26:33,GTERI,22,180.0,
18199,2025-06-27 13:28:18,GTIGF,,,
18201,2025-06-27 13:28:18,GTERI,12,,0.0
18220,2025-06-27 14:00:50,GTIGN,,,
18222,2025-06-27 14:00:59,GTERI,22,9.0,
18235,2025-06-27 14:04:00,GTERI,22,181.0,
18238,2025-06-27 14:07:00,GTERI,22,180.0,
18242,2025-06-27 14:10:00,GTERI,22,180.0,
18244,2025-06-27 14:13:00,GTERI,22,180.0,
18247,2025-06-27 14:16:00,GTERI,22,180.0,
18251,2025-06-27 14:19:00,GTERI,22,180.0,
18256,2025-06-27 14:22:00,GTERI,22,180.0,
18265,2025-06-27 14:25:01,GTERI,22,181.0,
18270,2025-06-27 14:28:01,GTERI,22,180.0,
18275,2025-06-27 14:31:01,GTERI,22,180.0,
18281,2025-06-27 14:34:01,GTERI,22,180.0,
18284,2025-06-27 14:37:01,GTERI,22,180.0,
18289,2025-06-27 14:40:01,GTERI,22,180.0,
18296,2025-06-27 14:43:01,GTERI,22,180.0,
18300,2025-06-27 14:46:01,GTERI,22,180.0,
18311,2025-06-27 14:49:01,GTERI,22,180.0,
18312,2025-06-27 14:49:10,GTIGF,,,
18314,2025-06-27 14:49:11,GTERI,12,,1.0
18347,2025-06-27 15:49:05,GTERI,11,,3594.0
18378,2025-06-27 16:49:05,GTERI,11,,3600.0
18409,2025-06-27 17:49:05,GTERI,11,,3600.0
18440,2025-06-27 18:49:05,GTERI,11,,3600.0
18471,2025-06-27 19:49:05,GTERI,11,,3600.0
18502,2025-06-27 20:49:05,GTERI,11,,3600.0
18533,2025-06-27 21:49:05,GTERI,11,,3600.0
18564,2025-06-27 22:49:05,GTERI,11,,3600.0
18595,2025-06-27 23:49:05,GTERI,11,,3600.0
18626,2025-06-28 00:49:05,GTERI,11,,3600.0
18657,2025-06-28 01:49:05,GTERI,11,,3600.0
18688,2025-06-28 02:49:05,GTERI,11,,3600.0
18719,2025-06-28 03:49:05,GTERI,11,,3600.0
18750,2025-06-28 04:49:05,GTERI,11,,3600.0
18781,2025-06-28 05:49:05,GTERI,11,,3600.0
18812,2025-06-28 06:49:05,GTERI,11,,3600.0
18843,2025-06-28 07:49:05,GTERI,11,,3600.0
18874,2025-06-28 08:49:05,GTERI,11,,3600.0
18905,2025-06-28 09:49:05,GTERI,11,,3600.0
18936,2025-06-28 10:49:05,GTERI,11,,3600.0
18967,2025-06-28 11:49:05,GTERI,11,,3600.0
18998,2025-06-28 12:49:05,GTERI,11,,3600.0
19029,2025-06-28 13:49:05,GTERI,11,,3600.0
19060,2025-06-28 14:49:05,GTERI,11,,3600.0
19091,2025-06-28 15:49:05,GTERI,11,,3600.0
19122,2025-06-28 16:49:05,GTERI,11,,3600.0
19153,2025-06-28 17:49:05,GTERI,11,,3600.0
19184,2025-06-28 18:49:05,GTERI,11,,3600.0
19214,2025-06-28 19:49:05,GTERI,11,,3600.0
19245,2025-06-28 20:49:05,GTERI,11,,3600.0
19276,2025-06-28 21:49:05,GTERI,11,,3600.0
19307,2025-06-28 22:49:05,GTERI,11,,3600.0
19338,2025-06-28 23:49:05,GTERI,11,,3600.0
19369,2025-06-29 00:49:05,GTERI,11,,3600.0
19400,2025-06-29 01:49:05,GTERI,11,,3600.0
19431,2025-06-29 02:49:05,GTERI,11,,3600.0
19462,2025-06-29 03:49:05,GTERI,11,,3600.0
19493,2025-06-29 04:49:05,GTERI,11,,3600.0
19524,2025-06-29 05:49:05,GTERI,11,,3600.0
19555,2025-06-29 06:49:05,GTERI,11,,3600.0
19586,2025-06-29 07:49:05,GTERI,11,,3600.0
19617,2025-06-29 08:49:05,GTERI,11,,3600.0
19648,2025-06-29 09:49:05,GTERI,11,,3600.0
19679,2025-06-29 10:49:05,GTERI,11,,3600.0
19710,2025-06-29 11:49:05,GTERI,11,,3600.0
19741,2025-06-29 12:49:05,GTERI,11,,3600.0
19772,2025-06-29 13:49:05,GTERI,11,,3600.0
19804,2025-06-29 14:49:05,GTERI,11,,3600.0
19835,2025-06-29 15:49:05,GTERI,11,,3600.0
19866,2025-06-29 16:49:05,GTERI,11,,3600.0
19897,2025-06-29 17:49:05,GTERI,11,,3600.0
19928,2025-06-29 18:49:05,GTERI,11,,3600.0
19959,2025-06-29 19:49:05,GTERI,11,,3600.0
19990,2025-06-29 20:49:05,GTERI,11,,3600.0
20021,2025-06-29 21:49:05,GTERI,11,,3600.0
20051,2025-06-29 22:49:05,GTERI,11,,3600.0
20082,2025-06-29 23:49:05,GTERI,11,,3600.0
20113,2025-06-30 00:49:05,GTERI,11,,3600.0
20144,2025-06-30 01:49:05,GTERI,11,,3600.0
20175,2025-06-30 02:49:05,GTERI,11,,3600.0
20206,2025-06-30 03:49:05,GTERI,11,,3600.0
20237,2025-06-30 04:49:05,GTERI,11,,3600.0
20268,2025-06-30 05:49:05,GTERI,11,,3600.0
20275,2025-06-30 05:59:37,GTIGN,,,
20277,2025-06-30 05:59:49,GTERI,22,12.0,
20282,2025-06-30 06:02:46,GTERI,22,177.0,
20296,2025-06-30 06:05:46,GTERI,22,180.0,
20299,2025-06-30 06:08:46,GTERI,22,180.0,
20307,2025-06-30 06:11:46,GTERI,22,180.0,
20310,2025-06-30 06:14:46,GTERI,22,180.0,
20314,2025-06-30 06:17:46,GTERI,22,180.0,
20320,2025-06-30 06:20:46,GTERI,22,180.0,
20328,2025-06-30 06:23:46,GTERI,22,180.0,
20331,2025-06-30 06:26:46,GTERI,22,180.0,
20338,2025-06-30 06:29:46,GTERI,22,180.0,
20340,2025-06-30 06:32:46,GTERI,22,180.0,
20342,2025-06-30 06:35:46,GTERI,22,180.0,
20345,2025-06-30 06:38:46,GTERI,22,180.0,
20354,2025-06-30 06:41:46,GTERI,22,180.0,
20358,2025-06-30 06:44:46,GTERI,22,180.0,
20361,2025-06-30 06:47:46,GTERI,22,180.0,
20365,2025-06-30 06:50:46,GTERI,22,180.0,
20369,2025-06-30 06:53:46,GTERI,22,180.0,
20384,2025-06-30 06:55:39,GTIGF,,,
20386,2025-06-30 06:55:40,GTERI,12,,1.0
20416,2025-06-30 07:49:17,GTIGN,,,
20418,2025-06-30 07:49:25,GTERI,22,8.0,
20426,2025-06-30 07:49:56,GTIGF,,,
20428,2025-06-30 07:49:57,GTERI,12,,1.0
20432,2025-06-30 07:51:39,GTIGN,,,
20435,2025-06-30 07:51:44,GTERI,22,5.0,
20442,2025-06-30 07:52:32,GTIGF,,,
20444,2025-06-30 07:52:32,GTERI,12,,0.0
20454,2025-06-30 08:06:20,GTIGN,,,
20456,2025-06-30 08:06:28,GTERI,22,8.0,
20472,2025-06-30 08:09:28,GTERI,22,180.0,
20485,2025-06-30 08:12:28,GTERI,22,180.0,
20495,2025-06-30 08:15:28,GTERI,22,180.0,
20506,2025-06-30 08:18:28,GTERI,22,180.0,
20512,2025-06-30 08:20:27,GTIGF,,,
20514,2025-06-30 08:20:27,GTERI,12,,0.0
20530,2025-06-30 08:47:06,GTIGN,,,
20532,2025-06-30 08:47:14,GTERI,22,8.0,
20536,2025-06-30 08:50:13,GTERI,22,179.0,
20538,2025-06-30 08:53:13,GTERI,22,180.0,
20541,2025-06-30 08:56:13,GTERI,22,180.0,
20545,2025-06-30 08:59:13,GTERI,22,180.0,
20554,2025-06-30 09:02:13,GTERI,22,180.0,
20562,2025-06-30 09:05:13,GTERI,22,180.0,
20585,2025-06-30 09:08:13,GTERI,22,180.0,
20586,2025-06-30 09:08:14,GTIGF,,,
20588,2025-06-30 09:08:14,GTERI,12,,0.0
20597,2025-06-30 09:16:59,GTIGN,,,
20599,2025-06-30 09:17:08,GTERI,22,9.0,
20610,2025-06-30 09:17:41,GTIGF,,,
20606,2025-06-30 09:17:41,GTIGN,,,
20604,2025-06-30 09:17:41,GTIGF,,,
20612,2025-06-30 09:17:42,GTIGN,,,
20635,2025-06-30 09:23:16,GTERI,22,334.0,
20638,2025-06-30 09:26:16,GTERI,22,180.0,
20640,2025-06-30 09:29:16,GTERI,22,180.0,
20642,2025-06-30 09:30:04,GTERI,22,48.0,
20646,2025-06-30 09:35:16,GTERI,22,312.0,
20649,2025-06-30 09:38:16,GTERI,22,180.0,
20652,2025-06-30 09:38:36,GTIGN,,,
20650,2025-06-30 09:38:36,GTIGF,,,
20656,2025-06-30 09:38:41,GTERI,22,5.0,
20664,2025-06-30 09:41:42,GTERI,22,181.0,
20675,2025-06-30 09:44:42,GTERI,22,180.0,
20680,2025-06-30 09:47:42,GTERI,22,180.0,
20684,2025-06-30 09:50:42,GTERI,22,180.0,
20696,2025-06-30 09:53:42,GTERI,22,180.0,
20706,2025-06-30 09:56:42,GTERI,22,180.0,
20709,2025-06-30 09:59:42,GTERI,22,180.0,
20711,2025-06-30 10:02:42,GTERI,22,180.0,
20714,2025-06-30 10:05:42,GTERI,22,180.0,
20716,2025-06-30 10:08:42,GTERI,22,180.0,
20721,2025-06-30 10:11:42,GTERI,22,180.0,
20727,2025-06-30 10:14:42,GTERI,22,180.0,
20730,2025-06-30 10:17:42,GTERI,22,180.0,
20737,2025-06-30 10:19:41,GTIGF,,,
20739,2025-06-30 10:19:41,GTERI,12,,0.0
20766,2025-06-30 11:07:44,GTIGN,,,
20768,2025-06-30 11:07:53,GTERI,22,9.0,
20780,2025-06-30 11:08:49,GTERI,12,,2948.0
20778,2025-06-30 11:08:49,GTIGF,,,
20782,2025-06-30 11:09:06,GTIGN,,,
20785,2025-06-30 11:09:11,GTERI,22,5.0,
20792,2025-06-30 11:09:27,GTIGF,,,
20794,2025-06-30 11:09:28,GTERI,12,,1.0
20799,2025-06-30 11:13:56,GTIGN,,,
20802,2025-06-30 11:14:00,GTERI,22,4.0,
20824,2025-06-30 11:17:03,GTERI,22,183.0,
20831,2025-06-30 11:20:03,GTERI,22,180.0,
20835,2025-06-30 11:23:03,GTERI,22,180.0,
20838,2025-06-30 11:26:04,GTERI,22,181.0,
20842,2025-06-30 11:29:04,GTERI,22,180.0,
20845,2025-06-30 11:32:04,GTERI,22,180.0,
20847,2025-06-30 11:35:04,GTERI,22,180.0,
20859,2025-06-30 11:38:04,GTERI,22,180.0,
20863,2025-06-30 11:41:04,GTERI,22,180.0,
20868,2025-06-30 11:44:04,GTERI,22,180.0,
20871,2025-06-30 11:47:04,GTERI,22,180.0,
20873,2025-06-30 11:50:04,GTERI,22,180.0,
20876,2025-06-30 11:53:04,GTERI,22,180.0,
20878,2025-06-30 11:56:04,GTERI,22,180.0,
20882,2025-06-30 11:59:04,GTERI,22,180.0,
20888,2025-06-30 12:02:04,GTERI,22,180.0,
20891,2025-06-30 12:05:04,GTERI,22,180.0,
20897,2025-06-30 12:08:04,GTERI,22,180.0,
20905,2025-06-30 12:11:04,GTERI,22,180.0,
20907,2025-06-30 12:14:04,GTERI,22,180.0,
20916,2025-06-30 12:17:04,GTERI,22,180.0,
20917,2025-06-30 12:17:05,GTIGF,,,
20919,2025-06-30 12:17:05,GTERI,12,,0.0
20923,2025-06-30 12:18:09,GTIGN,,,
20926,2025-06-30 12:18:12,GTIGF,,,
20947,2025-06-30 12:53:47,GTIGN,,,
20949,2025-06-30 12:53:55,GTERI,22,8.0,
20966,2025-06-30 12:56:44,GTIGF,,,
20968,2025-06-30 12:56:45,GTERI,12,,1.0
20978,2025-06-30 13:10:20,GTIGN,,,
20980,2025-06-30 13:10:28,GTERI,22,8.0,
20987,2025-06-30 13:11:12,GTIGF,,,
20989,2025-06-30 13:11:13,GTERI,12,,1.0
21023,2025-06-30 14:11:08,GTERI,11,,3595.0
21032,2025-06-30 14:27:53,GTIGN,,,
21034,2025-06-30 14:28:01,GTERI,22,8.0,
21038,2025-06-30 14:28:03,GTIGN,,,
21036,2025-06-30 14:28:03,GTIGF,,,
21043,2025-06-30 14:28:07,GTERI,22,4.0,
21047,2025-06-30 14:28:19,GTIGF,,,
21049,2025-06-30 14:28:19,GTERI,12,,0.0
21051,2025-06-30 14:28:20,GTIGN,,,
21054,2025-06-30 14:28:23,GTIGF,,,
21062,2025-06-30 14:33:11,GTIGN,,,
21065,2025-06-30 14:33:16,GTERI,22,5.0,
21076,2025-06-30 14:36:20,GTERI,22,184.0,
21085,2025-06-30 14:39:20,GTERI,22,180.0,
21088,2025-06-30 14:42:20,GTERI,22,180.0,
21098,2025-06-30 14:45:20,GTERI,22,180.0,
21102,2025-06-30 14:48:20,GTERI,22,180.0,
21104,2025-06-30 14:51:20,GTERI,22,180.0,
21108,2025-06-30 14:54:20,GTERI,22,180.0,
21110,2025-06-30 14:57:20,GTERI,22,180.0,
21113,2025-06-30 15:00:20,GTERI,22,180.0,
21115,2025-06-30 15:03:20,GTERI,22,180.0,
21118,2025-06-30 15:06:20,GTERI,22,180.0,
21122,2025-06-30 15:09:20,GTERI,22,180.0,
21127,2025-06-30 15:12:20,GTERI,22,180.0,
21132,2025-06-30 15:15:20,GTERI,22,180.0,
21137,2025-06-30 15:18:20,GTERI,22,180.0,
21143,2025-06-30 15:21:20,GTERI,22,180.0,
21145,2025-06-30 15:24:20,GTERI,22,180.0,
21151,2025-06-30 15:27:19,GTERI,22,179.0,
21156,2025-06-30 15:30:20,GTERI,22,181.0,
21164,2025-06-30 15:31:06,GTIGF,,,
21166,2025-06-30 15:31:06,GTERI,12,,0.0
21199,2025-06-30 16:31:01,GTERI,11,,3595.0
21230,2025-06-30 17:31:01,GTERI,11,,3600.0
21261,2025-06-30 18:31:01,GTERI,11,,3600.0
21292,2025-06-30 19:31:01,GTERI,11,,3600.0
21323,2025-06-30 20:31:01,GTERI,11,,3600.0
21343,2025-06-30 21:09:22,GTIGN,,,
21345,2025-06-30 21:09:26,GTIGF,,,
21347,2025-06-30 21:09:30,GTERI,12,,4.0
21352,2025-06-30 21:11:42,GTIGN,,,
21355,2025-06-30 21:11:46,GTERI,22,4.0,
21364,2025-06-30 21:14:47,GTERI,22,181.0,
21372,2025-06-30 21:17:47,GTERI,22,180.0,
21378,2025-06-30 21:18:32,GTIGF,,,
21380,2025-06-30 21:18:32,GTERI,12,,0.0
21387,2025-06-30 21:22:19,GTIGN,,,
21390,2025-06-30 21:22:23,GTERI,22,4.0,
21392,2025-06-30 21:23:05,GTIGF,,,
21394,2025-06-30 21:23:05,GTERI,12,,0.0
21407,2025-06-30 21:35:29,GTIGN,,,
21409,2025-06-30 21:35:40,GTERI,22,11.0,
21416,2025-06-30 21:38:36,GTERI,22,176.0,
21435,2025-06-30 21:41:36,GTERI,22,180.0,
21458,2025-06-30 21:44:36,GTERI,22,180.0,
21468,2025-06-30 21:47:36,GTERI,22,180.0,
21474,2025-06-30 21:49:11,GTIGF,,,
21476,2025-06-30 21:49:11,GTERI,12,,0.0
21485,2025-06-30 22:01:47,GTIGN,,,
21487,2025-06-30 22:01:57,GTERI,22,10.0,
21502,2025-06-30 22:04:52,GTERI,22,175.0,
21507,2025-06-30 22:07:52,GTERI,22,180.0,
21516,2025-06-30 22:10:13,GTIGF,,,
21518,2025-06-30 22:10:14,GTERI,12,,1.0
21527,2025-06-30 22:21:13,GTIGN,,,
21529,2025-06-30 22:21:23,GTERI,22,10.0,
21534,2025-06-30 22:21:52,GTIGF,,,
21536,2025-06-30 22:21:53,GTERI,12,,1.0
21568,2025-06-30 23:21:48,GTERI,11,,3595.0
21599,2025-07-01 00:21:48,GTERI,11,,3600.0
21630,2025-07-01 01:21:48,GTERI,11,,3600.0
21661,2025-07-01 02:21:48,GTERI,11,,3600.0
21692,2025-07-01 03:21:48,GTERI,11,,3600.0
21701,2025-07-01 03:38:40,GTIGN,,,
21703,2025-07-01 03:38:51,GTERI,22,11.0,
21716,2025-07-01 03:41:49,GTERI,22,178.0,
21739,2025-07-01 03:44:49,GTERI,22,180.0,
21759,2025-07-01 03:47:49,GTERI,22,180.0,
21767,2025-07-01 03:50:49,GTERI,22,180.0,
21779,2025-07-01 03:52:29,GTIGF,,,
21781,2025-07-01 03:52:29,GTERI,12,,0.0
21793,2025-07-01 04:10:40,GTIGN,,,
21795,2025-07-01 04:10:48,GTERI,22,8.0,
21809,2025-07-01 04:13:50,GTERI,22,182.0,
21815,2025-07-01 04:16:50,GTERI,22,180.0,
21830,2025-07-01 04:19:50,GTERI,22,180.0,
21837,2025-07-01 04:21:03,GTIGF,,,
21839,2025-07-01 04:21:03,GTERI,12,,0.0
21844,2025-07-01 04:25:05,GTIGN,,,
21847,2025-07-01 04:25:09,GTERI,22,4.0,
21864,2025-07-01 04:28:15,GTERI,22,186.0,
21870,2025-07-01 04:29:17,GTIGF,,,
21872,2025-07-01 04:29:18,GTERI,12,,1.0
21876,2025-07-01 04:33:15,GTIGN,,,
21880,2025-07-01 04:33:19,GTERI,22,4.0,
21886,2025-07-01 04:35:03,GTERI,12,,345.0
21884,2025-07-01 04:35:03,GTIGF,,,
21892,2025-07-01 04:39:18,GTIGN,,,
21895,2025-07-01 04:39:22,GTERI,22,4.0,
21906,2025-07-01 04:42:24,GTERI,22,182.0,
21915,2025-07-01 04:44:39,GTERI,12,,576.0
21913,2025-07-01 04:44:39,GTIGF,,,
21920,2025-07-01 04:48:34,GTIGN,,,
21923,2025-07-01 04:48:38,GTERI,22,4.0,
21934,2025-07-01 04:51:40,GTERI,22,182.0,
21951,2025-07-01 04:53:58,GTIGF,,,
21953,2025-07-01 04:53:58,GTERI,12,,0.0
21961,2025-07-01 05:03:30,GTIGN,,,
21963,2025-07-01 05:03:37,GTERI,22,7.0,
21973,2025-07-01 05:04:22,GTERI,12,,624.0
21971,2025-07-01 05:04:22,GTIGF,,,
21990,2025-07-01 05:32:48,GTIGN,,,
21992,2025-07-01 05:32:57,GTERI,22,9.0,
22002,2025-07-01 05:33:43,GTIGF,,,
22004,2025-07-01 05:33:44,GTERI,12,,1.0
22036,2025-07-01 06:33:39,GTERI,11,,3595.0
22067,2025-07-01 07:33:39,GTERI,11,,3600.0
22084,2025-07-01 08:00:09,GTIGN,,,
22086,2025-07-01 08:00:24,GTERI,22,15.0,
22091,2025-07-01 08:03:15,GTERI,21,171.0,
22095,2025-07-01 08:06:15,GTERI,22,180.0,
22101,2025-07-01 08:09:15,GTERI,22,180.0,
22114,2025-07-01 08:12:15,GTERI,22,180.0,
22124,2025-07-01 08:15:15,GTERI,22,180.0,
22129,2025-07-01 08:18:15,GTERI,22,180.0,
22139,2025-07-01 08:21:15,GTERI,22,180.0,
22142,2025-07-01 08:24:15,GTERI,22,180.0,
22148,2025-07-01 08:27:15,GTERI,22,180.0,
22153,2025-07-01 08:30:15,GTERI,22,180.0,
22165,2025-07-01 08:33:15,GTERI,22,180.0,
22169,2025-07-01 08:36:16,GTERI,22,181.0,
22174,2025-07-01 08:39:16,GTERI,22,180.0,
22182,2025-07-01 08:42:16,GTERI,22,180.0,
22188,2025-07-01 08:45:16,GTERI,22,180.0,
22193,2025-07-01 08:48:16,GTERI,22,180.0,
22197,2025-07-01 08:51:16,GTERI,22,180.0,
22200,2025-07-01 08:54:16,GTERI,22,180.0,
22205,2025-07-01 08:57:16,GTERI,22,180.0,
22210,2025-07-01 09:00:16,GTERI,22,180.0,
22216,2025-07-01 09:03:16,GTERI,22,180.0,
22221,2025-07-01 09:06:17,GTERI,22,181.0,
22225,2025-07-01 09:09:17,GTERI,22,180.0,
22228,2025-07-01 09:12:17,GTERI,22,180.0,
